t,control_mode,slam_algorithm,localization_mode,task_id,task_state,motion_mode,planner_mode,active_tool,b1_station,robot_x,robot_y,robot_theta,est_x,est_y,est_theta,pose_error,kalman_covariance,b1_x,b1_y,distance_to_target,min_obstacle,obstacle_risk,battery,battery_mode,completed_task_count,task_complete,charging,slam_landmarks,slam_updates,slam_new_landmarks,grid_occupied_cells,grid_free_cells,grid_updates,grid_entropy,scan_match_score,cartographer_submaps,loop_closures,planner_wp_x,planner_wp_y,planner_wp_active,control_v,control_w,control_tv,slam_map,grid_map
14.3,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,TRANSIT_TO_WS2,-1.71162,1.31893,2.38383,-1.699,1.349,2.359,0.03265,0.00986,-2.12,1.5125,-1.0,-1.0,0.0,91.1765,NORMAL,1,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
14.4,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,TRANSIT_TO_WS2,-1.7116,1.31891,2.38381,-1.704,1.346,2.359,0.02871,0.00937,-2.12,1.5015,-1.0,-1.0,0.0,91.174,NORMAL,1,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
14.5,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,TRANSIT_TO_WS2,-1.71159,1.31889,2.38379,-1.702,1.344,2.356,0.02629,0.00898,-2.12,1.4905,-1.0,-1.0,0.0,91.1715,NORMAL,1,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
14.6,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,TRANSIT_TO_WS2,-1.71158,1.31888,2.38377,-1.703,1.34,2.357,0.02317,0.00865,-2.12,1.4795,-1.0,-1.0,0.0,91.169,NORMAL,1,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
14.7,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,MANIPULATING,DIRECT,T2,TRANSIT_TO_WS2,-1.71156,1.31886,2.38376,-1.704,1.337,2.355,0.01945,0.00839,-2.12,1.4685,-1.0,-1.0,0.0,91.1665,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
14.8,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.71155,1.31884,2.38374,-1.707,1.333,2.353,0.01533,0.00817,-2.12,1.4575,-1.0,-1.0,0.0,91.164,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
14.9,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.71153,1.31883,2.38372,-1.705,1.33,2.356,0.01273,0.00799,-2.12,1.4465,-1.0,-1.0,0.0,91.1615,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
15.0,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.71152,1.31881,2.3837,-1.709,1.326,2.355,0.00748,0.00784,-2.12,1.4355,-1.0,-1.0,0.0,91.159,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
15.1,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.71151,1.31879,2.38368,-1.709,1.322,2.358,0.00425,0.00772,-2.12,1.4245,-1.0,-1.0,0.0,91.1565,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
15.2,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.71149,1.31877,2.38367,-1.709,1.318,2.361,0.00214,0.00762,-2.12,1.4135,-1.0,-1.0,0.0,91.154,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
15.3,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.71148,1.31876,2.38365,-1.71,1.314,2.359,0.00442,0.00754,-2.12,1.4025,-1.0,-1.0,0.0,91.1515,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
15.4,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.71147,1.31874,2.38363,-1.712,1.311,2.354,0.00812,0.00747,-2.12,1.3915,-1.0,-1.0,0.0,91.149,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
15.5,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.71145,1.31872,2.38361,-1.713,1.307,2.351,0.01198,0.00742,-2.12,1.3805,-1.0,-1.0,0.0,91.1465,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
15.6,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.71144,1.31871,2.38359,-1.715,1.303,2.348,0.01579,0.00737,-2.12,1.3695,-1.0,-1.0,0.0,91.144,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
15.7,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.71142,1.31869,2.38358,-1.716,1.3,2.347,0.01945,0.00733,-2.12,1.3585,-1.0,-1.0,0.0,91.1415,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,2,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
