t,control_mode,slam_algorithm,localization_mode,slam_feature_type,task_id,task_state,motion_mode,planner_mode,active_tool,b1_station,robot_x,robot_y,robot_theta,est_x,est_y,est_theta,pose_error,kalman_covariance,b1_x,b1_y,distance_to_target,min_obstacle,obstacle_risk,battery,battery_mode,completed_task_count,task_complete,charging,slam_feature_count,slam_landmarks,slam_updates,slam_new_landmarks,grid_occupied_cells,grid_free_cells,grid_updates,grid_entropy,scan_match_score,cartographer_submaps,loop_closures,planner_wp_x,planner_wp_y,planner_wp_active,planner_recovery_count,control_v,control_w,control_tv,slam_map,grid_map
19.1,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.80408,-0.32005,-1.12775,-1.697,-0.145,-1.165,0.19257,0.00795,-2.12,1.1,1.27529,0.29343,0.07021,89.45202,NORMAL,1,0,0,0,5,853,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.55,-0.16799,8.09441,"O1:-0.91,-1.22,s231;O2:-0.90,-0.85,s33;O3:-2.13,0.30,s302;O4:-2.18,0.74,s243;O5:-2.16,-0.08,s39",
19.2,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.78035,-0.36907,-1.15023,-1.689,-0.203,-1.207,0.17488,0.00721,-2.12,1.1,1.22162,0.31965,0.04224,89.37999,NORMAL,1,0,0,0,5,863,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.55,-0.1571,8.15166,"O1:-0.91,-1.22,s231;O2:-0.88,-0.82,s34;O3:-2.12,0.29,s306;O4:-2.18,0.74,s243;O5:-2.15,-0.08,s44",
19.3,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.75779,-0.41877,-1.16821,-1.676,-0.276,-1.237,0.14978,0.00698,-2.12,1.1,1.16792,0.34487,0.03545,89.30814,NORMAL,1,0,0,0,5,875,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.55,-0.17341,8.1607,"O1:-0.91,-1.22,s231;O2:-0.86,-0.79,s37;O3:-2.13,0.27,s310;O4:-2.18,0.74,s243;O5:-2.18,-0.11,s48",
19.4,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.73611,-0.46897,-1.18374,-1.658,-0.337,-1.265,0.13915,0.00699,-2.12,1.1,1.11385,0.36886,0.02953,89.23633,NORMAL,1,0,0,0,5,887,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.55,-0.17034,8.17306,"O1:-0.91,-1.22,s231;O2:-0.86,-0.80,s41;O3:-2.13,0.25,s314;O4:-2.18,0.74,s243;O5:-2.19,-0.15,s52",
19.5,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.71523,-0.51942,-1.20085,-1.648,-0.377,-1.283,0.1407,0.007,-2.12,1.1,1.05982,0.39244,0.02425,89.16447,NORMAL,1,0,0,0,5,899,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.55,-0.15695,8.18129,"O1:-0.91,-1.22,s231;O2:-0.86,-0.83,s45;O3:-2.13,0.23,s318;O4:-2.18,0.74,s243;O5:-2.20,-0.19,s56",
19.6,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.69518,-0.57025,-1.21862,-1.629,-0.43,-1.295,0.13762,0.00701,-2.12,1.1,1.00563,0.41909,0.0189,89.09262,NORMAL,1,0,0,0,5,910,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.55,-0.17238,8.19119,"O1:-0.91,-1.22,s231;O2:-0.87,-0.86,s49;O3:-2.13,0.22,s322;O4:-2.18,0.74,s243;O5:-2.20,-0.22,s60",
19.7,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.67658,-0.62008,-1.23568,-1.627,-0.522,-1.284,0.09455,0.00724,-2.12,1.1,0.95141,0.45017,0.01351,89.02079,NORMAL,1,0,0,0,5,918,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.51399,-0.20256,8.24101,"O1:-0.91,-1.22,s231;O2:-0.87,-0.90,s53;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.20,-0.18,s64",
19.8,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.66078,-0.66445,-1.25125,-1.617,-0.599,-1.314,0.06773,0.0073,-2.12,1.1,0.90179,0.48138,0.009,88.95563,NORMAL,1,0,0,0,5,926,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.46198,-0.13673,8.30948,"O1:-0.90,-1.15,s233;O2:-0.87,-0.87,s55;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.19,-0.18,s68",
19.9,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.64686,-0.70562,-1.26417,-1.616,-0.645,-1.319,0.05506,0.0073,-2.12,1.1,0.85689,0.51128,0.00553,88.89603,NORMAL,1,0,0,0,5,934,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.42819,-0.12715,8.34583,"O1:-0.90,-1.15,s235;O2:-0.87,-0.86,s57;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.20,-0.19,s72",
20.0,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.63422,-0.74431,-1.27926,-1.595,-0.679,-1.315,0.06489,0.00731,-2.12,1.1,0.81491,0.54052,0.00602,88.84018,NORMAL,1,0,0,0,5,942,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.39841,-0.1932,8.39213,"O1:-0.90,-1.16,s237;O2:-0.88,-0.87,s59;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.22,-0.20,s76",
20.1,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.62264,-0.78135,-1.29634,-1.588,-0.689,-1.333,0.08395,0.00731,-2.12,1.1,0.77574,0.55998,0.00838,88.7876,NORMAL,1,0,0,0,5,950,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.39054,-0.16163,8.40798,"O1:-0.89,-1.18,s239;O2:-0.88,-0.89,s61;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.23,-0.23,s80",
20.2,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.6121,-0.81705,-1.31442,-1.569,-0.709,-1.348,0.10218,0.00761,-2.12,1.1,0.73767,0.54613,0.0142,88.73637,NORMAL,1,0,0,0,5,957,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.37066,-0.18707,8.43422,"O1:-0.89,-1.18,s240;O2:-0.88,-0.91,s63;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.23,-0.25,s84",
20.3,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.60303,-0.84954,-1.32732,-1.563,-0.759,-1.382,0.08636,0.00729,-2.12,1.1,0.70198,0.53716,0.01785,88.68841,NORMAL,1,0,0,0,5,965,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.32822,-0.12258,8.4961,"O1:-0.89,-1.18,s240;O2:-0.88,-0.93,s67;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.23,-0.26,s88",
20.4,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.59555,-0.87832,-1.33595,-1.565,-0.816,-1.404,0.05966,0.00732,-2.12,1.1,0.6702,0.52971,0.02121,88.64559,NORMAL,1,0,0,0,5,973,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.28235,-0.05488,8.55889,"O1:-0.89,-1.15,s241;O2:-0.88,-0.94,s70;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.23,-0.28,s92",
20.5,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.58923,-0.90393,-1.34291,-1.559,-0.848,-1.406,0.05517,0.00731,-2.12,1.1,0.64242,0.52337,0.02429,88.60826,NORMAL,1,0,0,0,5,981,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.25684,-0.08189,8.59116,"O1:-0.89,-1.13,s243;O2:-0.88,-0.94,s72;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.23,-0.30,s96",
20.6,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.58348,-0.92748,-1.35153,-1.554,-0.867,-1.414,0.058,0.00731,-2.12,1.1,0.61736,0.51804,0.02704,88.57403,NORMAL,1,0,0,0,5,989,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.24118,-0.06809,8.62188,"O1:-0.89,-1.13,s245;O2:-0.88,-0.95,s74;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.23,-0.31,s100",
20.7,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,TO_RACK_T1_RETURN,AVOIDING,DIRECT,T1,WS1,-1.57814,-0.94992,-1.3626,-1.547,-0.879,-1.411,0.06835,0.00731,-2.12,1.1,0.59375,0.5132,0.02967,88.5415,NORMAL,1,0,0,0,5,997,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.23095,-0.10335,8.65053,"O1:-0.89,-1.14,s247;O2:-0.88,-0.97,s76;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.24,-0.32,s104",
20.8,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,RETURN_T1_RACK,ARRIVED_TARGET,DIRECT,T1,WS1,-1.57388,-0.9688,-1.36856,-1.546,-0.897,-1.407,0.07028,0.00732,-2.12,1.1,0.57142,0.50871,0.03222,88.51063,NORMAL,1,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s249;O2:-0.88,-0.98,s78;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.24,-0.33,s108",
20.9,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,WS1,-1.57306,-0.97338,-1.37045,-1.555,-0.918,-1.402,0.05803,0.0124,-2.12,1.1,-1.0,-1.0,0.0,88.50813,NORMAL,1,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
21.0,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,WS1,-1.57312,-0.97332,-1.3704,-1.572,-0.934,-1.39,0.03889,0.02081,-2.12,1.1,-1.0,-1.0,0.0,88.50563,NORMAL,1,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
21.1,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,WS1,-1.57314,-0.9733,-1.37039,-1.578,-0.944,-1.38,0.02978,0.02703,-2.12,1.1,-1.0,-1.0,0.0,88.50313,NORMAL,1,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
21.2,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,WS1,-1.57314,-0.97327,-1.37039,-1.579,-0.959,-1.381,0.0152,0.03163,-2.12,1.1,-1.0,-1.0,0.0,88.50063,NORMAL,1,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
21.3,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,WS1,-1.57315,-0.97325,-1.3704,-1.571,-0.959,-1.377,0.01429,0.03503,-2.12,1.1,-1.0,-1.0,0.0,88.49813,NORMAL,1,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
21.4,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,WS1,-1.57316,-0.97323,-1.3704,-1.572,-0.951,-1.373,0.02247,0.03755,-2.12,1.1,-1.0,-1.0,0.0,88.49563,NORMAL,1,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
21.5,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,WS1,-1.57317,-0.97321,-1.3704,-1.567,-0.959,-1.373,0.01598,0.03941,-2.12,1.1,-1.0,-1.0,0.0,88.49313,NORMAL,1,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
21.6,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task2,RETURN_T1_RACK,MANIPULATING,DIRECT,T1,WS1,-1.57317,-0.97319,-1.37041,-1.559,-0.963,-1.377,0.01748,0.04079,-2.12,1.1,-1.0,-1.0,0.0,88.49063,NORMAL,1,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
21.7,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57318,-0.97317,-1.37041,-1.552,-0.973,-1.366,0.02144,0.04181,-2.102,1.1,-1.0,-1.0,0.0,88.48813,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
21.8,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57318,-0.97314,-1.37042,-1.564,-0.972,-1.372,0.00973,0.04256,-2.066,1.1,-1.0,-1.0,0.0,88.48563,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
21.9,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57319,-0.97312,-1.37042,-1.565,-0.976,-1.368,0.00901,0.04312,-2.03,1.1,-1.0,-1.0,0.0,88.48313,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
22.0,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.5732,-0.9731,-1.37043,-1.56,-0.983,-1.368,0.01696,0.04353,-1.994,1.1,-1.0,-1.0,0.0,88.48063,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
22.1,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.5732,-0.97308,-1.37043,-1.563,-0.976,-1.367,0.01077,0.04383,-1.958,1.1,-1.0,-1.0,0.0,88.47813,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
22.2,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57321,-0.97306,-1.37043,-1.566,-0.983,-1.379,0.01238,0.04406,-1.922,1.1,-1.0,-1.0,0.0,88.47563,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
22.3,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57322,-0.97303,-1.37044,-1.569,-0.992,-1.38,0.01974,0.04423,-1.886,1.1,-1.0,-1.0,0.0,88.47313,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
22.4,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57322,-0.97301,-1.37044,-1.574,-0.985,-1.379,0.01158,0.04435,-1.85,1.1,-1.0,-1.0,0.0,88.47063,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
22.5,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57323,-0.97299,-1.37045,-1.57,-0.974,-1.378,0.00326,0.04444,-1.814,1.1,-1.0,-1.0,0.0,88.46813,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
22.6,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57324,-0.97297,-1.37045,-1.565,-0.976,-1.377,0.00849,0.04451,-1.778,1.1,-1.0,-1.0,0.0,88.46563,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
22.7,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57324,-0.97295,-1.37046,-1.567,-0.972,-1.371,0.00646,0.04456,-1.742,1.1,-1.0,-1.0,0.0,88.46313,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
22.8,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57325,-0.97292,-1.37046,-1.57,-0.978,-1.373,0.00655,0.0446,-1.706,1.1,-1.0,-1.0,0.0,88.46063,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
22.9,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57325,-0.9729,-1.37047,-1.582,-0.968,-1.365,0.00946,0.04462,-1.67,1.1,-1.0,-1.0,0.0,88.45813,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
23.0,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57326,-0.97288,-1.37047,-1.58,-0.975,-1.363,0.00712,0.04464,-1.634,1.1,-1.0,-1.0,0.0,88.45563,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
23.1,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57327,-0.97286,-1.37047,-1.577,-0.981,-1.369,0.00918,0.04466,-1.598,1.1,-1.0,-1.0,0.0,88.45313,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
23.2,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57327,-0.97284,-1.37048,-1.579,-0.984,-1.36,0.01265,0.04467,-1.562,1.1,-1.0,-1.0,0.0,88.45063,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
23.3,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_SLAM_LIDAR,landmarks,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.57328,-0.97281,-1.37048,-1.575,-0.985,-1.364,0.01226,0.04468,-1.526,1.1,-1.0,-1.0,0.0,88.44813,NORMAL,2,0,0,0,5,1006,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,8.90731,"O1:-0.89,-1.16,s250;O2:-0.88,-0.93,s80;O3:-2.14,0.15,s323;O4:-2.18,0.74,s243;O5:-2.25,-0.33,s110",
