t,control_mode,slam_algorithm,localization_mode,slam_feature_type,task_id,task_state,motion_mode,planner_mode,active_tool,b1_station,robot_x,robot_y,robot_theta,est_x,est_y,est_theta,pose_error,kalman_covariance,b1_x,b1_y,distance_to_target,min_obstacle,obstacle_risk,battery,battery_mode,completed_task_count,task_complete,charging,slam_feature_count,slam_landmarks,slam_updates,slam_new_landmarks,grid_occupied_cells,grid_free_cells,grid_updates,grid_entropy,scan_match_score,cartographer_submaps,loop_closures,planner_wp_x,planner_wp_y,planner_wp_active,planner_recovery_count,control_v,control_w,control_tv,slam_map,grid_map,phase2_state,phase2_scenario,phase2_compliance,phase2_moved_objects,phase2_motion_model,mapping_evidence_pct,map_revealed_pct,dynamic_obstacle_signal_x,dynamic_obstacle_signal_y,dynamic_obstacle_active,temporary_blocker_active,obstacle_crossings,replan_triggers,frontier_count,unknown_cells,mapped_landmark_count,mapping_update_count,mapped_occupied_cells,grid_mapping_update_count,dynamic_pallet_x,dynamic_pallet_y,dynamic_pallet_theta,temporary_blocker_x,temporary_blocker_y,temporary_blocker_theta
1.25,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.23161,-1.78575,2.67223,-0.235,-1.799,2.648,0.01267,0.0452,-2.12,1.1,1.26489,0.42914,0.09477,95.47105,NORMAL,0,0,0,0,4,47,4,4,8,47,0.30656,0.0,0,0,-1.005,-1.757,1,0,0.17255,0.92323,1.51371,"O1:-0.53,-1.25,s25;O2:-0.71,-1.25,s14;O3:-0.89,-1.25,s4","O1:-0.53,-1.25,s25;O2:-0.71,-1.25,s14;O3:-0.89,-1.25,s4",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,17.44948,17.44948,0.85326,0.43036,1,0,0,1,6,32,4,47,4,47,0.85326,0.43036,-1.98567,0.85326,0.43036,-1.98567
1.35,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.24518,-1.77524,2.75228,-0.254,-1.779,2.723,0.01546,0.04522,-2.12,1.1,1.24909,0.41616,0.10809,95.44384,NORMAL,0,0,0,0,4,53,4,4,10,53,0.27032,0.0,0,0,-0.999,-1.758,1,0,0.16413,0.83598,1.54395,"O1:-0.53,-1.25,s27;O2:-0.71,-1.25,s16;O3:-0.89,-1.25,s4;O4:-0.53,-0.89,s3","O1:-0.53,-1.25,s27;O2:-0.71,-1.25,s16;O3:-0.89,-1.25,s4;O4:-0.53,-0.89,s3",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,17.53118,17.53118,0.8452,0.41206,1,0,0,1,6,32,4,53,4,53,0.8452,0.41206,-1.98567,0.8452,0.41206,-1.98567
1.45,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.25881,-1.76647,2.82392,-0.271,-1.77,2.798,0.0193,0.04523,-2.12,1.1,1.23399,0.40517,0.12006,95.41818,NORMAL,0,0,0,0,4,59,4,4,10,59,0.24295,0.0,0,0,-0.997,-1.759,1,0,0.15895,0.80461,1.57474,"O1:-0.53,-1.25,s29;O2:-0.71,-1.25,s17;O3:-0.89,-1.25,s5;O4:-0.53,-0.89,s5","O1:-0.53,-1.25,s29;O2:-0.71,-1.25,s17;O3:-0.89,-1.25,s5;O4:-0.53,-0.89,s5",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,17.61261,17.61261,0.83714,0.39375,1,0,0,1,6,32,4,59,4,59,0.83714,0.39375,-1.98567,0.83714,0.39375,-1.98567
1.55,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.27295,-1.7592,2.89032,-0.286,-1.77,2.864,0.02171,0.04524,-2.12,1.1,1.21868,0.39207,0.13516,95.39316,NORMAL,0,0,0,0,4,64,4,4,10,64,0.24295,0.0,0,0,-0.998,-1.759,1,0,0.15531,0.71115,1.60175,"O1:-0.53,-1.25,s32;O2:-0.71,-1.25,s18;O3:-0.89,-1.25,s7;O4:-0.53,-0.89,s5","O1:-0.53,-1.25,s32;O2:-0.71,-1.25,s18;O3:-0.89,-1.25,s7;O4:-0.53,-0.89,s5",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,17.68026,17.68026,0.82908,0.37545,1,0,0,1,6,32,4,64,4,64,0.82908,0.37545,-1.98567,0.82908,0.37545,-1.98567
1.65,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.28737,-1.75324,2.94812,-0.29,-1.759,2.932,0.01047,0.04524,-2.12,1.1,1.20337,0.38195,0.14741,95.36886,NORMAL,0,0,0,0,4,68,4,4,10,68,0.23912,0.0,0,0,-0.994,-1.759,1,0,0.15265,0.62215,1.62666,"O1:-0.53,-1.25,s34;O2:-0.71,-1.25,s20;O3:-0.89,-1.25,s7;O4:-0.53,-0.89,s5","O1:-0.53,-1.25,s34;O2:-0.71,-1.25,s20;O3:-0.89,-1.25,s7;O4:-0.53,-0.89,s5",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,17.73424,17.73424,0.82102,0.35715,1,0,0,1,6,32,4,68,4,68,0.82102,0.35715,-1.98567,0.82102,0.35715,-1.98567
1.75,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.30129,-1.74858,2.99915,-0.311,-1.747,2.986,0.01722,0.04524,-2.12,1.1,1.18831,0.37444,0.15686,95.34547,NORMAL,0,0,0,0,4,72,4,4,10,72,0.23912,0.0,0,0,-0.991,-1.76,1,0,0.14194,0.55421,1.65435,"O1:-0.53,-1.25,s36;O2:-0.71,-1.25,s22;O3:-0.89,-1.25,s7;O4:-0.53,-0.89,s5","O1:-0.53,-1.25,s36;O2:-0.71,-1.25,s22;O3:-0.89,-1.25,s7;O4:-0.53,-0.89,s5",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,17.78811,17.78811,0.81295,0.33884,1,0,0,1,6,32,4,72,4,72,0.81295,0.33884,-1.98567,0.81295,0.33884,-1.98567
1.85,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.31515,-1.74492,3.03989,-0.321,-1.759,3.026,0.01761,0.04523,-2.12,1.1,1.17408,0.36928,0.16353,95.32346,NORMAL,0,0,0,0,4,76,4,4,10,76,0.23912,0.0,0,0,-0.997,-1.759,1,0,0.14144,0.42569,1.68698,"O1:-0.53,-1.25,s38;O2:-0.71,-1.25,s24;O3:-0.89,-1.25,s7;O4:-0.53,-0.89,s5","O1:-0.53,-1.25,s38;O2:-0.71,-1.25,s24;O3:-0.89,-1.25,s7;O4:-0.53,-0.89,s5",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,17.84185,17.84185,0.80489,0.32054,1,0,0,2,6,32,4,76,4,76,0.80489,0.32054,-1.98567,0.80489,0.32054,-1.98567
1.95,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.32874,-1.74226,3.0735,-0.335,-1.749,3.075,0.01347,0.04523,-2.12,1.1,1.15985,0.37624,0.15458,95.30205,NORMAL,0,0,0,0,4,80,4,4,10,80,0.23912,0.0,0,0,-0.993,-1.76,1,0,0.13453,0.35756,1.71093,"O1:-0.53,-1.25,s40;O2:-0.71,-1.25,s24;O3:-0.89,-1.25,s9;O4:-0.53,-0.89,s5","O1:-0.53,-1.25,s40;O2:-0.71,-1.25,s24;O3:-0.89,-1.25,s9;O4:-0.53,-0.89,s5",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,17.89548,17.89548,0.79683,0.30224,1,0,0,2,6,32,4,80,4,80,0.79683,0.30224,-1.98567,0.79683,0.30224,-1.98567
2.1,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.34876,-1.73925,3.12124,-0.353,-1.735,3.116,0.01204,0.04521,-2.12,1.1,1.13941,0.38831,0.13964,95.27197,NORMAL,0,0,0,0,4,87,4,4,10,87,0.22986,0.0,0,0,-0.989,-1.76,1,0,0.12571,0.28743,1.74469,"O1:-0.53,-1.25,s40;O2:-0.71,-1.25,s27;O3:-0.89,-1.25,s12;O4:-0.53,-0.89,s6","O1:-0.53,-1.25,s40;O2:-0.71,-1.25,s27;O3:-0.89,-1.25,s12;O4:-0.53,-0.89,s6",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,17.98903,17.98903,0.78474,0.27478,1,0,0,2,6,32,4,87,4,87,0.78474,0.27478,-1.98567,0.78474,0.27478,-1.98567
2.25,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.36716,-1.73765,-3.12909,-0.387,-1.733,-3.129,0.02659,0.04519,-2.12,1.1,1.12019,0.39928,0.12674,95.2439,NORMAL,0,0,0,0,4,93,4,4,10,93,0.22432,0.0,0,0,-0.991,-1.76,1,0,0.11148,0.20631,1.77919,"O1:-0.53,-1.25,s40;O2:-0.71,-1.25,s30;O3:-0.89,-1.25,s12;O4:-0.53,-0.89,s9","O1:-0.53,-1.25,s40;O2:-0.71,-1.25,s30;O3:-0.89,-1.25,s12;O4:-0.53,-0.89,s9",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,18.06894,18.06894,0.77265,0.24733,1,0,0,2,6,32,4,93,4,93,0.77265,0.24733,-1.98567,0.77265,0.24733,-1.98567
2.4,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.38429,-1.73671,-3.09526,-0.396,-1.738,-3.1,0.01726,0.04517,-2.12,1.1,1.10305,0.35176,0.18718,95.21822,NORMAL,0,0,0,0,4,99,4,4,10,99,0.21424,0.0,0,0,-0.995,-1.759,1,0,0.10683,0.3148,1.85005,"O1:-0.53,-1.25,s41;O2:-0.71,-1.25,s33;O3:-0.89,-1.25,s12;O4:-0.53,-0.89,s11","O1:-0.53,-1.25,s41;O2:-0.71,-1.25,s33;O3:-0.89,-1.25,s12;O4:-0.53,-0.89,s11",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,18.14857,18.14857,0.76055,0.21987,1,0,0,3,6,32,4,99,4,99,0.76055,0.21987,-1.98567,0.76055,0.21987,-1.98567
2.55,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.40103,-1.73602,-3.05721,-0.398,-1.74,-3.051,0.00469,0.04515,-2.12,1.1,1.08637,0.35103,0.18821,95.19307,NORMAL,0,0,0,0,4,105,4,4,10,105,0.21424,0.0,0,0,-0.996,-1.759,1,0,0.10589,0.21114,1.87704,"O1:-0.53,-1.25,s44;O2:-0.71,-1.25,s36;O3:-0.89,-1.25,s12;O4:-0.53,-0.89,s11","O1:-0.53,-1.25,s44;O2:-0.71,-1.25,s36;O3:-0.89,-1.25,s12;O4:-0.53,-0.89,s11",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,18.22795,18.22795,0.74846,0.19242,1,0,0,3,6,32,4,105,4,105,0.74846,0.19242,-1.98567,0.74846,0.19242,-1.98567
2.7,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.41761,-1.73637,-3.0296,-0.394,-1.744,-3.033,0.02014,0.04514,-2.12,1.1,1.07016,0.35183,0.18709,95.16846,NORMAL,0,0,0,0,4,113,4,4,10,113,0.21063,0.0,0,0,-0.997,-1.759,1,0,0.10856,0.15809,1.89724,"O1:-0.53,-1.25,s47;O2:-0.71,-1.25,s38;O3:-0.89,-1.25,s13;O4:-0.53,-0.89,s12","O1:-0.53,-1.25,s47;O2:-0.71,-1.25,s38;O3:-0.89,-1.25,s13;O4:-0.53,-0.89,s12",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,18.33337,18.33337,0.73637,0.16496,1,0,0,3,6,32,4,113,4,113,0.73637,0.16496,-1.98567,0.73637,0.16496,-1.98567
2.85,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.43341,-1.7374,-3.0096,-0.415,-1.743,-3.012,0.01451,0.04514,-2.12,1.1,1.05434,0.35387,0.18425,95.14409,NORMAL,0,0,0,0,4,122,4,4,10,122,0.20464,0.0,0,0,-0.998,-1.759,1,0,0.09893,0.1083,1.92141,"O1:-0.53,-1.25,s50;O2:-0.71,-1.25,s39;O3:-0.53,-0.89,s15;O4:-0.89,-1.25,s15","O1:-0.53,-1.25,s50;O2:-0.71,-1.25,s39;O3:-0.53,-0.89,s15;O4:-0.89,-1.25,s15",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,18.4514,18.4514,0.72428,0.13751,1,0,0,3,6,32,4,122,4,122,0.72428,0.13751,-1.98567,0.72428,0.13751,-1.98567
3.0,PID,HECTOR_GRID_MATCHING,HECTOR_SCAN_MATCHING_GRID,landmarks,task1,TO_PICKUP_T1,AVOIDING,SLAM_WAYPOINT,T1,WS1,-0.44776,-1.73885,-2.99792,-0.433,-1.743,-2.997,0.0115,0.04513,-2.12,1.1,1.04019,0.35639,0.18077,95.12169,NORMAL,0,0,0,0,4,131,4,4,10,131,0.20016,0.0,0,0,-1.0,-1.758,1,0,0.09199,0.07485,1.94081,"O1:-0.53,-1.25,s53;O2:-0.71,-1.25,s39;O3:-0.53,-0.89,s18;O4:-0.89,-1.25,s18","O1:-0.53,-1.25,s53;O2:-0.71,-1.25,s39;O3:-0.53,-0.89,s18;O4:-0.89,-1.25,s18",RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;static_unknown_obstacles;dynamic_wandering_robot;costmap;slam_path_planning;obstacle_avoidance,P2_Wanderer,dynamic_wandering_robot,18.56885,18.56885,0.71219,0.11005,1,0,0,3,6,32,4,131,4,131,0.71219,0.11005,-1.98567,0.71219,0.11005,-1.98567
