t,control_mode,slam_algorithm,localization_mode,slam_feature_type,task_id,task_state,motion_mode,planner_mode,active_tool,b1_station,robot_x,robot_y,robot_theta,est_x,est_y,est_theta,pose_error,kalman_covariance,b1_x,b1_y,distance_to_target,min_obstacle,obstacle_risk,battery,battery_mode,completed_task_count,task_complete,charging,slam_feature_count,slam_landmarks,slam_updates,slam_new_landmarks,grid_occupied_cells,grid_free_cells,grid_updates,grid_entropy,scan_match_score,cartographer_submaps,loop_closures,planner_wp_x,planner_wp_y,planner_wp_active,planner_recovery_count,control_v,control_w,control_tv,slam_map,grid_map,phase2_state,phase2_scenario,phase2_compliance,phase2_moved_objects,phase2_motion_model,mapping_evidence_pct,map_revealed_pct,dynamic_obstacle_signal_x,dynamic_obstacle_signal_y,dynamic_obstacle_active,temporary_blocker_active,obstacle_crossings,replan_triggers,frontier_count,unknown_cells,mapped_landmark_count,mapping_update_count,mapped_occupied_cells,grid_mapping_update_count,dynamic_pallet_x,dynamic_pallet_y,dynamic_pallet_theta,temporary_blocker_x,temporary_blocker_y,temporary_blocker_theta
1.25,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT,T1,WS1,-0.33534,-1.65634,2.75173,-0.29,-1.666,2.72,0.02269,0.00082,-2.12,1.1,1.15737,0.28298,0.29548,95.22105,NORMAL,0,0,0,5,5,221,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.54153,0.9674,1.11131,"O1:-1.00,-1.88,s39;O2:-0.59,-1.08,s51;O3:-0.07,-2.48,s61;O4:0.34,-2.47,s45;O5:-0.49,-2.49,s16",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,22.4116,22.4116,-0.38114,1.86,1,0,0,1,6,32,5,221,0,0,-0.38114,1.86,-0.0,2.1,1.82,-0.0
1.35,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT,T1,WS1,-0.38081,-1.63528,2.85826,-0.337,-1.647,2.824,0.02172,0.00082,-2.12,1.1,1.10865,0.24367,0.36843,95.14821,NORMAL,0,0,0,5,5,239,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.50426,1.09398,1.20648,"O1:-1.01,-1.86,s43;O2:-0.61,-1.20,s57;O3:-0.09,-2.48,s64;O4:0.28,-2.47,s46;O5:-0.45,-2.49,s20",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,22.63338,22.63338,-0.37457,1.86,1,0,0,1,6,32,5,239,0,0,-0.37457,1.86,-0.0,2.1,1.82,-0.0
1.45,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.42429,-1.62023,2.95428,-0.383,-1.634,2.926,0.0207,0.00082,-2.12,1.1,1.06273,0.21965,0.41697,95.08036,NORMAL,0,0,0,5,5,254,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.4657,0.84329,1.30771,"O1:-1.00,-1.88,s47;O2:-0.62,-1.26,s62;O3:-0.10,-2.49,s66;O4:0.25,-2.48,s48;O5:-0.41,-2.49,s24",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,22.8165,22.8165,-0.368,1.86,1,0,0,1,6,32,5,254,0,0,-0.368,1.86,-0.0,2.1,1.82,-0.0
1.55,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.46644,-1.61054,3.02544,-0.428,-1.625,3.008,0.02015,0.00082,-2.12,1.1,1.01908,0.22336,0.40927,95.01778,NORMAL,0,0,0,5,5,269,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.43851,0.60878,1.39353,"O1:-1.00,-1.90,s51;O2:-0.64,-1.27,s66;O3:-0.08,-2.49,s68;O4:0.25,-2.48,s48;O5:-0.40,-2.50,s28",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,22.99811,22.99811,-0.36143,1.86,1,0,0,1,6,32,5,269,0,0,-0.36143,1.86,-0.0,2.1,1.82,-0.0
1.65,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.50753,-1.60408,3.09734,-0.473,-1.621,3.08,0.02035,0.00082,-2.12,1.1,0.97647,0.20062,0.45753,94.95928,NORMAL,0,0,0,5,5,285,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.39923,0.83554,1.50309,"O1:-1.00,-1.91,s55;O2:-0.65,-1.23,s72;O3:-0.06,-2.49,s70;O4:0.25,-2.48,s48;O5:-0.42,-2.50,s32",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,23.19016,23.19016,-0.35486,1.86,1,0,0,1,6,32,5,285,0,0,-0.35486,1.86,-0.0,2.1,1.82,-0.0
1.75,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.54485,-1.60062,-3.12659,-0.515,-1.619,-3.136,0.02117,0.00082,-2.12,1.1,0.93705,0.20264,0.45314,94.90533,NORMAL,0,0,0,5,5,298,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.37069,0.4259,1.63405,"O1:-1.00,-1.93,s59;O2:-0.67,-1.27,s77;O3:-0.03,-2.49,s72;O4:0.25,-2.48,s48;O5:-0.45,-2.50,s36",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,23.34495,23.34495,-0.34829,1.86,1,0,0,1,6,32,5,298,0,0,-0.34829,1.86,-0.0,2.1,1.82,-0.0
1.85,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.5794,-1.59998,-3.0931,-0.555,-1.62,-3.094,0.02178,0.00082,-2.12,1.1,0.90131,0.20564,0.44666,94.85602,NORMAL,0,0,0,5,5,312,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.34486,0.2171,1.71207,"O1:-1.00,-1.93,s63;O2:-0.66,-1.15,s82;O3:-0.03,-2.49,s72;O4:0.25,-2.48,s48;O5:-0.48,-2.51,s40",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,23.5104,23.5104,-0.34171,1.86,1,0,0,1,6,32,5,312,0,0,-0.34171,1.86,-0.0,2.1,1.82,-0.0
1.95,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.6123,-1.60134,-3.08262,-0.593,-1.623,-3.073,0.02263,0.00082,-2.12,1.1,0.86773,0.20853,0.44045,94.81057,NORMAL,0,0,0,5,5,326,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.32093,0.04561,1.77888,"O1:-1.01,-1.94,s67;O2:-0.67,-1.09,s88;O3:-0.03,-2.49,s72;O4:0.25,-2.48,s48;O5:-0.52,-2.51,s44",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,23.67457,23.67457,-0.33514,1.86,1,0,0,1,6,32,5,326,0,0,-0.33514,1.86,-0.0,2.1,1.82,-0.0
2.1,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.65772,-1.60468,-3.10137,-0.647,-1.628,-3.076,0.02501,0.00082,-2.12,1.1,0.82134,0.20159,0.43461,94.74811,NORMAL,0,0,0,5,5,345,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.2882,-0.41256,1.92615,"O1:-1.02,-1.93,s73;O2:-0.67,-1.25,s96;O3:-0.03,-2.49,s72;O4:0.25,-2.48,s48;O5:-0.57,-2.51,s50",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,23.89533,23.89533,-0.32529,1.86,1,0,0,1,6,32,5,345,0,0,-0.32529,1.86,-0.0,2.1,1.82,-0.0
2.25,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.69666,-1.60843,3.10511,-0.695,-1.633,-3.14,0.02805,0.00082,-2.12,1.1,0.78067,0.20836,0.44082,94.68967,NORMAL,0,0,0,5,5,363,5,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.25951,-0.56159,1.9921,"O1:-1.04,-1.89,s79;O2:-0.66,-1.28,s102;O3:-0.03,-2.49,s72;O4:0.25,-2.48,s48;O5:-0.63,-2.51,s56",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,24.10234,24.10234,-0.31543,1.86,1,0,0,1,6,32,5,363,0,0,-0.31543,1.86,-0.0,2.1,1.82,-0.0
2.4,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.73062,-1.60931,3.0544,-0.738,-1.636,3.078,0.032,0.00082,-2.12,1.1,0.74575,0.19771,0.46392,94.63733,NORMAL,0,0,0,6,6,384,6,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.23253,-0.09201,2.13647,"O1:-1.04,-1.89,s83;O2:-0.69,-1.29,s108;O3:-0.14,-2.50,s74;O4:0.25,-2.48,s48;O5:-0.68,-2.52,s62;O6:-1.61,-2.02,s2",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,27.04125,27.04125,-0.30557,1.86,1,0,0,1,6,32,6,384,0,0,-0.30557,1.86,-0.0,2.1,1.82,-0.0
2.55,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.76211,-1.60702,3.03604,-0.775,-1.636,3.053,0.03645,0.00082,-2.12,1.1,0.71346,0.17304,0.5197,94.59131,NORMAL,0,0,0,6,6,405,6,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.20264,-0.15605,2.18237,"O1:-1.05,-1.95,s87;O2:-0.72,-1.29,s114;O3:-0.25,-2.51,s77;O4:0.25,-2.48,s48;O5:-0.70,-2.52,s67;O6:-1.61,-2.02,s5",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,27.27739,27.27739,-0.29571,1.86,1,0,0,1,6,32,6,405,0,0,-0.29571,1.86,-0.0,2.1,1.82,-0.0
2.7,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.78952,-1.60487,3.00484,-0.807,-1.634,3.022,0.03901,0.00082,-2.12,1.1,0.68465,0.15569,0.56084,94.55019,NORMAL,0,0,0,6,6,426,6,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.17803,-0.26896,2.2352,"O1:-1.06,-1.98,s93;O2:-0.75,-1.29,s120;O3:-0.33,-2.51,s80;O4:0.25,-2.48,s48;O5:-0.69,-2.52,s70;O6:-1.62,-2.02,s8",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,27.51079,27.51079,-0.28586,1.86,1,0,0,1,6,32,6,426,0,0,-0.28586,1.86,-0.0,2.1,1.82,-0.0
2.85,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.81352,-1.60333,2.95162,-0.835,-1.63,2.971,0.03924,0.00082,-2.12,1.1,0.6597,0.1601,0.55023,94.51245,NORMAL,0,0,0,6,6,445,6,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.16206,-0.33784,2.28837,"O1:-1.07,-1.93,s99;O2:-0.78,-1.29,s126;O3:-0.40,-2.52,s83;O4:0.25,-2.48,s48;O5:-0.72,-2.52,s73;O6:-1.62,-2.01,s10",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,27.71963,27.71963,-0.276,1.86,1,0,0,1,6,32,6,445,0,0,-0.276,1.86,-0.0,2.1,1.82,-0.0
3.0,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,TO_PICKUP_T1,AVOIDING,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.83562,-1.60109,2.89634,-0.858,-1.625,2.916,0.03771,0.00082,-2.12,1.1,0.63685,0.1672,0.53338,94.47714,NORMAL,0,0,0,6,6,463,6,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.15022,-0.4159,2.34969,"O1:-1.09,-1.90,s105;O2:-0.80,-1.29,s132;O3:-0.48,-2.52,s86;O4:0.25,-2.48,s48;O5:-0.75,-2.52,s76;O6:-1.62,-2.01,s10",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,27.91545,27.91545,-0.26614,1.86,1,0,0,1,6,32,6,463,0,0,-0.26614,1.86,-0.0,2.1,1.82,-0.0
3.15,PID,KALMAN_LANDMARK,KALMAN_LANDMARK_PROXIMITY_RAY,landmarks,task1,PICKUP_T1,ARRIVED_TARGET,DIRECT_AFTER_WAYPOINT,T1,WS1,-0.85323,-1.59873,2.84196,-0.877,-1.619,2.856,0.03428,0.00082,-2.12,1.1,0.61624,0.14119,0.59641,94.44428,NORMAL,0,0,0,6,6,481,6,0,0,0,0.0,0.0,0,0,-1.46,-1.52,0,0,0.0,0.0,2.60388,"O1:-1.10,-1.98,s112;O2:-0.81,-1.28,s138;O3:-0.55,-2.51,s89;O4:0.25,-2.48,s48;O5:-0.77,-2.51,s78;O6:-1.62,-2.01,s10",,RUNNING,UNKNOWN_MAP_SLAM_AVOIDANCE,unknown_map;frontier_targets;dynamic_obstacle;costmap;slam_path_planning;obstacle_avoidance,P2_Dynamic_Pallet;P2_Temporary_Blocker,deterministic_periodic,28.10933,28.10933,-0.25629,1.86,1,0,0,1,6,32,6,481,0,0,-0.25629,1.86,-0.0,2.1,1.82,-0.0
