t,mode,bill_x,bill_y,pioneer_x,pioneer_y,distance,error,heading_error,control_v,control_w,integral,derivative,bill_state,bill_speed,wheel_left_linear,wheel_right_linear,wheel_left_omega,wheel_right_omega,u_left,u_right,du_left,du_right,wheel_left_power,wheel_right_power,yaw_power,total_power,energy_j
2.350,"NMPC",0.80432,1.32598,1.46154,0.75716,0.87412,0.05412,0.16566,0.21068,-0.02705,0.17212,-0.02306,"WALKING",0.14929,0.21516,0.20620,2.20672,2.11488,2.20672,2.11488,0.00362,0.01215,0.35773,0.34168,0.00098,0.70039,1.39953
2.450,"NMPC",0.80634,1.32418,1.44853,0.77300,0.85886,0.03886,0.17355,0.21059,-0.02265,0.17652,-0.07639,"WALKING",0.15090,0.21433,0.20684,2.19829,2.12140,2.19829,2.12140,-0.00462,0.00253,0.33267,0.32006,0.00069,0.65341,1.46458
2.550,"NMPC",0.79914,1.32838,1.43560,0.78882,0.83693,0.01693,0.18004,0.20852,-0.01896,0.17869,-0.13080,"WALKING",0.15257,0.21166,0.20538,2.17083,2.10646,2.17083,2.10646,-0.01687,-0.01089,0.37186,0.36001,0.00048,0.73235,1.53586
2.650,"NMPC",0.78595,1.33623,1.42293,0.80437,0.83205,0.01205,0.18922,0.20536,-0.01588,0.18001,-0.09861,"WALKING",0.15429,0.20799,0.20273,2.13323,2.07933,2.13323,2.07933,-0.01980,-0.01479,0.37635,0.36617,0.00034,0.74286,1.60973
2.750,"NMPC",0.76262,1.34996,1.41045,0.81973,0.82772,0.00772,0.19837,0.20284,-0.01329,0.18089,-0.07690,"WALKING",0.15606,0.20504,0.20064,2.10294,2.05781,2.10294,2.05781,-0.01698,-0.01279,0.36269,0.35435,0.00024,0.71728,1.68047
2.850,"NMPC",0.73528,1.36558,1.39807,0.83500,0.85732,0.03732,0.21343,0.20224,-0.01113,0.18361,0.07432,"WALKING",0.15788,0.20408,0.20040,2.09316,2.05538,2.09316,2.05538,0.00226,0.00577,0.32519,0.31886,0.00017,0.64421,1.74681
2.950,"NMPC",0.73205,1.36688,1.38565,0.85036,0.84667,0.02667,0.22164,0.20240,-0.00761,0.18639,0.00642,"WALKING",0.15976,0.20366,0.20115,2.08885,2.06303,2.08885,2.06303,-0.00430,0.00445,0.31155,0.30738,0.00028,0.61921,1.80922
3.050,"NMPC",0.70392,1.38215,1.37334,0.86559,0.83260,0.01260,0.22897,0.20126,-0.00309,0.18768,-0.04485,"WALKING",0.16168,0.20178,0.20075,2.06950,2.05901,2.06950,2.05901,-0.00823,-0.00091,0.32302,0.32125,0.00010,0.64437,1.87456
3.150,"NMPC",0.71442,1.37585,1.36103,0.88083,0.82468,0.00468,0.23718,0.20103,0.00069,0.18919,-0.07468,"WALKING",0.16365,0.20092,0.20114,2.06067,2.06301,2.06067,2.06301,-0.01506,-0.00893,0.34554,0.34596,0.00002,0.69152,1.94314
3.250,"NMPC",0.70183,1.38227,1.34884,0.89591,0.81067,-0.00933,0.24403,0.19894,0.00385,0.06547,-0.09705,"WALKING",0.16566,0.19831,0.19958,2.03391,2.04699,2.03391,2.04699,-0.01347,-0.00833,0.33723,0.33956,0.00008,0.67687,2.01089
3.350,"NMPC",0.68679,1.38980,1.33679,0.91080,0.80829,-0.01171,0.25285,0.19654,0.00978,0.06435,-0.06831,"WALKING",0.16772,0.19493,0.19816,1.99924,2.03244,1.99924,2.03244,-0.01895,-0.00934,0.34123,0.34731,0.00040,0.68894,2.07887
3.450,"NMPC",0.65285,1.40663,1.32482,0.92554,0.81940,-0.00060,0.26386,0.19577,0.01474,0.06369,0.00814,"WALKING",0.16982,0.19333,0.19821,1.98287,2.03291,1.98287,2.03291,0.00097,0.00901,0.30977,0.31820,0.00050,0.62847,2.14413
3.550,"NMPC",0.62477,1.41986,1.31279,0.94032,0.83435,0.01435,0.27531,0.19657,0.01890,0.02333,0.06393,"WALKING",0.17196,0.19344,0.19969,1.98400,2.04815,1.98400,2.04815,0.00640,0.01314,0.32484,0.33614,0.00054,0.66152,2.20753
3.650,"NMPC",0.61836,1.42224,1.30070,0.95509,0.82972,0.00972,0.28294,0.19663,0.02237,0.02475,0.01438,"WALKING",0.17414,0.19292,0.20033,1.97869,2.05465,1.97869,2.05465,0.00006,0.00570,0.30252,0.31507,0.00054,0.61812,2.26910
3.750,"NMPC",0.61803,1.42187,1.28855,0.96987,0.81897,-0.00103,0.28916,0.19661,0.02856,0.00873,-0.03587,"WALKING",0.17636,0.19188,0.20133,1.96798,2.06495,1.96798,2.06495,-0.00898,0.00106,0.30408,0.32026,0.00122,0.62556,2.33166
3.850,"NMPC",0.60830,1.42590,1.27645,0.98451,0.80111,-0.01889,0.29346,0.19413,0.03374,0.00722,-0.09042,"WALKING",0.17861,0.18855,0.19972,1.93382,2.04838,1.93382,2.04838,-0.02007,-0.01167,0.33453,0.35576,0.00120,0.69150,2.39910
3.950,"NMPC",0.59172,1.43286,1.26447,0.99888,0.80062,-0.01938,0.30081,0.19218,0.03808,0.00529,-0.05684,"WALKING",0.18089,0.18587,0.19848,1.90641,2.03569,1.90641,2.03569,-0.01493,-0.00789,0.31615,0.33917,0.00114,0.65646,2.46409
4.050,"NMPC",0.56511,1.44380,1.25256,1.01306,0.80065,-0.01935,0.30788,0.19036,0.04171,0.00335,-0.03441,"WALKING",0.18321,0.18345,0.19726,1.88155,2.02317,1.88155,2.02317,-0.01119,-0.00530,0.30241,0.32689,0.00104,0.63035,2.52794
4.150,"NMPC",0.53214,1.45681,1.24055,1.02723,0.83468,0.01468,0.32139,0.19208,0.04803,0.00175,0.11855,"WALKING",0.18556,0.18413,0.20002,1.88848,2.05154,1.88848,2.05154,0.00920,0.01945,0.32162,0.35140,0.00209,0.67510,2.59182
4.250,"NMPC",0.52577,1.45872,1.22828,1.04156,0.82803,0.00803,0.32653,0.19493,0.05332,0.00258,0.04884,"WALKING",0.18793,0.18611,0.20376,1.90881,2.08983,1.90881,2.08983,0.00895,0.01753,0.32206,0.35488,0.00194,0.67888,2.66035
4.350,"NMPC",0.49296,1.47068,1.21588,1.05589,0.81710,-0.00290,0.33053,0.19576,0.05775,0.00061,-0.00773,"WALKING",0.19033,0.18621,0.20532,1.90980,2.10585,1.90980,2.10585,0.00417,0.01135,0.30581,0.33968,0.00176,0.64725,2.72274
4.450,"NMPC",0.50190,1.46679,1.20313,1.07046,0.81443,-0.00557,0.33588,0.19843,0.06473,0.00003,-0.03230,"WALKING",0.19275,0.18771,0.20914,1.92526,2.14502,1.92526,2.14502,-0.00061,0.01072,0.30031,0.33741,0.00311,0.64083,2.79223
4.550,"NMPC",0.48599,1.47209,1.19033,1.08488,0.80324,-0.01676,0.33910,0.19802,0.07089,-0.00153,-0.06020,"WALKING",0.19520,0.18629,0.20976,1.91069,2.15135,1.91069,2.15135,-0.00656,0.00398,0.28657,0.32578,0.00317,0.61552,2.85428
4.650,"NMPC",0.46730,1.47813,1.17748,1.09915,0.80432,-0.01568,0.34424,0.19800,0.07574,-0.00313,-0.03238,"WALKING",0.19766,0.18547,0.21054,1.90223,2.15934,1.90223,2.15934,-0.00662,0.00124,0.28940,0.33185,0.00252,0.62377,2.91664
4.750,"NMPC",0.42836,1.49040,1.16445,1.11340,0.81823,-0.00177,0.35166,0.19888,0.08150,-0.00397,0.04086,"WALKING",0.20015,0.18539,0.21237,1.90146,2.17816,1.90146,2.17816,0.00399,0.01638,0.31162,0.36059,0.00428,0.67649,2.98113
4.850,"NMPC",0.39513,1.50009,1.15112,1.12772,0.83627,0.01627,0.35941,0.20244,0.08790,-0.00022,0.09576,"WALKING",0.20265,0.18789,0.21699,1.92711,2.22552,1.92711,2.22552,0.00822,0.01860,0.32587,0.38032,0.00387,0.71006,3.05504
4.950,"NMPC",0.38565,1.50214,1.13737,1.14222,0.83493,0.01493,0.36297,0.20668,0.09325,0.00166,0.04613,"WALKING",0.20516,0.19125,0.22211,1.96152,2.27810,1.96152,2.27810,0.01312,0.02181,0.34456,0.40450,0.00343,0.75250,3.13279
5.050,"NMPC",0.38206,1.50257,1.12323,1.15688,0.82688,0.00688,0.36505,0.20964,0.09913,0.00267,-0.00593,"WALKING",0.20769,0.19323,0.22605,1.98188,2.31843,1.98188,2.31843,0.00845,0.02047,0.33905,0.40131,0.00506,0.74542,3.20745
5.150,"NMPC",0.36913,1.50565,1.10883,1.17148,0.81097,-0.00903,0.36502,0.21122,0.10503,0.00038,-0.06483,"WALKING",0.21022,0.19383,0.22860,1.98803,2.34459,1.98803,2.34459,-0.00151,0.00750,0.30441,0.36402,0.00401,0.67244,3.27813
5.250,"NMPC",0.34855,1.51054,1.09420,1.18601,0.81244,-0.00756,0.36815,0.21245,0.10968,-0.00042,-0.03369,"WALKING",0.21277,0.19430,0.23060,1.99278,2.36513,1.99278,2.36513,0.00225,0.00979,0.31466,0.37874,0.00351,0.69692,3.34794
5.350,"NMPC",0.31833,1.51740,1.07925,1.20054,0.81400,-0.00600,0.37092,0.21488,0.11377,-0.00106,-0.01439,"WALKING",0.21531,0.19606,0.23371,2.01083,2.39705,2.01083,2.39705,0.01080,0.01301,0.33629,0.40643,0.00107,0.74379,3.42273
5.450,"NMPC",0.27931,1.52561,1.06392,1.21507,0.84947,0.02947,0.38017,0.21837,0.12130,0.00132,0.13742,"WALKING",0.21787,0.19830,0.23845,2.03382,2.44560,2.03382,2.44560,0.01469,0.03242,0.37758,0.46007,0.00912,0.84677,3.50273
5.550,"NMPC",0.26914,1.52706,1.04807,1.22971,0.84369,0.02369,0.38077,0.22334,0.12717,0.00369,0.06364,"WALKING",0.22042,0.20229,0.24439,2.07480,2.50653,2.07480,2.50653,0.02675,0.03628,0.41160,0.50374,0.00514,0.92048,3.58984
5.650,"NMPC",0.23148,1.53376,1.03165,1.24450,0.83275,0.01275,0.38015,0.22773,0.13477,0.00502,0.00019,"WALKING",0.22298,0.20543,0.25004,2.10696,2.56449,2.10696,2.56449,0.01530,0.02763,0.38518,0.47586,0.00705,0.86808,3.67702
5.750,"NMPC",0.23809,1.53189,1.01464,1.25939,0.83210,0.01210,0.38098,0.23264,0.14070,0.00717,-0.02026,"WALKING",0.22553,0.20935,0.25593,2.14720,2.62487,2.14720,2.62487,0.01794,0.02205,0.38809,0.48195,0.00245,0.87249,3.76806
5.850,"NMPC",0.21855,1.53475,0.99723,1.27420,0.82059,0.00059,0.37939,0.23470,0.14582,0.00734,-0.05415,"WALKING",0.22808,0.21056,0.25883,2.15962,2.65465,2.15962,2.65465,0.00722,0.01606,0.36221,0.45312,0.00547,0.82079,3.84909
5.950,"NMPC",0.19582,1.53782,0.97949,1.28883,0.82167,0.00167,0.37994,0.23581,0.14839,0.00748,-0.02867,"WALKING",0.23062,0.21125,0.26036,2.16664,2.67039,2.16664,2.67039,0.00503,0.00671,0.34387,0.43189,0.00106,0.77682,3.92669
6.050,"NMPC",0.15226,1.54324,0.96138,1.30333,0.83501,0.01501,0.38271,0.23875,0.15253,0.00835,0.04066,"WALKING",0.23315,0.21351,0.26400,2.18985,2.70768,2.18985,2.70768,0.02154,0.02827,0.41323,0.51936,0.00435,0.93694,4.01246
6.150,"NMPC",0.11400,1.54707,0.94268,1.31784,0.85290,0.03290,0.38605,0.24361,0.15600,0.01119,0.09480,"WALKING",0.23567,0.21779,0.26943,2.23375,2.76337,2.23375,2.76337,0.02683,0.03246,0.43871,0.55151,0.00373,0.99395,4.10756
6.250,"NMPC",0.10124,1.54755,0.92335,1.33234,0.85168,0.03168,0.38564,0.24841,0.16159,0.01476,0.04562,"WALKING",0.23818,0.22167,0.27515,2.27350,2.82209,2.27350,2.82209,0.02024,0.02931,0.42970,0.54267,0.00621,0.97858,4.20481
6.350,"NMPC",0.09404,1.54754,0.90333,1.34686,0.84318,0.02318,0.38362,0.25260,0.16627,0.01741,-0.00781,"WALKING",0.24067,0.22508,0.28011,2.30850,2.87297,2.30850,2.87297,0.01798,0.02557,0.42592,0.53979,0.00535,0.97106,4.30125
6.450,"NMPC",0.07784,1.54828,0.88279,1.36123,0.82616,0.00616,0.37971,0.25513,0.17019,0.01841,-0.07057,"WALKING",0.24315,0.22696,0.28329,2.32781,2.90558,2.32781,2.90558,0.00919,0.01555,0.39542,0.50364,0.00459,0.90364,4.39190
6.550,"NMPC",0.05342,1.54931,0.86186,1.37535,0.82666,0.00666,0.37897,0.25695,0.17235,0.01906,-0.04099,"WALKING",0.24561,0.22843,0.28547,2.34283,2.92794,2.34283,2.92794,0.00469,0.00517,0.37084,0.47373,0.00035,0.84492,4.48018
6.650,"NMPC",0.02015,1.55028,0.84054,1.38921,0.82723,0.00723,0.37813,0.25859,0.17459,0.01977,-0.02268,"WALKING",0.24805,0.22970,0.28749,2.35589,2.94861,2.35589,2.94861,0.00172,0.00784,0.37254,0.47675,0.00453,0.85382,4.56834
6.750,"NMPC",-0.02421,1.55078,0.81871,1.40286,0.86199,0.04199,0.38344,0.26310,0.17915,0.02267,0.13060,"WALKING",0.25047,0.23345,0.29275,2.39440,3.00259,2.39440,3.00259,0.02565,0.03552,0.47610,0.60798,0.00750,1.09158,4.67043
6.850,"NMPC",-0.03809,1.55015,0.79620,1.41636,0.85485,0.03485,0.38079,0.26766,0.18097,0.02621,0.05404,"WALKING",0.25286,0.23771,0.29761,2.43802,3.05239,2.43802,3.05239,0.02078,0.02373,0.45356,0.57910,0.00227,1.03492,4.77441
6.950,"NMPC",-0.07964,1.54911,0.77315,1.42964,0.84201,0.02201,0.37710,0.27121,0.18250,0.02855,-0.01405,"WALKING",0.25522,0.24100,0.30141,2.47182,3.09137,2.47182,3.09137,0.01742,0.01989,0.44639,0.56977,0.00191,1.01807,4.87546
7.050,"NMPC",-0.07562,1.54845,0.74946,1.44271,0.84185,0.02185,0.37578,0.27569,0.18377,0.03170,-0.02772,"WALKING",0.25756,0.24527,0.30610,2.51561,3.13949,2.51561,3.13949,0.02086,0.02293,0.46774,0.59549,0.00161,1.06484,4.98246
7.150,"NMPC",-0.09822,1.54712,0.72530,1.45547,0.82863,0.00863,0.37206,0.27772,0.18484,0.03273,-0.06536,"WALKING",0.25987,0.24713,0.30832,2.53470,3.16221,2.53470,3.16221,0.01394,0.01567,0.44339,0.56507,0.00136,1.00982,5.07929
7.250,"NMPC",-0.12426,1.54525,0.70073,1.46786,0.82860,0.00860,0.37083,0.28023,0.18573,0.03359,-0.03988,"WALKING",0.26214,0.24949,0.31097,2.55891,3.18946,2.55891,3.18946,0.01153,0.01298,0.43779,0.55773,0.00114,0.99666,5.17927
7.350,"NMPC",-0.17089,1.54128,0.67578,1.47988,0.84032,0.02032,0.37170,0.28216,0.18648,0.03503,0.02730,"WALKING",0.26438,0.25130,0.31302,2.57739,3.21047,2.57739,3.21047,0.01472,0.01594,0.45364,0.57726,0.00096,1.03186,5.27723
7.450,"NMPC",-0.21273,1.53662,0.65030,1.49156,0.85718,0.03718,0.37344,0.28610,0.18711,0.03834,0.08248,"WALKING",0.26658,0.25514,0.31707,2.61679,3.25200,2.61679,3.25200,0.02601,0.02702,0.50711,0.64260,0.00081,1.15051,5.38599
7.550,"NMPC",-0.22812,1.53399,0.62416,1.50295,0.85548,0.03548,0.37207,0.29022,0.18763,0.04232,0.03593,"WALKING",0.26875,0.25916,0.32127,2.65809,3.29508,2.65809,3.29508,0.01513,0.01598,0.47007,0.59531,0.00068,1.06605,5.49744
7.650,"NMPC",-0.23846,1.53195,0.59746,1.51399,0.84593,0.02593,0.36944,0.29397,0.18807,0.04526,-0.01763,"WALKING",0.27088,0.26284,0.32509,2.69582,3.33431,2.69582,3.33431,0.01266,0.01337,0.46661,0.58990,0.00057,1.05708,5.60877
7.750,"NMPC",-0.25703,1.52878,0.57036,1.52460,0.82762,0.00762,0.36527,0.29568,0.18844,0.04645,-0.08178,"WALKING",0.27297,0.26449,0.32686,2.71273,3.35246,2.71273,3.35246,0.00539,0.00599,0.43864,0.55495,0.00048,0.99407,5.71099
7.850,"NMPC",-0.28402,1.52399,0.54303,1.53472,0.82725,0.00725,0.36442,0.29583,0.19046,0.04718,-0.05120,"WALKING",0.27501,0.26431,0.32735,2.71085,3.35743,2.71085,3.35743,-0.00169,0.00462,0.42033,0.53362,0.00510,0.95905,5.80598
7.950,"NMPC",-0.31859,1.51730,0.51538,1.54435,0.82701,0.00701,0.36333,0.29774,0.19203,0.04789,-0.03206,"WALKING",0.27701,0.26596,0.32952,2.72775,3.37967,2.72775,3.37967,0.01033,0.01095,0.46251,0.58627,0.00050,1.04928,5.91006
8.050,"NMPC",-0.36597,1.50719,0.48732,1.55352,0.86116,0.04116,0.36837,0.30108,0.19661,0.05066,0.12361,"WALKING",0.27896,0.26854,0.33361,2.75422,3.42168,2.75422,3.42168,0.02467,0.03964,0.56038,0.70989,0.01248,1.28275,6.02260
