t,mode,bill_x,bill_y,pioneer_x,pioneer_y,distance,error,heading_error,control_v,control_w,integral,derivative,bill_state,bill_speed,wheel_left_linear,wheel_right_linear,wheel_left_omega,wheel_right_omega,u_left,u_right,du_left,du_right,wheel_left_power,wheel_right_power,yaw_power,total_power,energy_j
0.000,"LQR",1.09602,1.09602,1.67608,0.51596,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"WALKING",0.13000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.050,"LQR",1.09141,1.10060,1.67581,0.51623,0.82033,0.00033,0.00006,0.01443,-0.00468,0.00002,0.00000,"WALKING",0.13001,0.01521,0.01366,0.15599,0.14011,0.15599,0.14011,0.15599,0.14011,0.05766,0.05178,0.00031,0.10976,0.00549
0.100,"LQR",1.08678,1.10517,1.67498,0.51707,0.82645,0.00645,0.00037,0.03026,-0.03204,0.00034,0.00673,"WALKING",0.13004,0.03557,0.02496,0.36479,0.25602,0.36479,0.25602,0.20880,0.11590,0.14349,0.10053,0.01262,0.25665,0.01832
0.150,"LQR",1.08214,1.10972,1.67356,0.51851,0.83177,0.01177,0.00208,0.04709,-0.07461,0.00093,0.01221,"WALKING",0.13008,0.05943,0.03474,0.60957,0.35630,0.60957,0.35630,0.24479,0.10028,0.25040,0.14582,0.04573,0.44195,0.04042
0.250,"LQR",1.07278,1.11877,1.66894,0.52332,0.83986,0.01986,0.01252,0.08223,-0.18303,0.00273,0.01954,"WALKING",0.13023,0.11252,0.05194,1.15407,0.53270,1.15407,0.53270,0.27768,0.08559,0.49431,0.22618,0.14913,0.86962,0.11650
0.350,"LQR",1.03586,1.15365,1.66260,0.53017,0.88677,0.06677,0.03562,0.09993,-0.12149,0.00720,0.06888,"WALKING",0.13044,0.12004,0.07982,1.23113,0.81869,1.23113,0.81869,-0.20265,0.20277,0.17725,0.11585,0.20892,0.50202,0.19553
0.450,"LQR",1.02595,1.16248,1.65593,0.53739,0.87516,0.05516,0.04312,0.11005,0.09030,0.01316,0.04890,"WALKING",0.13073,0.09511,0.12500,0.97546,1.28204,0.97546,1.28204,-0.06872,0.27629,0.29765,0.39356,0.13216,0.82337,0.25223
0.550,"LQR",1.01959,1.16793,1.64745,0.54628,0.89559,0.07559,0.03240,0.13652,0.19788,0.02031,0.06540,"WALKING",0.13109,0.10377,0.16927,1.06428,1.73608,1.06428,1.73608,0.09207,0.19855,0.39465,0.65076,0.08937,1.13479,0.36105
0.600,"LQR",1.02011,1.16728,1.64240,0.55142,0.88355,0.06355,0.02268,0.14927,0.19309,0.02349,0.04856,"WALKING",0.13130,0.11731,0.18122,1.20318,1.85870,1.20318,1.85870,0.13889,0.12262,0.41969,0.65566,0.01333,1.08867,0.41549
0.650,"LQR",1.01866,1.16846,1.63689,0.55694,0.87551,0.05551,0.01331,0.16126,0.16153,0.02627,0.03704,"WALKING",0.13153,0.13453,0.18800,1.37977,1.92816,1.37977,1.92816,0.17660,0.06946,0.46603,0.65759,0.07341,1.19703,0.47534
0.700,"LQR",1.01368,1.17277,1.63094,0.56283,0.86958,0.04958,0.00556,0.17272,0.11148,0.02875,0.02849,"WALKING",0.13177,0.15427,0.19117,1.58229,1.96076,1.58229,1.96076,0.20252,0.03260,0.52277,0.65227,0.08035,1.25539,0.53811
0.750,"LQR",1.00869,1.17707,1.62456,0.56911,0.86778,0.04778,0.00053,0.18418,0.04962,0.03113,0.02494,"WALKING",0.13203,0.17597,0.19239,1.80477,1.97321,1.80477,1.97321,0.22248,0.01245,0.59842,0.65626,0.04420,1.29888,0.60305
0.800,"LQR",1.00366,1.18136,1.61780,0.57579,0.86540,0.04540,-0.00139,0.19535,-0.01888,0.03340,0.02095,"WALKING",0.13231,0.19847,0.19222,2.03561,1.97152,2.03561,1.97152,0.23084,-0.00169,0.66854,0.64674,0.01862,1.33390,0.66975
0.850,"LQR",0.99860,1.18564,1.61070,0.58286,0.86249,0.04249,0.00016,0.20601,-0.09003,0.03553,0.01659,"WALKING",0.13261,0.22091,0.19111,2.26579,1.96014,2.26579,1.96014,0.23018,-0.01138,0.72889,0.62697,0.09225,1.44811,0.74215
0.900,"LQR",0.99105,1.19202,1.60334,0.59031,0.85907,0.03907,0.00534,0.21601,-0.16084,0.03748,0.01192,"WALKING",0.13292,0.24263,0.18939,2.48848,1.94244,2.48848,1.94244,0.22269,-0.01770,0.77690,0.60006,0.16400,1.54096,0.81920
0.950,"LQR",0.97979,1.20149,1.59573,0.59820,0.85845,0.03845,0.01449,0.22573,-0.22900,0.03941,0.01059,"WALKING",0.13325,0.26363,0.18783,2.70390,1.92648,2.70390,1.92648,0.21542,-0.01596,0.83592,0.58659,0.22475,1.64725,0.90156
1.050,"LQR",0.96215,1.21595,1.57979,0.61540,0.86209,0.04209,0.04406,0.24553,-0.35069,0.04362,0.01323,"WALKING",0.13397,0.30357,0.18749,3.11352,1.92299,3.11352,1.92299,0.19807,0.00122,0.96980,0.58524,0.29281,1.84785,1.08329
1.100,"LQR",0.95170,1.22439,1.57155,0.62476,0.86147,0.04147,0.06355,0.25475,-0.40204,0.04569,0.01182,"WALKING",0.13435,0.32129,0.18821,3.29528,1.93040,3.29528,1.93040,0.18176,0.00741,1.00386,0.57226,0.29732,1.87343,1.17696
1.150,"LQR",0.94752,1.22757,1.56324,0.63463,0.86242,0.04242,0.08620,0.26369,-0.44604,0.04781,0.01221,"WALKING",0.13475,0.33751,0.18987,3.46162,1.94739,3.46162,1.94739,0.16634,0.01699,1.04210,0.56856,0.28257,1.89322,1.27162
1.200,"LQR",0.94602,1.22855,1.55495,0.64499,0.85480,0.03480,0.11076,0.27099,-0.48259,0.04955,0.00316,"WALKING",0.13517,0.35086,0.19112,3.59857,1.96025,3.59857,1.96025,0.13695,0.01287,0.99173,0.52096,0.25399,1.76667,1.35995
1.250,"LQR",0.94169,1.23182,1.54682,0.65580,0.84341,0.02341,0.13729,0.27620,-0.51175,0.05072,-0.00954,"WALKING",0.13561,0.36090,0.19151,3.70154,1.96420,3.70154,1.96420,0.10297,0.00395,0.89784,0.45596,0.21495,1.56874,1.43839
1.300,"LQR",0.93900,1.23377,1.53887,0.66697,0.83546,0.01546,0.16623,0.27997,-0.53337,0.05150,-0.01776,"WALKING",0.13606,0.36824,0.19170,3.77683,1.96611,3.77683,1.96611,0.07529,0.00191,0.82980,0.41061,0.16601,1.40641,1.50871
1.350,"LQR",0.93778,1.23454,1.53116,0.67844,0.82529,0.00529,0.19661,0.28207,-0.54775,0.05176,-0.02797,"WALKING",0.13653,0.37272,0.19141,3.82278,1.96323,3.82278,1.96323,0.04595,-0.00289,0.73859,0.35741,0.11347,1.20947,1.56918
1.400,"LQR",0.93756,1.23456,1.52377,0.69013,0.81324,-0.00676,0.22808,0.28238,-0.55538,0.01778,-0.03969,"WALKING",0.13701,0.37429,0.19046,3.83890,1.95346,3.83890,1.95346,0.01612,-0.00976,0.63158,0.29929,0.06098,0.99186,1.61878
1.450,"LQR",0.93538,1.23613,1.51674,0.70197,0.80003,-0.01997,0.26039,0.28101,-0.55678,0.01678,-0.05204,"WALKING",0.13752,0.37316,0.18886,3.82723,1.93705,3.82723,1.93705,-0.01167,-0.01642,0.69459,0.32958,0.01122,1.03539,1.67055
1.500,"LQR",0.92987,1.24028,1.51012,0.71387,0.78951,-0.03049,0.29357,0.27845,-0.55217,0.01526,-0.06075,"WALKING",0.13804,0.36983,0.18706,3.79318,1.91861,3.79318,1.91861,-0.03406,-0.01843,0.76025,0.36296,0.03660,1.15981,1.72854
1.550,"LQR",0.92433,1.24441,1.50389,0.72582,0.78344,-0.03656,0.32745,0.27530,-0.54159,0.01343,-0.06408,"WALKING",0.13857,0.36493,0.18567,3.74290,1.90428,3.74290,1.90428,-0.05028,-0.01433,0.78461,0.37818,0.08258,1.24536,1.79080
1.600,"LQR",0.91875,1.24854,1.49807,0.73775,0.77771,-0.04229,0.36133,0.27162,-0.52549,0.01131,-0.06686,"WALKING",0.13912,0.35859,0.18465,3.67782,1.89386,3.67782,1.89386,-0.06508,-0.01043,0.80098,0.39219,0.12182,1.31499,1.85655
1.650,"LQR",0.91312,1.25266,1.49264,0.74963,0.77235,-0.04765,0.39494,0.26746,-0.50438,0.00893,-0.06908,"WALKING",0.13969,0.35094,0.18399,3.59936,1.88707,3.59936,1.88707,-0.07846,-0.00679,0.80968,0.40511,0.15334,1.36814,1.92496
1.700,"LQR",0.90746,1.25677,1.48759,0.76144,0.76738,-0.05262,0.42787,0.26289,-0.47878,0.00630,-0.07074,"WALKING",0.14028,0.34212,0.18365,3.50897,1.88356,3.50897,1.88356,-0.09039,-0.00351,0.81125,0.41710,0.17644,1.40478,1.99520
1.750,"LQR",0.90063,1.26170,1.48290,0.77313,0.76283,-0.05717,0.45995,0.25794,-0.44924,0.00344,-0.07186,"WALKING",0.14088,0.33229,0.18359,3.40806,1.88294,3.40806,1.88294,-0.10091,-0.00062,0.80626,0.42823,0.19112,1.42561,2.06648
1.800,"LQR",0.88075,1.27608,1.47854,0.78468,0.76009,-0.05991,0.49101,0.25279,-0.41606,0.00045,-0.07092,"WALKING",0.14150,0.32164,0.18393,3.29890,1.88644,3.29890,1.88644,-0.10916,0.00350,0.78897,0.43518,0.19881,1.42296,2.13763
1.850,"LQR",0.86954,1.28397,1.47447,0.79612,0.77384,-0.04616,0.52190,0.24882,-0.37704,-0.00186,-0.05190,"WALKING",0.14213,0.31122,0.18642,3.19201,1.91201,3.19201,1.91201,-0.10689,0.02557,0.70040,0.40486,0.21184,1.31710,2.20348
1.900,"LQR",0.86691,1.28560,1.47065,0.80746,0.77713,-0.04287,0.55011,0.24496,-0.33465,-0.00401,-0.04543,"WALKING",0.14278,0.30035,0.18958,3.08047,1.94439,3.08047,1.94439,-0.11154,0.03237,0.66868,0.40882,0.20428,1.28179,2.26757
1.950,"LQR",0.86120,1.28943,1.46706,0.81862,0.77014,-0.04986,0.57567,0.24034,-0.29138,-0.00650,-0.05061,"WALKING",0.14344,0.28856,0.19212,2.95962,1.97043,2.95962,1.97043,-0.12085,0.02604,0.67660,0.43877,0.18154,1.29691,2.33242
2.050,"LQR",0.86114,1.28907,1.46050,0.84031,0.76128,-0.05872,0.62090,0.22974,-0.20281,-0.01207,-0.05477,"WALKING",0.14481,0.26331,0.19618,2.70059,2.01208,2.70059,2.01208,-0.13243,0.01774,0.65531,0.47993,0.12918,1.26441,2.45951
2.150,"LQR",0.83376,1.30747,1.45464,0.86092,0.75654,-0.06346,0.65758,0.21712,-0.11635,-0.01881,-0.05337,"WALKING",0.14625,0.23637,0.19786,2.42433,2.02933,2.42433,2.02933,-0.13703,0.01275,0.60248,0.49951,0.07392,1.17590,2.58182
2.250,"LQR",0.83793,1.30425,1.44924,0.88042,0.75203,-0.06797,0.68505,0.20504,-0.02906,-0.02497,-0.05313,"WALKING",0.14774,0.20985,0.20024,2.15235,2.05369,2.15235,2.05369,-0.13765,0.00449,0.54635,0.52009,0.01752,1.08397,2.69026
2.350,"LQR",0.82964,1.30944,1.44419,0.89859,0.73884,-0.08116,0.70320,0.19080,0.04659,-0.03283,-0.06146,"WALKING",0.14929,0.18309,0.19851,1.87780,2.03596,1.87780,2.03596,-0.13647,-0.01217,0.49638,0.54012,0.02456,1.06107,2.79668
2.450,"LQR",0.81692,1.31742,1.43939,0.91535,0.73997,-0.08003,0.71322,0.17677,0.11505,-0.04087,-0.05366,"WALKING",0.15090,0.15773,0.19581,1.61774,2.00831,1.61774,2.00831,-0.12762,-0.01435,0.41665,0.52194,0.05528,0.99387,2.89783
2.550,"LQR",0.80172,1.32677,1.43473,0.93076,0.74237,-0.07763,0.71527,0.16365,0.17591,-0.04870,-0.04534,"WALKING",0.15257,0.13453,0.19276,1.37983,1.97702,1.37983,1.97702,-0.11584,-0.01602,0.34247,0.49777,0.07448,0.91472,2.99134
2.650,"LQR",0.77739,1.34146,1.43012,0.94495,0.75662,-0.06338,0.71006,0.15258,0.23077,-0.05554,-0.02508,"WALKING",0.15429,0.11439,0.19078,1.17324,1.95669,1.17324,1.95669,-0.09837,-0.00640,0.26481,0.45084,0.09003,0.80569,3.07491
2.750,"LQR",0.75427,1.35495,1.42544,0.95820,0.77051,-0.04949,0.69826,0.14435,0.28005,-0.06082,-0.00755,"WALKING",0.15606,0.09800,0.19070,1.00511,1.95586,1.00511,1.95586,-0.07919,0.00139,0.20459,0.40927,0.09572,0.70957,3.14820
2.850,"LQR",0.74559,1.35955,1.42059,0.97070,0.78158,-0.03842,0.68070,0.13874,0.32138,-0.06476,0.00489,"WALKING",0.15788,0.08555,0.19193,0.87744,1.96849,0.87744,1.96849,-0.05948,0.00537,0.16163,0.37550,0.08841,0.62554,3.21246
2.950,"LQR",0.73556,1.36487,1.41551,0.98257,0.78041,-0.03959,0.65866,0.13386,0.34852,-0.06879,0.00323,"WALKING",0.15976,0.07618,0.19154,0.78131,1.96450,0.78131,1.96450,-0.04370,-0.00288,0.13886,0.36308,0.06035,0.56228,3.27052
3.050,"LQR",0.73180,1.36662,1.41020,0.99388,0.77761,-0.04239,0.63349,0.12983,0.36228,-0.07291,-0.00017,"WALKING",0.16168,0.06988,0.18979,0.71667,1.94657,0.71667,1.94657,-0.02889,-0.01164,0.12369,0.35032,0.02652,0.50053,3.32200
3.150,"LQR",0.72150,1.37200,1.40466,1.00463,0.77250,-0.04750,0.60661,0.12605,0.36229,-0.07758,-0.00556,"WALKING",0.16365,0.06609,0.18601,0.67784,1.90775,0.67784,1.90775,-0.01599,-0.02105,0.11497,0.33767,0.00778,0.46042,3.36875
3.250,"LQR",0.70688,1.37959,1.39886,1.01496,0.77890,-0.04110,0.57922,0.12416,0.35356,-0.08185,0.00188,"WALKING",0.16566,0.06565,0.18268,0.67332,1.87361,0.67332,1.87361,0.00224,-0.01566,0.10172,0.29653,0.02685,0.42510,3.41212
3.350,"LQR",0.69201,1.38711,1.39271,1.02506,0.78543,-0.03457,0.55240,0.12460,0.33811,-0.08547,0.00867,"WALKING",0.16772,0.06864,0.18055,0.70397,1.85183,0.70397,1.85183,0.01969,-0.00913,0.10490,0.28869,0.04134,0.43493,3.45432
3.450,"LQR",0.66110,1.40248,1.38610,1.03513,0.79211,-0.02789,0.52698,0.12738,0.31718,-0.08843,0.01489,"WALKING",0.16982,0.07489,0.17987,0.76805,1.84484,0.76805,1.84484,0.03602,-0.00154,0.12915,0.32213,0.05054,0.50181,3.50281
3.550,"LQR",0.64192,1.41148,1.37871,1.04563,0.82386,0.00386,0.50376,0.13656,0.29823,-0.03088,0.04697,"WALKING",0.17196,0.08721,0.18592,0.89443,1.90689,0.89443,1.90689,0.06941,0.03728,0.20173,0.44167,0.04065,0.68405,3.56739
3.650,"LQR",0.62941,1.41700,1.37041,1.05675,0.82464,0.00464,0.48271,0.14689,0.27485,-0.03052,0.04288,"WALKING",0.17414,0.10140,0.19238,1.04002,1.97311,1.04002,1.97311,0.07467,0.03331,0.23653,0.45979,0.04822,0.74454,3.64000
3.750,"LQR",0.61639,1.42262,1.36121,1.06842,0.81535,-0.00465,0.46428,0.15622,0.24616,-0.01085,0.02812,"WALKING",0.17636,0.11548,0.19696,1.18439,2.02008,1.18439,2.02008,0.06889,0.01679,0.24967,0.43596,0.05440,0.74002,3.71529
3.850,"LQR",0.60095,1.42919,1.35108,1.08069,0.83768,0.01768,0.44949,0.16801,0.21842,-0.00267,0.04911,"WALKING",0.17861,0.13187,0.20416,1.35247,2.09399,1.35247,2.09399,0.08989,0.04509,0.33876,0.53381,0.04151,0.91408,3.80166
3.950,"LQR",0.59690,1.43061,1.34000,1.09357,0.82015,0.00015,0.43726,0.17759,0.18762,-0.00231,0.02521,"WALKING",0.18089,0.14654,0.20864,1.50298,2.13992,1.50298,2.13992,0.07152,0.01765,0.32382,0.46923,0.04287,0.83591,3.88681
4.050,"LQR",0.58013,1.43750,1.32819,1.10685,0.81695,-0.00305,0.42869,0.18533,0.15589,-0.00116,0.01924,"WALKING",0.18321,0.15953,0.21113,1.63617,2.16539,1.63617,2.16539,0.06654,0.01367,0.34232,0.45992,0.03496,0.83720,3.96964
4.150,"LQR",0.56299,1.44430,1.31564,1.12055,0.81866,-0.00134,0.42364,0.19331,0.12699,-0.00134,0.01901,"WALKING",0.18556,0.17229,0.21432,1.76707,2.19818,1.76707,2.19818,0.06492,0.01725,0.37382,0.47071,0.02568,0.87021,4.05587
4.250,"LQR",0.53607,1.45469,1.30239,1.13470,0.82198,0.00198,0.42182,0.20154,0.10197,-0.00038,0.02059,"WALKING",0.18793,0.18467,0.21842,1.89403,2.24021,1.89403,2.24021,0.06353,0.02319,0.40889,0.48827,0.01745,0.91461,4.14584
4.350,"LQR",0.50927,1.46452,1.28832,1.14945,0.83597,0.01597,0.42313,0.21213,0.08398,0.00094,0.03326,"WALKING",0.19033,0.19823,0.22603,2.03310,2.31821,2.03310,2.31821,0.07034,0.04263,0.48245,0.55407,0.00987,1.04639,4.24775
4.450,"LQR",0.48462,1.47307,1.27336,1.16490,0.84693,0.02693,0.42668,0.22409,0.07253,0.00330,0.04149,"WALKING",0.19275,0.21209,0.23610,2.17528,2.42151,2.17528,2.42151,0.07188,0.05552,0.54266,0.60767,0.00503,1.15537,4.36009
4.550,"LQR",0.47263,1.47675,1.25752,1.18106,0.84090,0.02090,0.43157,0.23480,0.06490,0.00569,0.03044,"WALKING",0.19520,0.22406,0.24554,2.29808,2.51841,2.29808,2.51841,0.05614,0.04346,0.52488,0.57853,0.00349,1.10691,4.47338
4.650,"LQR",0.46174,1.47999,1.24097,1.19773,0.83504,0.01504,0.43779,0.24279,0.05941,0.00738,0.02085,"WALKING",0.19766,0.23296,0.25263,2.38936,2.59104,2.38936,2.59104,0.04175,0.03332,0.50107,0.54650,0.00212,1.04969,4.58018
4.750,"LQR",0.45374,1.48225,1.22394,1.21470,0.82139,0.00139,0.44490,0.24730,0.05491,0.00789,0.00399,"WALKING",0.20015,0.23821,0.25639,2.44321,2.62964,2.44321,2.62964,0.02184,0.01434,0.43863,0.47504,0.00175,0.91541,4.67535
4.850,"LQR",0.43444,1.48802,1.20665,1.23173,0.81447,-0.00553,0.45307,0.24916,0.05206,0.00225,-0.00369,"WALKING",0.20265,0.24054,0.25777,2.46708,2.64383,2.46708,2.64383,0.01033,0.00719,0.40718,0.43915,0.00069,0.84702,4.76053
4.950,"LQR",0.41483,1.49361,1.18916,1.24878,0.81284,-0.00716,0.46192,0.25047,0.05303,0.00157,-0.00503,"WALKING",0.20516,0.24169,0.25924,2.47888,2.65891,2.47888,2.65891,0.00448,0.00766,0.39883,0.43067,0.00071,0.83022,4.84393
5.050,"LQR",0.39490,1.49900,1.17152,1.26580,0.81146,-0.00854,0.47089,0.25132,0.05738,0.00075,-0.00596,"WALKING",0.20769,0.24183,0.26082,2.48029,2.67509,2.48029,2.67509,-0.00047,0.00824,0.39058,0.42438,0.00212,0.81708,4.92596
5.150,"LQR",0.34947,1.51083,1.15367,1.28280,0.82679,0.00679,0.48003,0.25355,0.06700,0.00044,0.01157,"WALKING",0.21022,0.24246,0.26464,2.48676,2.71421,2.48676,2.71421,0.00908,0.03057,0.45387,0.49908,0.00611,0.95906,5.01448
5.250,"LQR",0.33356,1.51428,1.13534,1.30000,0.83132,0.01132,0.48807,0.25829,0.08287,0.00180,0.01476,"WALKING",0.21277,0.24457,0.27200,2.50845,2.78978,2.50845,2.78978,0.00758,0.03385,0.46165,0.51813,0.00923,0.98901,5.11592
5.350,"LQR",0.32535,1.51575,1.11663,1.31725,0.82706,0.00706,0.49483,0.26122,0.09819,0.00265,0.00859,"WALKING",0.21531,0.24497,0.27748,2.51255,2.84591,2.51255,2.84591,-0.00008,0.02554,0.43101,0.49389,0.01067,0.93557,5.21115
5.450,"LQR",0.28595,1.52415,1.09762,1.33440,0.82095,0.00095,0.50044,0.26164,0.11118,0.00030,0.00163,"WALKING",0.21787,0.24324,0.28004,2.49479,2.87223,2.49479,2.87223,-0.00718,0.01651,0.39615,0.46258,0.01117,0.86990,5.29615
5.550,"LQR",0.28484,1.52384,1.07826,1.35145,0.82107,0.00107,0.50482,0.26357,0.12697,0.00103,0.00082,"WALKING",0.22042,0.24255,0.28458,2.48773,2.91879,2.48773,2.91879,-0.00910,0.01422,0.38670,0.46126,0.01256,0.86052,5.38850
5.650,"LQR",0.26873,1.52667,1.05877,1.36816,0.80633,-0.01367,0.50773,0.26172,0.13690,-0.00073,-0.01492,"WALKING",0.22298,0.23906,0.28438,2.45193,2.91669,2.45193,2.91669,-0.01972,-0.00437,0.41708,0.50427,0.00891,0.93027,5.47965
5.750,"LQR",0.24662,1.53040,1.03922,1.38445,0.80580,-0.01420,0.50979,0.25950,0.14565,-0.00215,-0.01388,"WALKING",0.22553,0.23539,0.28360,2.41425,2.90873,2.41425,2.90873,-0.01835,-0.00362,0.40612,0.49792,0.00911,0.91314,5.57151
5.850,"LQR",0.22267,1.53409,1.01959,1.40033,0.80617,-0.01383,0.51086,0.25766,0.15400,-0.00354,-0.01200,"WALKING",0.22808,0.23217,0.28315,2.38127,2.90408,2.38127,2.90408,-0.01581,-0.00186,0.39206,0.48725,0.00911,0.88843,5.66099
5.950,"LQR",0.18645,1.53917,0.99978,1.41584,0.81656,-0.00344,0.51106,0.25715,0.16339,-0.00431,0.00060,"WALKING",0.23062,0.23011,0.28419,2.36011,2.91479,2.36011,2.91479,-0.00799,0.00967,0.35869,0.45269,0.01224,0.82361,5.74536
6.050,"LQR",0.15262,1.54319,0.97956,1.43111,0.82728,0.00728,0.51019,0.25958,0.17500,-0.00101,0.01196,"WALKING",0.23315,0.23062,0.28854,2.36534,2.95943,2.36534,2.95943,0.00483,0.02487,0.41152,0.52544,0.01487,0.95183,5.83823
6.150,"LQR",0.13356,1.54483,0.95876,1.44625,0.83602,0.01602,0.50820,0.26395,0.18736,0.00051,0.01986,"WALKING",0.23567,0.23294,0.29496,2.38913,3.02518,2.38913,3.02518,0.01264,0.03285,0.44562,0.57580,0.01606,1.03747,5.94123
6.250,"LQR",0.11431,1.54626,0.93739,1.46119,0.82970,0.00970,0.50510,0.26701,0.19555,0.00155,0.01108,"WALKING",0.23818,0.23465,0.29938,2.40667,3.07052,2.40667,3.07052,0.00855,0.02103,0.41910,0.54693,0.01035,0.97638,6.03948
6.350,"LQR",0.10213,1.54686,0.91553,1.47583,0.82247,0.00247,0.50132,0.26888,0.19973,0.00205,0.00208,"WALKING",0.24067,0.23582,0.30193,2.41867,3.09674,2.41867,3.09674,0.00446,0.00937,0.39148,0.51383,0.00416,0.90946,6.13277
6.450,"LQR",0.08354,1.54789,0.89336,1.49005,0.81137,-0.00863,0.49721,0.26871,0.19880,0.00011,-0.01000,"WALKING",0.24315,0.23580,0.30161,2.41851,3.09342,2.41851,3.09342,-0.00160,-0.00510,0.37792,0.49591,0.00295,0.87678,6.21962
6.550,"LQR",0.05913,1.54902,0.87095,1.50381,0.81245,-0.00755,0.49315,0.26858,0.19612,-0.00067,-0.00776,"WALKING",0.24561,0.23612,0.30103,2.42173,3.08753,2.42173,3.08753,0.00268,-0.00219,0.36669,0.47983,0.00406,0.85057,6.30522
6.650,"LQR",0.03446,1.54976,0.84822,1.51716,0.81373,-0.00627,0.48925,0.26946,0.19278,-0.00133,-0.00556,"WALKING",0.24805,0.23755,0.30136,2.43646,3.09092,2.43646,3.09092,0.00981,0.00391,0.39442,0.51250,0.00483,0.91174,6.39423
6.750,"LQR",-0.00567,1.55042,0.82511,1.53015,0.81512,-0.00488,0.48565,0.27095,0.18899,-0.00186,-0.00349,"WALKING",0.25047,0.23967,0.30223,2.45815,3.09976,2.45815,3.09976,0.01116,0.00459,0.40216,0.51907,0.00527,0.92650,6.48652
6.850,"LQR",-0.03793,1.55015,0.80133,1.54293,0.84280,0.02280,0.48252,0.27720,0.19066,0.00104,0.02637,"WALKING",0.25286,0.24565,0.30875,2.51945,3.16670,2.51945,3.16670,0.03578,0.04088,0.53344,0.68279,0.00412,1.22035,6.60197
6.950,"LQR",-0.06064,1.54935,0.77673,1.55556,0.83861,0.01861,0.47929,0.28351,0.19137,0.00294,0.01916,"WALKING",0.25522,0.25184,0.31518,2.58293,3.23260,2.58293,3.23260,0.03126,0.03171,0.52016,0.66360,0.00036,1.18412,6.72053
7.050,"LQR",-0.07934,1.54834,0.75145,1.56793,0.82691,0.00691,0.47624,0.28801,0.18897,0.00415,0.00431,"WALKING",0.25756,0.25674,0.31929,2.63320,3.27474,2.63320,3.27474,0.02042,0.01345,0.47099,0.59835,0.00559,1.07493,6.83313
7.150,"LQR",-0.10795,1.54667,0.72555,1.58001,0.84605,0.02605,0.47374,0.29383,0.18780,0.00601,0.02465,"WALKING",0.25987,0.26275,0.32491,2.69482,3.33237,2.69482,3.33237,0.03734,0.03871,0.57213,0.72024,0.00109,1.29346,6.95409
7.250,"LQR",-0.11937,1.54555,0.69897,1.59179,0.82498,0.00498,0.47133,0.29735,0.18346,0.00696,-0.00044,"WALKING",0.26214,0.26699,0.32771,2.73833,3.36115,2.73833,3.36115,0.01757,0.00792,0.47351,0.59377,0.00751,1.07479,7.06623
7.350,"LQR",-0.14478,1.54337,0.67202,1.60316,0.81889,-0.00111,0.46972,0.29872,0.17650,0.00236,-0.00676,"WALKING",0.26438,0.26951,0.32793,2.76424,3.36343,2.76424,3.36343,0.01284,0.00112,0.45344,0.56382,0.00878,1.02603,7.16879
7.450,"LQR",-0.17119,1.54066,0.64472,1.61412,0.81909,-0.00091,0.46890,0.30032,0.17024,0.00227,-0.00583,"WALKING",0.26658,0.27215,0.32850,2.79125,3.36919,2.79125,3.36919,0.01370,0.00346,0.46532,0.57335,0.00739,1.04606,7.27289
7.550,"LQR",-0.20677,1.53644,0.61707,1.62468,0.82034,0.00034,0.46878,0.30231,0.16511,0.00080,-0.00384,"WALKING",0.26875,0.27499,0.32964,2.82039,3.38091,2.82039,3.38091,0.01512,0.00709,0.48184,0.58897,0.00562,1.07643,7.37951
7.650,"LQR",-0.24328,1.53131,0.58889,1.63492,0.83451,0.01451,0.46936,0.30694,0.16413,0.00195,0.01167,"WALKING",0.27088,0.27978,0.33411,2.86953,3.42673,2.86953,3.42673,0.02686,0.02688,0.56204,0.68263,0.00002,1.24469,7.50045
7.750,"LQR",-0.27856,1.52554,0.55996,1.64490,0.84521,0.02521,0.47027,0.31348,0.16649,0.00414,0.02194,"WALKING",0.27297,0.28593,0.34104,2.93260,3.49781,2.93260,3.49781,0.03374,0.03942,0.62017,0.75156,0.00401,1.37574,7.63402
7.850,"LQR",-0.29816,1.52161,0.53023,1.65459,0.84136,0.02136,0.47114,0.31985,0.16954,0.00656,0.01525,"WALKING",0.27501,0.29179,0.34791,2.99274,3.56832,2.99274,3.56832,0.02667,0.03051,0.59646,0.72349,0.00276,1.32271,7.76991
7.950,"LQR",-0.31761,1.51748,0.49988,1.66392,0.83628,0.01628,0.47211,0.32423,0.17097,0.00832,0.00817,"WALKING",0.27701,0.29594,0.35253,3.03526,3.61569,3.03526,3.61569,0.01941,0.02135,0.56662,0.68757,0.00140,1.25560,7.89725
8.050,"LQR",-0.33269,1.51402,0.46914,1.67280,0.82382,0.00382,0.47318,0.32602,0.17000,0.00904,-0.00606,"WALKING",0.27896,0.29788,0.35415,3.05522,3.63233,3.05522,3.63233,0.00671,0.00377,0.49815,0.60483,0.00211,1.10509,8.01167
8.100,"LQR",-0.34632,1.51096,0.45370,1.67705,0.81740,-0.00260,0.47382,0.32586,0.16849,0.00303,-0.01279,"WALKING",0.27992,0.29798,0.35375,3.05617,3.62816,3.05617,3.62816,0.00095,-0.00417,0.48093,0.58339,0.00365,1.06797,8.06506
