t,mode,bill_x,bill_y,pioneer_x,pioneer_y,distance,error,heading_error,control_v,control_w,integral,derivative,bill_state,bill_speed,wheel_left_linear,wheel_right_linear,wheel_left_omega,wheel_right_omega,u_left,u_right,du_left,du_right,wheel_left_power,wheel_right_power,yaw_power,total_power,energy_j
0.700,"PI",0.98817,1.19544,1.66347,0.52863,0.92611,0.10611,0.00394,0.06499,0.00581,0.04589,0.09088,"WALKING",0.13177,0.06403,0.06595,0.65669,0.67641,0.65669,0.67641,0.03087,0.03265,0.12494,0.12877,0.00004,0.25375,0.10425
0.750,"PI",0.97467,1.20703,1.66117,0.53093,0.94904,0.12904,0.00534,0.07169,0.00713,0.05234,0.17176,"WALKING",0.13203,0.07051,0.07287,0.72320,0.74739,0.72320,0.74739,0.06650,0.07098,0.17983,0.18596,0.00014,0.36593,0.12254
0.800,"PI",0.96005,1.21945,1.65860,0.53350,0.96353,0.14353,0.00635,0.07938,0.00847,0.05952,0.19774,"WALKING",0.13231,0.07798,0.08078,0.79978,0.82852,0.79978,0.82852,0.07658,0.08113,0.21193,0.21969,0.00016,0.43179,0.14413
0.850,"PI",0.96393,1.21566,1.65572,0.53637,0.97903,0.15903,0.00745,0.08798,0.00999,0.06747,0.22242,"WALKING",0.13261,0.08632,0.08963,0.88538,0.91929,0.88538,0.91929,0.08560,0.09077,0.24802,0.25771,0.00022,0.50595,0.16943
0.900,"PI",0.96268,1.21638,1.65267,0.53940,0.96953,0.14953,0.00699,0.09254,0.01045,0.07495,0.13172,"WALKING",0.13292,0.09082,0.09427,0.93144,0.96691,0.93144,0.96691,0.04606,0.04762,0.20078,0.20863,0.00007,0.40948,0.18990
0.950,"PI",0.96837,1.21120,1.64953,0.54254,0.96664,0.14664,0.00693,0.09551,0.01084,0.08228,0.08999,"WALKING",0.13325,0.09372,0.09730,0.96120,0.99799,0.96120,0.99799,0.02976,0.03108,0.18261,0.18982,0.00006,0.37249,0.20853
1.050,"PI",0.96839,1.21073,1.64327,0.54876,0.94306,0.12306,0.00537,0.09411,0.00993,0.09516,-0.03724,"WALKING",0.13397,0.09247,0.09576,0.94842,0.98214,0.94842,0.98214,-0.01432,-0.01642,0.15772,0.16353,0.00009,0.32134,0.23872
1.100,"PI",0.96314,1.21491,1.64019,0.55182,0.94535,0.12535,0.00566,0.09356,0.00991,0.10143,-0.01899,"WALKING",0.13435,0.09192,0.09520,0.94282,0.97645,0.94282,0.97645,-0.00560,-0.00569,0.14237,0.14765,0.00000,0.29003,0.25322
1.150,"PI",0.95785,1.21908,1.63709,0.55489,0.94768,0.12768,0.00597,0.09377,0.01006,0.10781,-0.00456,"WALKING",0.13475,0.09211,0.09543,0.94467,0.97882,0.94467,0.97882,0.00186,0.00237,0.13743,0.14260,0.00002,0.28006,0.26723
1.200,"PI",0.94374,1.23041,1.63397,0.55798,0.95001,0.13001,0.00631,0.09462,0.01034,0.11431,0.00671,"WALKING",0.13517,0.09291,0.09633,0.95292,0.98803,0.95292,0.98803,0.00825,0.00921,0.14857,0.15425,0.00004,0.30286,0.28237
1.250,"PI",0.91515,1.25324,1.63069,0.56120,0.96363,0.14363,0.00772,0.09805,0.01151,0.12149,0.06515,"WALKING",0.13561,0.09615,0.09996,0.98611,1.02520,0.98611,1.02520,0.03319,0.03717,0.19485,0.20282,0.00019,0.39787,0.30226
1.300,"PI",0.91542,1.25263,1.62709,0.56473,0.99544,0.17544,0.01076,0.10674,0.01428,0.13026,0.19080,"WALKING",0.13606,0.10437,0.10910,1.07050,1.11898,1.07050,1.11898,0.08439,0.09378,0.30258,0.31661,0.00057,0.61976,0.33325
1.350,"PI",0.91624,1.25162,1.62330,0.56844,0.98980,0.16980,0.01035,0.11212,0.01517,0.13875,0.12398,"WALKING",0.13653,0.10961,0.11463,1.12423,1.17574,1.12423,1.17574,0.05373,0.05677,0.25846,0.27067,0.00020,0.52933,0.35972
1.400,"PI",0.91646,1.25113,1.61941,0.57225,0.98320,0.16320,0.00978,0.11501,0.01547,0.14691,0.06768,"WALKING",0.13701,0.11245,0.11757,1.15332,1.20586,1.15332,1.20586,0.02910,0.03012,0.21897,0.22932,0.00007,0.44836,0.38214
1.450,"PI",0.89859,1.26476,1.61547,0.57610,0.97725,0.15725,0.00925,0.11626,0.01542,0.15478,0.02663,"WALKING",0.13752,0.11370,0.11881,1.16619,1.21853,1.16619,1.21853,0.01287,0.01268,0.19071,0.19965,0.00001,0.39037,0.40165
1.500,"PI",0.91282,1.25343,1.61136,0.58010,0.99407,0.17407,0.01112,0.12062,0.01691,0.16348,0.09475,"WALKING",0.13804,0.11782,0.12342,1.20841,1.26583,1.20841,1.26583,0.04222,0.04729,0.25854,0.27126,0.00036,0.53016,0.42816
1.550,"PI",0.91430,1.25208,1.60728,0.58407,0.97023,0.15023,0.00858,0.11973,0.01560,0.17099,-0.03099,"WALKING",0.13857,0.11715,0.12232,1.20155,1.25452,1.20155,1.25452,-0.00686,-0.01131,0.18980,0.19856,0.00029,0.38865,0.44759
1.600,"PI",0.90869,1.25616,1.60326,0.58798,0.96252,0.14252,0.00775,0.11812,0.01468,0.17812,-0.05808,"WALKING",0.13912,0.11569,0.12055,1.18661,1.23644,1.18661,1.23644,-0.01493,-0.01808,0.20114,0.20996,0.00020,0.41130,0.46816
1.650,"PI",0.90303,1.26023,1.59927,0.59185,0.96379,0.14379,0.00804,0.11737,0.01444,0.18531,-0.03970,"WALKING",0.13969,0.11498,0.11976,1.17924,1.22826,1.17924,1.22826,-0.00737,-0.00817,0.18369,0.19169,0.00005,0.37543,0.48693
1.700,"PI",0.89091,1.26907,1.59528,0.59572,0.96513,0.14513,0.00836,0.11726,0.01445,0.19256,-0.02509,"WALKING",0.14028,0.11487,0.11965,1.17813,1.22717,1.17813,1.22717,-0.00111,-0.00109,0.17118,0.17867,0.00000,0.34985,0.50442
1.750,"PI",0.87193,1.28282,1.59121,0.59966,0.97444,0.15444,0.00973,0.11922,0.01540,0.20029,0.02138,"WALKING",0.14088,0.11667,0.12177,1.19658,1.24888,1.19658,1.24888,0.01845,0.02171,0.20961,0.21916,0.00021,0.42899,0.52587
1.800,"PI",0.85547,1.29451,1.58697,0.60376,0.99201,0.17201,0.01219,0.12422,0.01759,0.20889,0.09400,"WALKING",0.14150,0.12130,0.12713,1.24414,1.30387,1.24414,1.30387,0.04756,0.05499,0.27918,0.29304,0.00055,0.57277,0.55451
1.850,"PI",0.84639,1.30068,1.58248,0.60809,1.00609,0.18609,0.01420,0.13072,0.02004,0.21819,0.13527,"WALKING",0.14213,0.12741,0.13404,1.30673,1.37476,1.30673,1.37476,0.06259,0.07090,0.32542,0.34292,0.00071,0.66904,0.58796
1.900,"PI",0.84785,1.29924,1.57778,0.61262,1.01070,0.19070,0.01499,0.13654,0.02186,0.22773,0.12579,"WALKING",0.14278,0.13292,0.14015,1.36326,1.43747,1.36326,1.43747,0.05653,0.06271,0.32471,0.34303,0.00057,0.66832,0.62138
1.950,"PI",0.84846,1.29845,1.57297,0.61724,1.00212,0.18212,0.01402,0.13939,0.02222,0.23683,0.06038,"WALKING",0.14344,0.13571,0.14307,1.39194,1.46738,1.39194,1.46738,0.02868,0.02991,0.26559,0.28065,0.00012,0.54636,0.64870
2.050,"PI",0.85619,1.29251,1.56333,0.62649,0.97968,0.15968,0.01116,0.13887,0.02065,0.25354,-0.05460,"WALKING",0.14481,0.13546,0.14229,1.38929,1.45939,1.38929,1.45939,-0.01263,-0.01735,0.23389,0.24630,0.00041,0.48061,0.69580
2.150,"PI",0.84402,1.30049,1.55391,0.63547,0.97201,0.15201,0.01047,0.13553,0.01898,0.26871,-0.05893,"WALKING",0.14625,0.13239,0.13868,1.35788,1.42232,1.35788,1.42232,-0.01191,-0.01321,0.22316,0.23430,0.00010,0.45757,0.74380
2.250,"PI",0.81176,1.32169,1.54456,0.64436,0.97349,0.15349,0.01133,0.13497,0.01914,0.28402,-0.03006,"WALKING",0.14774,0.13181,0.13814,1.35186,1.41683,1.35186,1.41683,-0.00054,0.00015,0.19591,0.20588,0.00006,0.40185,0.78515
2.350,"PI",0.79078,1.33481,1.53460,0.65379,1.01264,0.19264,0.01835,0.14644,0.02570,0.30255,0.13039,"WALKING",0.14929,0.14218,0.15069,1.45829,1.54553,1.45829,1.54553,0.06183,0.07296,0.36597,0.38868,0.00121,0.75587,0.85510
2.450,"PI",0.78185,1.33983,1.52405,0.66373,0.99300,0.17300,0.01562,0.15110,0.02634,0.32062,-0.00308,"WALKING",0.15090,0.14674,0.15546,1.50504,1.59447,1.50504,1.59447,0.00574,0.00331,0.22970,0.24421,0.00027,0.47418,0.91186
2.550,"PI",0.78900,1.33472,1.51322,0.67389,1.00036,0.18036,0.01743,0.15546,0.02843,0.33884,0.01988,"WALKING",0.15257,0.15075,0.16016,1.54617,1.64268,1.54617,1.64268,0.01597,0.01727,0.26570,0.28324,0.00016,0.54910,0.96932
2.650,"PI",0.78007,1.33983,1.50248,0.68392,0.97553,0.15553,0.01351,0.15171,0.02514,0.35464,-0.07783,"WALKING",0.15429,0.14755,0.15587,1.51333,1.59868,1.51333,1.59868,-0.01740,-0.02120,0.26611,0.28194,0.00041,0.54846,1.02451
2.750,"PI",0.75478,1.35465,1.49189,0.69377,0.97608,0.15608,0.01450,0.15010,0.02491,0.37023,-0.04517,"WALKING",0.15606,0.14598,0.15422,1.49722,1.58178,1.49722,1.58178,-0.00530,-0.00506,0.22999,0.24378,0.00003,0.47379,1.07346
2.850,"PI",0.71636,1.37664,1.48095,0.70390,1.00355,0.18355,0.02088,0.15723,0.03049,0.38790,0.07994,"WALKING",0.15788,0.15219,0.16228,1.56090,1.66442,1.56090,1.66442,0.04217,0.05311,0.34433,0.36820,0.00141,0.71394,1.13830
2.950,"PI",0.71181,1.37843,1.46917,0.71472,1.01350,0.19350,0.02361,0.16766,0.03604,0.40750,0.07803,"WALKING",0.15976,0.16169,0.17362,1.65838,1.78072,1.65838,1.78072,0.03832,0.04359,0.34940,0.37649,0.00081,0.72670,1.21670
3.050,"PI",0.72132,1.37245,1.45707,0.72576,0.99583,0.17583,0.02070,0.16937,0.03568,0.42564,-0.02402,"WALKING",0.16168,0.16347,0.17528,1.67658,1.79769,1.67658,1.79769,-0.00125,-0.00424,0.25294,0.27252,0.00045,0.52591,1.27413
3.150,"PI",0.71041,1.37803,1.44521,0.73650,0.97546,0.15546,0.01713,0.16474,0.03186,0.44139,-0.08848,"WALKING",0.16365,0.15946,0.17001,1.63554,1.74371,1.63554,1.74371,-0.02024,-0.02475,0.29701,0.31778,0.00061,0.61540,1.33681
3.250,"PI",0.69573,1.38550,1.43354,0.74701,0.97553,0.15553,0.01826,0.16237,0.03146,0.45000,-0.05350,"WALKING",0.16566,0.15717,0.16758,1.61195,1.71877,1.61195,1.71877,-0.01019,-0.01011,0.26128,0.27969,0.00001,0.54098,1.39213
3.350,"PI",0.64936,1.40912,1.42170,0.75760,1.01151,0.19151,0.02775,0.16766,0.03855,0.45000,0.12557,"WALKING",0.16772,0.16128,0.17404,1.65416,1.78503,1.65416,1.78503,0.05013,0.07299,0.40194,0.43514,0.00374,0.84082,1.46037
3.450,"PI",0.65642,1.40483,1.40919,0.76869,1.00871,0.18871,0.02802,0.17414,0.04322,0.45000,0.06513,"WALKING",0.16982,0.16699,0.18130,1.71273,1.85945,1.71273,1.85945,0.02221,0.02868,0.31975,0.34877,0.00118,0.66971,1.53117
3.550,"PI",0.63518,1.41478,1.39658,0.77977,1.01403,0.19403,0.03018,0.17537,0.04563,0.45000,0.08543,"WALKING",0.17196,0.16782,0.18292,1.72123,1.87613,1.72123,1.87613,0.02611,0.04285,0.34581,0.37868,0.00324,0.72773,1.59964
3.650,"PI",0.63436,1.41465,1.38405,0.79070,0.97640,0.15640,0.02167,0.17036,0.04069,0.45000,-0.09176,"WALKING",0.17414,0.16363,0.17710,1.67824,1.81636,1.67824,1.81636,-0.03088,-0.04047,0.33988,0.36936,0.00165,0.71089,1.66589
3.750,"PI",0.61832,1.42173,1.37189,0.80121,0.97570,0.15570,0.02251,0.16557,0.03941,0.45000,-0.05791,"WALKING",0.17636,0.15905,0.17209,1.63124,1.76505,1.63124,1.76505,-0.02030,-0.02125,0.29179,0.31714,0.00016,0.60908,1.72926
3.850,"PI",0.57443,1.44105,1.35980,0.81155,0.99571,0.17571,0.02882,0.16645,0.04373,0.45000,0.05237,"WALKING",0.17861,0.15921,0.17369,1.63291,1.78139,1.63291,1.78139,0.01669,0.03099,0.29994,0.32880,0.00265,0.63140,1.78943
3.950,"PI",0.55441,1.44903,1.34708,0.82234,1.02332,0.20332,0.03674,0.17573,0.05328,0.45000,0.14288,"WALKING",0.18089,0.16692,0.18455,1.71195,1.89283,1.71195,1.89283,0.04862,0.06740,0.40704,0.45210,0.00424,0.86338,1.86857
4.050,"PI",0.55344,1.44869,1.33392,0.83335,1.00707,0.18707,0.03294,0.17778,0.05422,0.45000,0.02786,"WALKING",0.18321,0.16881,0.18676,1.73139,1.91545,1.73139,1.91545,0.00394,0.00575,0.26748,0.29803,0.00042,0.56593,1.92831
4.150,"PI",0.55129,1.44904,1.32097,0.84406,0.97845,0.15845,0.02543,0.17231,0.04852,0.45000,-0.09620,"WALKING",0.18556,0.16428,0.18034,1.68494,1.84968,1.68494,1.84968,-0.03178,-0.04428,0.34754,0.38335,0.00257,0.73347,1.99678
4.250,"PI",0.53380,1.45558,1.30839,0.85437,0.97968,0.15968,0.02666,0.16769,0.04691,0.45000,-0.05363,"WALKING",0.18793,0.15993,0.17546,1.64032,1.79957,1.64032,1.79957,-0.01889,-0.02043,0.29063,0.32057,0.00031,0.61151,2.06052
4.350,"PI",0.47600,1.47709,1.29594,0.86447,0.98578,0.16578,0.02946,0.16622,0.04841,0.45000,-0.00659,"WALKING",0.19033,0.15821,0.17423,1.62265,1.78699,1.62265,1.78699,-0.00416,0.00070,0.24169,0.26793,0.00100,0.51061,2.11468
4.450,"PI",0.46976,1.47847,1.28278,0.87503,1.01561,0.19561,0.03897,0.17638,0.05967,0.45000,0.09068,"WALKING",0.19275,0.16651,0.18626,1.70778,1.91036,1.70778,1.91036,0.03046,0.03769,0.34190,0.38478,0.00183,0.72850,2.19715
4.550,"PI",0.44289,1.48715,1.26935,0.88568,0.99643,0.17643,0.03359,0.17667,0.05879,0.45000,-0.02621,"WALKING",0.19520,0.16694,0.18640,1.71222,1.91181,1.71222,1.91181,-0.01104,-0.01894,0.29156,0.32783,0.00197,0.62136,2.26037
4.650,"PI",0.46076,1.48032,1.25570,0.89636,0.99620,0.17620,0.03388,0.17813,0.06045,0.45000,-0.04184,"WALKING",0.19766,0.16812,0.18813,1.72433,1.92956,1.72433,1.92956,-0.01384,-0.02705,0.30852,0.34761,0.00339,0.65952,2.33112
4.750,"PI",0.44172,1.48611,1.24237,0.90667,0.98727,0.16727,0.03165,0.17299,0.05650,0.45000,-0.05524,"WALKING",0.20015,0.16364,0.18234,1.67837,1.87017,1.67837,1.87017,-0.02019,-0.02335,0.30331,0.34012,0.00076,0.64418,2.39862
4.850,"PI",0.40056,1.49842,1.22920,0.91673,0.99408,0.17408,0.03474,0.17138,0.05766,0.45000,-0.00468,"WALKING",0.20265,0.16183,0.18092,1.65984,1.85558,1.65984,1.85558,-0.00427,0.00049,0.24803,0.27945,0.00117,0.52864,2.45499
4.950,"PI",0.36093,1.50937,1.21552,0.92705,1.02500,0.20500,0.04544,0.17920,0.06822,0.45000,0.11544,"WALKING",0.20516,0.16791,0.19049,1.72211,1.95371,1.72211,1.95371,0.03798,0.05613,0.37997,0.43378,0.00525,0.81900,2.53187
5.050,"PI",0.35743,1.50942,1.20114,0.93774,1.02464,0.20464,0.04552,0.18577,0.07375,0.45000,0.05981,"WALKING",0.20769,0.17356,0.19798,1.78015,2.03053,1.78015,2.03053,0.01627,0.01808,0.30996,0.35661,0.00057,0.66713,2.60829
5.150,"PI",0.36246,1.50740,1.18669,0.94831,1.00591,0.18591,0.03947,0.18398,0.07059,0.45000,-0.04068,"WALKING",0.21022,0.17229,0.19566,1.76712,2.00677,1.76712,2.00677,-0.01493,-0.02507,0.31539,0.36105,0.00304,0.67947,2.67098
5.250,"PI",0.34185,1.51221,1.17260,0.95850,0.99709,0.17709,0.03681,0.17890,0.06587,0.45000,-0.05394,"WALKING",0.21277,0.16800,0.18981,1.72311,1.94673,1.72311,1.94673,-0.01927,-0.02330,0.31054,0.35346,0.00113,0.66513,2.74077
5.350,"PI",0.30437,1.52067,1.15862,0.96849,0.99975,0.17975,0.03846,0.17674,0.06565,0.45000,-0.02234,"WALKING",0.21531,0.16587,0.18760,1.70125,1.92414,1.70125,1.92414,-0.00858,-0.00797,0.27167,0.30983,0.00017,0.58167,2.80070
5.450,"PI",0.26672,1.52837,1.14419,0.97865,1.04007,0.22007,0.05325,0.18521,0.07850,0.45000,0.14692,"WALKING",0.21787,0.17222,0.19820,1.76637,2.03286,1.76637,2.03286,0.04780,0.07480,0.42967,0.49774,0.00899,0.93640,2.88229
5.550,"PI",0.25547,1.52986,1.12909,0.98906,1.02554,0.20554,0.04827,0.18905,0.08046,0.45000,0.02995,"WALKING",0.22042,0.17573,0.20236,1.80235,2.07551,1.80235,2.07551,0.00597,0.00430,0.28004,0.32588,0.00057,0.60649,2.95177
5.650,"PI",0.24929,1.53037,1.11375,0.99945,1.03493,0.21493,0.05178,0.19162,0.08413,0.45000,0.05767,"WALKING",0.22298,0.17770,0.20555,1.82257,2.10817,1.82257,2.10817,0.01478,0.02365,0.32363,0.37796,0.00316,0.70475,3.01813
5.750,"PI",0.23419,1.53258,1.09851,1.00960,1.00892,0.18892,0.04238,0.18717,0.07694,0.45000,-0.05958,"WALKING",0.22553,0.17443,0.19990,1.78906,2.05027,1.78906,2.05027,-0.01992,-0.02931,0.33249,0.38425,0.00307,0.71981,3.08962
5.850,"PI",0.20126,1.53752,1.08346,1.01946,1.01166,0.19166,0.04400,0.18459,0.07587,0.45000,-0.02545,"WALKING",0.22808,0.17203,0.19715,1.76443,2.02201,1.76443,2.02201,-0.00975,-0.01033,0.28731,0.33238,0.00018,0.61987,3.15373
5.950,"PI",0.14969,1.54450,1.06814,1.02933,1.03865,0.21865,0.05487,0.18955,0.08483,0.45000,0.09222,"WALKING",0.23062,0.17551,0.20359,1.80011,2.08809,1.80011,2.08809,0.02856,0.04803,0.37329,0.43661,0.00700,0.81690,3.22672
6.050,"PI",0.13438,1.54556,1.05197,1.03954,1.05418,0.23418,0.06067,0.19872,0.09504,0.45000,0.11047,"WALKING",0.23315,0.18299,0.21445,1.87681,2.19945,1.87681,2.19945,0.03386,0.04604,0.39492,0.46707,0.00491,0.86690,3.31714
6.150,"PI",0.13599,1.54455,1.03539,1.04979,1.04006,0.22006,0.05513,0.19999,0.09431,0.45000,0.01123,"WALKING",0.23567,0.18439,0.21560,1.89114,2.21132,1.89114,2.21132,-0.00072,-0.00515,0.28831,0.34137,0.00177,0.63145,3.38450
6.250,"PI",0.11901,1.54579,1.01905,1.05968,1.02153,0.20153,0.04786,0.19520,0.08703,0.45000,-0.06157,"WALKING",0.23818,0.18080,0.20961,1.85438,2.14982,1.85438,2.14982,-0.02031,-0.03076,0.34803,0.40728,0.00386,0.75917,3.46040
6.350,"PI",0.09512,1.54745,1.00293,1.06925,1.02446,0.20446,0.04956,0.19255,0.08564,0.45000,-0.02595,"WALKING",0.24067,0.17837,0.20672,1.82946,2.12021,1.82946,2.12021,-0.00983,-0.01079,0.29940,0.35068,0.00035,0.65042,3.52774
6.450,"PI",0.03408,1.55124,0.98659,1.07876,1.05499,0.23499,0.06249,0.19691,0.09489,0.45000,0.11699,"WALKING",0.24315,0.18121,0.21262,1.85853,2.18069,1.85853,2.18069,0.03476,0.06521,0.42013,0.49717,0.01226,0.92956,3.60507
6.550,"PI",0.03206,1.55042,0.96941,1.08854,1.06158,0.24158,0.06504,0.20499,0.10353,0.45000,0.09218,"WALKING",0.24561,0.18786,0.22213,1.92672,2.27821,1.92672,2.27821,0.02757,0.03694,0.38276,0.45738,0.00412,0.84426,3.69499
6.650,"PI",0.00048,1.55098,0.95195,1.09824,1.06398,0.24398,0.06603,0.20713,0.10593,0.45000,0.08272,"WALKING",0.24805,0.18960,0.22466,1.94464,2.30425,1.94464,2.30425,0.02018,0.03842,0.37751,0.45229,0.00820,0.83800,3.77076
6.750,"PI",-0.00309,1.55037,0.93437,1.10778,1.03833,0.21833,0.05529,0.20495,0.09989,0.45000,-0.05256,"WALKING",0.25047,0.18842,0.22148,1.93247,2.27157,1.93247,2.27157,-0.01548,-0.03159,0.35753,0.42489,0.00682,0.78924,3.84243
6.850,"PI",-0.02826,1.55011,0.91696,1.11701,1.03820,0.21820,0.05554,0.20172,0.09690,0.45000,-0.03097,"WALKING",0.25286,0.18569,0.21776,1.90447,2.23344,1.90447,2.23344,-0.01150,-0.01412,0.31998,0.37966,0.00108,0.70072,3.91527
6.950,"PI",-0.08227,1.54907,0.89936,1.12609,1.05625,0.23625,0.06390,0.20343,0.10217,0.45000,0.05911,"WALKING",0.25522,0.18652,0.22034,1.91302,2.25986,1.91302,2.25986,0.01566,0.03374,0.35720,0.42667,0.00784,0.79171,3.98791
7.050,"PI",-0.11508,1.54729,0.88098,1.13534,1.08477,0.26477,0.07601,0.21316,0.11612,0.45000,0.14924,"WALKING",0.25756,0.19394,0.23237,1.98910,2.38332,1.98910,2.38332,0.04531,0.07204,0.47831,0.57875,0.01316,1.07022,4.08738
7.150,"PI",-0.12364,1.54595,0.86191,1.14466,1.07435,0.25435,0.07135,0.21717,0.11845,0.45000,0.05158,"WALKING",0.25987,0.19756,0.23677,2.02629,2.42842,2.02629,2.42842,0.01193,0.01414,0.34265,0.41651,0.00111,0.76026,4.16849
7.250,"PI",-0.13114,1.54481,0.84288,1.15369,1.05003,0.23003,0.06035,0.21357,0.11033,0.45000,-0.06569,"WALKING",0.26214,0.19531,0.23183,2.00317,2.37774,2.00317,2.37774,-0.01914,-0.03778,0.38693,0.46462,0.00873,0.86028,4.24793
7.350,"PI",-0.15736,1.54236,0.82421,1.16230,1.05101,0.23101,0.06101,0.21003,0.10684,0.45000,-0.03524,"WALKING",0.26438,0.19235,0.22771,1.97279,2.33551,1.97279,2.33551,-0.01248,-0.01613,0.33690,0.40393,0.00165,0.74249,4.32517
7.450,"PI",-0.22567,1.53536,0.80567,1.17061,1.05423,0.23423,0.06283,0.20887,0.10686,0.45000,-0.00880,"WALKING",0.26658,0.19118,0.22656,1.96087,2.32366,1.96087,2.32366,-0.00412,-0.00311,0.30185,0.36276,0.00046,0.66507,4.39330
7.550,"PI",-0.24388,1.53218,0.78623,1.17905,1.08801,0.26801,0.07797,0.21963,0.12328,0.45000,0.10481,"WALKING",0.26875,0.19922,0.24003,2.04331,2.46183,2.04331,2.46183,0.03371,0.04402,0.42853,0.52248,0.00539,0.95640,4.50026
7.650,"PI",-0.28016,1.52643,0.76621,1.18745,1.06566,0.24566,0.06746,0.22054,0.12018,0.45000,-0.03549,"WALKING",0.27088,0.20065,0.24043,2.05799,2.46599,2.05799,2.46599,-0.00934,-0.02982,0.36953,0.44883,0.01044,0.82880,4.58664
7.750,"PI",-0.26386,1.52775,0.74583,1.19571,1.07356,0.25356,0.07075,0.22374,0.12422,0.45000,-0.01996,"WALKING",0.27297,0.20318,0.24430,2.08390,2.50561,2.08390,2.50561,-0.00405,-0.02386,0.35612,0.43452,0.01044,0.80107,4.67928
7.850,"PI",-0.29082,1.52285,0.72573,1.20357,1.06414,0.24414,0.06637,0.21929,0.11748,0.45000,-0.04328,"WALKING",0.27501,0.19984,0.23873,2.04969,2.44850,2.04969,2.44850,-0.01548,-0.02141,0.36429,0.44103,0.00295,0.80827,4.76386
7.950,"PI",-0.33876,1.51353,0.70575,1.21111,1.06845,0.24845,0.06883,0.21774,0.11719,0.45000,-0.00870,"WALKING",0.27701,0.19835,0.23714,2.03433,2.43217,2.03433,2.43217,-0.00498,-0.00335,0.31582,0.38339,0.00081,0.70001,4.83660
8.050,"PI",-0.38977,1.50230,0.68520,1.21858,1.09862,0.27862,0.08323,0.22507,0.13052,0.45000,0.10913,"WALKING",0.27896,0.20347,0.24667,2.08689,2.52998,2.08689,2.52998,0.03231,0.05434,0.45282,0.55569,0.01220,1.02070,4.93359
8.100,"PI",-0.39125,1.50131,0.67454,1.22233,1.11177,0.29177,0.08902,0.23043,0.13816,0.45000,0.14299,"WALKING",0.27992,0.20757,0.25330,2.12889,2.59790,2.12889,2.59790,0.04199,0.06793,0.50131,0.61906,0.01520,1.13557,4.99036
