t,mode,bill_x,bill_y,pioneer_x,pioneer_y,distance,error,heading_error,control_v,control_w,integral,derivative,bill_state,bill_speed,wheel_left_linear,wheel_right_linear,wheel_left_omega,wheel_right_omega,u_left,u_right,du_left,du_right,wheel_left_power,wheel_right_power,yaw_power,total_power,energy_j
0.000,"PID",1.09602,1.09602,1.82026,0.39976,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"WALKING",0.13000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.050,"PID",1.09141,1.10060,1.81859,0.40144,1.00464,0.18464,0.01979,0.05227,0.01464,0.00923,0.00000,"WALKING",0.13001,0.04984,0.05469,0.51122,0.56093,0.51122,0.56093,0.51122,0.56093,0.50120,0.55011,0.00309,1.05440,0.05272
0.100,"PID",1.08678,1.10517,1.81563,0.40440,1.00877,0.18877,0.01904,0.08877,0.02240,0.01867,0.01817,"WALKING",0.13004,0.08506,0.09247,0.87240,0.94845,0.87240,0.94845,0.36119,0.38752,0.63591,0.69177,0.00250,1.33018,0.11923
0.150,"PID",1.08214,1.10972,1.81181,0.40820,1.01109,0.19109,0.01795,0.11338,0.02603,0.02823,0.02436,"WALKING",0.13008,0.10907,0.11769,1.11868,1.20703,1.11868,1.20703,0.24628,0.25859,0.60314,0.65142,0.00136,1.25592,0.18203
0.250,"PID",1.07278,1.11877,1.80271,0.41722,1.01253,0.19253,0.01549,0.13934,0.02700,0.04746,0.02008,"WALKING",0.13023,0.13487,0.14381,1.38332,1.47497,1.38332,1.47497,0.10262,0.10181,0.42209,0.45087,0.00009,0.87305,0.27902
0.350,"PID",1.03377,1.15562,1.79084,0.42891,1.07439,0.25439,0.01344,0.20122,0.02500,0.06980,0.28451,"WALKING",0.13044,0.19708,0.20536,2.02135,2.10623,2.02135,2.10623,0.57557,0.57223,2.12001,2.21010,0.00035,4.33046,0.53143
0.450,"PID",1.01650,1.17125,1.77582,0.44365,1.07042,0.25042,0.01196,0.22663,0.02269,0.09379,0.17983,"WALKING",0.13073,0.22287,0.23038,2.28587,2.36291,2.28587,2.36291,0.19656,0.19352,1.04269,1.07892,0.00029,2.12190,0.69123
0.550,"PID",1.02110,1.16654,1.76153,0.45762,1.03194,0.21194,0.01023,0.19494,0.01978,0.11597,-0.04173,"WALKING",0.13109,0.19167,0.19822,1.96585,2.03301,1.96585,2.03301,-0.23485,-0.24005,1.02370,1.05949,0.00044,2.08362,0.85967
0.600,"PID",1.01616,1.17085,1.75545,0.46354,1.02508,0.20508,0.00957,0.17625,0.01853,0.12623,-0.06274,"WALKING",0.13130,0.17318,0.17932,1.77625,1.83918,1.77625,1.83918,-0.18960,-0.19383,0.79553,0.82441,0.00033,1.62027,0.94069
0.650,"PID",1.01118,1.17515,1.74977,0.46907,1.02315,0.20315,0.00909,0.16508,0.01753,0.13639,-0.05743,"WALKING",0.13153,0.16218,0.16799,1.66341,1.72293,1.66341,1.72293,-0.11285,-0.11625,0.54252,0.56255,0.00025,1.10532,0.99595
0.700,"PID",1.00025,1.18471,1.74431,0.47437,1.02179,0.20179,0.00865,0.15895,0.01664,0.14647,-0.05078,"WALKING",0.13177,0.15619,0.16170,1.60199,1.65849,1.60199,1.65849,-0.06142,-0.06444,0.39219,0.40659,0.00021,0.79900,1.03590
0.750,"PID",0.98458,1.19831,1.73871,0.47981,1.02869,0.20869,0.00855,0.16274,0.01624,0.15691,-0.00927,"WALKING",0.13203,0.16005,0.16542,1.64151,1.69665,1.64151,1.69665,0.03952,0.03817,0.34024,0.35223,0.00009,0.69256,1.07053
0.800,"PID",0.97147,1.20947,1.73260,0.48573,1.04161,0.22161,0.00879,0.17666,0.01641,0.16799,0.04962,"WALKING",0.13231,0.17395,0.17938,1.78405,1.83975,1.78405,1.83975,0.14255,0.14310,0.66229,0.68358,0.00004,1.34591,1.13783
0.850,"PID",0.96018,1.21890,1.72595,0.49217,1.05030,0.23030,0.00902,0.19172,0.01667,0.17950,0.07693,"WALKING",0.13261,0.18896,0.19448,1.93808,1.99466,1.93808,1.99466,0.15403,0.15491,0.75665,0.77942,0.00006,1.53614,1.21463
0.900,"PID",0.96262,1.21642,1.71885,0.49903,1.05572,0.23572,0.00923,0.20398,0.01696,0.19129,0.08385,"WALKING",0.13292,0.20118,0.20679,2.06334,2.12091,2.06334,2.12091,0.12526,0.12625,0.71418,0.73483,0.00007,1.44908,1.28709
0.950,"PID",0.96036,1.21802,1.71190,0.50575,1.04236,0.22236,0.00864,0.19847,0.01620,0.20241,0.00666,"WALKING",0.13325,0.19578,0.20115,2.00805,2.06303,2.00805,2.06303,-0.05529,-0.05788,0.47651,0.49024,0.00018,0.96692,1.33543
1.050,"PID",0.97008,1.20931,1.69921,0.51798,1.02108,0.20108,0.00764,0.17273,0.01462,0.22323,-0.08290,"WALKING",0.13397,0.17031,0.17515,1.74677,1.79642,1.74677,1.79642,-0.16914,-0.17285,0.72524,0.74639,0.00023,1.47187,1.46614
1.100,"PID",0.96513,1.21326,1.69395,0.52304,1.00477,0.18477,0.00672,0.15125,0.01315,0.23247,-0.13642,"WALKING",0.13435,0.14907,0.15342,1.52892,1.57358,1.52892,1.57358,-0.21785,-0.22284,0.75114,0.77350,0.00028,1.52492,1.54238
1.150,"PID",0.95985,1.21744,1.68905,0.52776,1.00378,0.18378,0.00671,0.14116,0.01285,0.24166,-0.11076,"WALKING",0.13475,0.13903,0.14328,1.42595,1.46959,1.42595,1.46959,-0.10297,-0.10399,0.43829,0.45209,0.00006,0.89044,1.58690
1.200,"PID",0.95454,1.22161,1.68424,0.53238,1.00368,0.18368,0.00677,0.13822,0.01275,0.25085,-0.08682,"WALKING",0.13517,0.13611,0.14033,1.39600,1.43930,1.39600,1.43930,-0.02995,-0.03029,0.26820,0.27689,0.00002,0.54511,1.61416
1.250,"PID",0.94920,1.22576,1.67941,0.53700,1.00374,0.18374,0.00685,0.13921,0.01278,0.26003,-0.06749,"WALKING",0.13561,0.13709,0.14132,1.40610,1.44947,1.40610,1.44947,0.01010,0.01017,0.22615,0.23350,0.00000,0.45965,1.63714
1.300,"PID",0.92304,1.24653,1.67446,0.54174,1.00379,0.18379,0.00696,0.14211,0.01289,0.26922,-0.05241,"WALKING",0.13606,0.13998,0.14424,1.43565,1.47940,1.43565,1.47940,0.02956,0.02994,0.27532,0.28410,0.00002,0.55944,1.66511
1.350,"PID",0.91096,1.25580,1.66857,0.54737,1.03023,0.21023,0.00918,0.16805,0.01595,0.27973,0.07545,"WALKING",0.13653,0.16541,0.17069,1.69654,1.75069,1.69654,1.75069,0.26088,0.27128,0.95691,0.98802,0.00070,1.94563,1.76239
1.400,"PID",0.90841,1.25745,1.66195,0.55369,1.03723,0.21723,0.00996,0.18845,0.01744,0.29060,0.08965,"WALKING",0.13701,0.18557,0.19134,1.90323,1.96244,1.90323,1.96244,0.20670,0.21175,0.90612,0.93501,0.00037,1.84150,1.85447
1.450,"PID",0.91198,1.25434,1.65511,0.56021,1.03106,0.21106,0.00975,0.19389,0.01754,0.30115,0.04278,"WALKING",0.13752,0.19098,0.19679,1.95880,2.01835,1.95880,2.01835,0.05557,0.05591,0.46166,0.47641,0.00003,0.93809,1.90137
1.500,"PID",0.90611,1.25860,1.64861,0.56639,1.01689,0.19689,0.00887,0.18452,0.01652,0.31099,-0.02897,"WALKING",0.13804,0.18179,0.18726,1.86447,1.92057,1.86447,1.92057,-0.09433,-0.09778,0.55627,0.57365,0.00024,1.13016,1.95788
1.550,"PID",0.89163,1.26940,1.64233,0.57236,1.01512,0.19512,0.00905,0.17835,0.01673,0.32075,-0.03039,"WALKING",0.13857,0.17558,0.18112,1.80087,1.85767,1.80087,1.85767,-0.06360,-0.06290,0.44395,0.45858,0.00005,0.90258,2.00301
1.600,"PID",0.90351,1.26008,1.63585,0.57850,1.02441,0.20441,0.01028,0.18356,0.01843,0.33097,0.01718,"WALKING",0.13912,0.18051,0.18661,1.85138,1.91394,1.85138,1.91394,0.05051,0.05627,0.42832,0.44351,0.00045,0.87227,2.04662
1.650,"PID",0.90510,1.25868,1.62999,0.58405,1.00044,0.18044,0.00826,0.16648,0.01588,0.33999,-0.09208,"WALKING",0.13969,0.16385,0.16911,1.68053,1.73444,1.68053,1.73444,-0.17085,-0.17950,0.70809,0.73136,0.00058,1.44003,2.11863
1.700,"PID",0.89940,1.26275,1.62472,0.58903,0.99025,0.17025,0.00753,0.15013,0.01463,0.34850,-0.11664,"WALKING",0.14028,0.14771,0.15255,1.51495,1.56463,1.51495,1.56463,-0.16558,-0.16981,0.61905,0.63982,0.00026,1.25914,2.18158
1.750,"PID",0.89367,1.26682,1.61970,0.59378,0.98994,0.16994,0.00783,0.14324,0.01477,0.35700,-0.09234,"WALKING",0.14088,0.14080,0.14568,1.44406,1.49420,1.44406,1.49420,-0.07088,-0.07042,0.36966,0.38295,0.00003,0.75264,2.21922
1.800,"PID",0.88764,1.27106,1.61472,0.59847,0.99000,0.17000,0.00814,0.14189,0.01508,0.36550,-0.07177,"WALKING",0.14150,0.13940,0.14439,1.42971,1.48090,1.42971,1.48090,-0.01436,-0.01330,0.23843,0.24742,0.00007,0.48592,2.24351
1.850,"PID",0.86761,1.28536,1.60968,0.60322,0.99046,0.17046,0.00851,0.14376,0.01558,0.37402,-0.05398,"WALKING",0.14213,0.14119,0.14634,1.44806,1.50094,1.44806,1.50094,0.01836,0.02004,0.25385,0.26360,0.00011,0.51756,2.26939
1.900,"PID",0.85421,1.29469,1.60398,0.60858,1.00795,0.18795,0.01092,0.16153,0.01897,0.38342,0.03487,"WALKING",0.14278,0.15839,0.16467,1.62456,1.68896,1.62456,1.68896,0.17649,0.18802,0.70200,0.73049,0.00093,1.43342,2.34106
1.950,"PID",0.83687,1.30665,1.59764,0.61452,1.01632,0.19632,0.01228,0.17908,0.02134,0.39324,0.06403,"WALKING",0.14344,0.17555,0.18261,1.80048,1.87293,1.80048,1.87293,0.17592,0.18397,0.77340,0.80533,0.00073,1.57946,2.42003
2.050,"PID",0.83447,1.30759,1.58341,0.62781,1.01922,0.19922,0.01348,0.20093,0.02423,0.41362,0.03993,"WALKING",0.14481,0.19692,0.20495,2.01973,2.10200,2.01973,2.10200,0.02137,0.02050,0.36649,0.38246,0.00009,0.74903,2.55291
2.150,"PID",0.84059,1.30282,1.56999,0.64029,1.00037,0.18037,0.01202,0.18222,0.02258,0.43221,-0.05111,"WALKING",0.14625,0.17849,0.18596,1.83064,1.90731,1.83064,1.90731,-0.12779,-0.13207,0.64308,0.67089,0.00041,1.31438,2.66775
2.250,"PID",0.83380,1.30700,1.55892,0.65056,0.97803,0.15803,0.00978,0.14875,0.01897,0.44838,-0.11489,"WALKING",0.14774,0.14561,0.15189,1.49344,1.55783,1.49344,1.55783,-0.14836,-0.15267,0.56981,0.59498,0.00035,1.16514,2.80130
2.350,"PID",0.82124,1.31493,1.54881,0.65989,0.97852,0.15852,0.01065,0.14214,0.01969,0.45000,-0.06784,"WALKING",0.14929,0.13888,0.14540,1.42440,1.49125,1.42440,1.49125,-0.00897,-0.00732,0.22480,0.23595,0.00014,0.46090,2.85937
2.450,"PID",0.77575,1.34373,1.53815,0.66982,0.98931,0.16931,0.01323,0.15519,0.02335,0.45000,0.00576,"WALKING",0.15090,0.15133,0.15906,1.55206,1.63133,1.55206,1.63133,0.11020,0.12040,0.50700,0.53367,0.00101,1.04168,2.93722
2.550,"PID",0.77022,1.34647,1.52445,0.68230,1.00836,0.18836,0.01707,0.19363,0.03030,0.45000,0.05998,"WALKING",0.15257,0.18862,0.19865,1.93455,2.03741,1.93455,2.03741,0.08053,0.07948,0.52928,0.55868,0.00013,1.08810,3.11394
2.650,"PID",0.74977,1.35836,1.51123,0.69430,0.97997,0.15997,0.01321,0.17224,0.02578,0.45000,-0.08514,"WALKING",0.15429,0.16798,0.17651,1.72284,1.81035,1.72284,1.81035,-0.21456,-0.23129,0.85540,0.89980,0.00183,1.75702,3.23244
2.750,"PID",0.76670,1.34752,1.49815,0.70610,0.98732,0.16732,0.01535,0.17434,0.02895,0.45000,-0.04887,"WALKING",0.15606,0.16954,0.17913,1.73891,1.83720,1.73891,1.83720,-0.11881,-0.13322,0.59922,0.63418,0.00177,1.23517,3.36698
2.850,"PID",0.75516,1.35396,1.48727,0.71586,0.97050,0.15050,0.01309,0.14516,0.02506,0.45000,-0.08976,"WALKING",0.15788,0.14101,0.14931,1.44627,1.53134,1.44627,1.53134,-0.10864,-0.11062,0.45865,0.48641,0.00021,0.94528,3.48520
2.950,"PID",0.73240,1.36668,1.47703,0.72500,0.97206,0.15206,0.01411,0.14194,0.02603,0.45000,-0.04838,"WALKING",0.15976,0.13763,0.14625,1.41164,1.49999,1.41164,1.49999,0.00290,0.00498,0.21337,0.22752,0.00023,0.44111,3.53676
3.050,"PID",0.69689,1.38606,1.46526,0.73543,0.99614,0.17614,0.01963,0.17026,0.03417,0.45000,0.06598,"WALKING",0.16168,0.16461,0.17592,1.68830,1.80430,1.68830,1.80430,0.17210,0.18778,0.72406,0.77506,0.00227,1.50139,3.66192
3.150,"PID",0.68606,1.39126,1.45102,0.74796,1.01014,0.19014,0.02322,0.19971,0.04096,0.45000,0.09138,"WALKING",0.16365,0.19294,0.20649,1.97883,2.11788,1.97883,2.11788,0.11204,0.12057,0.65458,0.70235,0.00148,1.35842,3.81486
3.250,"PID",0.68644,1.39042,1.43698,0.76022,0.99301,0.17301,0.02073,0.18636,0.03849,0.45000,-0.00946,"WALKING",0.16566,0.17999,0.19273,1.84609,1.97675,1.84609,1.97675,-0.08978,-0.09309,0.53721,0.57678,0.00054,1.11452,3.91468
3.350,"PID",0.68309,1.39171,1.42516,0.77047,0.96701,0.14701,0.01596,0.15083,0.03138,0.45000,-0.10758,"WALKING",0.16772,0.14563,0.15602,1.49368,1.60021,1.49368,1.60021,-0.19133,-0.20446,0.68092,0.73050,0.00175,1.41317,4.05665
3.450,"PID",0.66790,1.39907,1.41474,0.77944,0.96903,0.14903,0.01718,0.14049,0.03199,0.45000,-0.05733,"WALKING",0.16982,0.13520,0.14579,1.38666,1.49526,1.38666,1.49526,-0.02073,-0.01907,0.24410,0.26419,0.00023,0.50852,4.12303
3.550,"PID",0.62414,1.42017,1.40418,0.78847,0.97182,0.15182,0.01845,0.14530,0.03373,0.45000,-0.02394,"WALKING",0.17196,0.13972,0.15088,1.43299,1.54750,1.43299,1.54750,0.03173,0.03476,0.28265,0.30630,0.00043,0.58939,4.17735
3.650,"PID",0.60851,1.42692,1.39055,0.80001,1.00592,0.18592,0.02707,0.19176,0.04737,0.45000,0.10455,"WALKING",0.17414,0.18392,0.19960,1.88638,2.04720,1.88638,2.04720,0.16876,0.17764,0.79132,0.86075,0.00178,1.65386,4.37215
3.750,"PID",0.59878,1.43074,1.37634,0.81194,0.98696,0.16696,0.02334,0.18445,0.04387,0.45000,-0.01633,"WALKING",0.17636,0.17719,0.19171,1.81728,1.96622,1.81728,1.96622,-0.11529,-0.12873,0.61566,0.66787,0.00250,1.28603,4.48123
3.850,"PID",0.59744,1.43076,1.36254,0.82339,0.99685,0.17685,0.02670,0.18452,0.04847,0.45000,0.02706,"WALKING",0.17861,0.17650,0.19255,1.81029,1.97484,1.81029,1.97484,0.01063,0.01704,0.30605,0.33582,0.00132,0.64319,4.54508
3.950,"PID",0.58777,1.43457,1.35049,0.83329,0.97000,0.15000,0.02057,0.15341,0.03971,0.45000,-0.08237,"WALKING",0.18089,0.14684,0.15999,1.50607,1.64089,1.50607,1.64089,-0.14301,-0.15178,0.56738,0.61950,0.00148,1.18836,4.67630
4.050,"PID",0.56852,1.44237,1.33941,0.84232,0.97280,0.15280,0.02198,0.14723,0.04073,0.45000,-0.03899,"WALKING",0.18321,0.14049,0.15397,1.44093,1.57919,1.44093,1.57919,-0.00693,-0.00447,0.22202,0.24464,0.00042,0.46708,4.73546
4.150,"PID",0.52755,1.45867,1.32728,0.85212,0.99462,0.17462,0.02855,0.16931,0.05002,0.45000,0.06832,"WALKING",0.18556,0.16103,0.17759,1.65159,1.82140,1.65159,1.82140,0.17088,0.19589,0.71689,0.79245,0.00531,1.51464,4.84439
4.250,"PID",0.50577,1.46655,1.31233,0.86409,1.01764,0.19764,0.03536,0.20590,0.06173,0.45000,0.13405,"WALKING",0.18793,0.19568,0.21611,2.00697,2.21653,2.00697,2.21653,0.19009,0.21315,0.93281,1.03299,0.00604,1.97184,5.02347
4.350,"PID",0.50093,1.46767,1.29681,0.87634,1.00180,0.18180,0.03190,0.19911,0.05882,0.45000,0.02242,"WALKING",0.19033,0.18937,0.20884,1.94229,2.14199,1.94229,2.14199,-0.06155,-0.06437,0.47957,0.53145,0.00070,1.01172,5.10774
4.450,"PID",0.50032,1.46736,1.28325,0.88692,0.97827,0.15827,0.02598,0.16742,0.05032,0.45000,-0.07995,"WALKING",0.19275,0.15909,0.17574,1.63169,1.80251,1.63169,1.80251,-0.18169,-0.19921,0.72612,0.80399,0.00374,1.53385,5.25306
4.550,"PID",0.48192,1.47351,1.27146,0.89601,0.97627,0.15627,0.02608,0.15080,0.04888,0.45000,-0.05390,"WALKING",0.19520,0.14271,0.15889,1.46372,1.62965,1.46372,1.62965,-0.04369,-0.04216,0.31120,0.34810,0.00032,0.65962,5.34112
4.650,"PID",0.44903,1.48425,1.25964,0.90504,0.98015,0.16015,0.02769,0.15422,0.05085,0.45000,-0.01760,"WALKING",0.19766,0.14581,0.16264,1.49548,1.66810,1.49548,1.66810,0.02790,0.03169,0.28743,0.32234,0.00082,0.61059,5.39560
4.750,"PID",0.41448,1.49486,1.24532,0.91585,1.01915,0.19915,0.04010,0.19765,0.06921,0.45000,0.14527,"WALKING",0.20015,0.18619,0.20910,1.90965,2.14462,1.90965,2.14462,0.26397,0.30108,1.12881,1.27072,0.01090,2.41043,5.58664
4.850,"PID",0.41519,1.49393,1.22922,0.92784,1.00791,0.18791,0.03730,0.20379,0.06821,0.45000,0.04518,"WALKING",0.20265,0.19250,0.21507,1.97433,2.20589,1.97433,2.20589,-0.01517,-0.01728,0.34313,0.38643,0.00061,0.73017,5.68075
4.950,"PID",0.39281,1.50005,1.21391,0.93908,1.01964,0.19964,0.04192,0.20240,0.07420,0.45000,0.09499,"WALKING",0.20516,0.19012,0.21468,1.94996,2.20186,1.94996,2.20186,0.12960,0.17104,0.74874,0.84879,0.01304,1.61058,5.83977
5.050,"PID",0.38524,1.50169,1.19988,0.94924,0.98372,0.16372,0.03091,0.17053,0.05969,0.45000,-0.07586,"WALKING",0.20769,0.16066,0.18041,1.64776,1.85039,1.64776,1.85039,-0.16740,-0.18469,0.69621,0.78408,0.00438,1.48466,5.98848
5.150,"PID",0.36496,1.50674,1.18726,0.95829,0.98629,0.16629,0.03220,0.16061,0.05995,0.45000,-0.03541,"WALKING",0.21022,0.15069,0.17053,1.54557,1.74907,1.54557,1.74907,-0.01963,-0.01754,0.27035,0.30809,0.00053,0.57897,6.06359
5.250,"PID",0.32074,1.51747,1.17396,0.96770,1.00228,0.18228,0.03798,0.17547,0.06784,0.45000,0.04674,"WALKING",0.21277,0.16424,0.18670,1.68453,1.91483,1.68453,1.91483,0.12365,0.14700,0.60451,0.68981,0.00672,1.30104,6.15752
5.350,"PID",0.28668,1.52482,1.15785,0.97893,1.02710,0.20710,0.04662,0.21169,0.08215,0.45000,0.12532,"WALKING",0.21531,0.19809,0.22528,2.03168,2.31059,2.03168,2.31059,0.17839,0.20292,0.90966,1.03840,0.00855,1.95660,6.34129
5.450,"PID",0.27902,1.52567,1.14015,0.99104,1.01990,0.19990,0.04472,0.21646,0.08225,0.45000,0.04361,"WALKING",0.21787,0.20285,0.23007,2.08050,2.35973,2.08050,2.35973,-0.03871,-0.04646,0.44893,0.51314,0.00270,0.96477,6.45614
5.550,"PID",0.28071,1.52469,1.12392,1.00194,1.00178,0.18178,0.03905,0.19154,0.07440,0.45000,-0.04709,"WALKING",0.22042,0.17923,0.20385,1.83825,2.09081,1.83825,2.09081,-0.15274,-0.17149,0.73862,0.84327,0.00592,1.58781,6.59860
5.650,"PID",0.25888,1.52855,1.10996,1.01116,0.99387,0.17387,0.03676,0.16812,0.06926,0.45000,-0.05406,"WALKING",0.22298,0.15666,0.17958,1.60677,1.84189,1.60677,1.84189,-0.06919,-0.06870,0.40857,0.47096,0.00015,0.87968,6.71744
5.750,"PID",0.23674,1.53213,1.09616,1.02014,0.99822,0.17822,0.03864,0.16945,0.07123,0.45000,-0.01582,"WALKING",0.22553,0.15766,0.18124,1.61705,1.85887,1.61705,1.85887,0.02081,0.02481,0.29428,0.34098,0.00121,0.63647,6.77696
5.850,"PID",0.18194,1.54061,1.08055,1.03014,1.03644,0.21644,0.05309,0.20575,0.09151,0.45000,0.15647,"WALKING",0.22808,0.19060,0.22089,1.95490,2.26556,1.95490,2.26556,0.30283,0.36692,1.31661,1.53006,0.02488,2.87155,6.95715
5.950,"PID",0.17808,1.54039,1.06228,1.04161,1.03189,0.21189,0.05168,0.22335,0.09366,0.45000,0.07801,"WALKING",0.23062,0.20785,0.23885,2.13179,2.44975,2.13179,2.44975,0.04017,0.04327,0.45776,0.53071,0.00123,0.98969,7.08944
6.050,"PID",0.14436,1.54426,1.04471,1.05241,1.02926,0.20926,0.05143,0.21331,0.09344,0.45000,0.05209,"WALKING",0.23315,0.19784,0.22877,2.02915,2.34638,2.02915,2.34638,0.02498,0.04961,0.42038,0.49057,0.00976,0.92072,7.21541
6.150,"PID",0.14519,1.54350,1.02776,1.06262,1.00939,0.18939,0.04412,0.19546,0.08424,0.45000,-0.05254,"WALKING",0.23567,0.18152,0.20941,1.86177,2.14776,1.86177,2.14776,-0.14852,-0.17704,0.75029,0.86923,0.01019,1.62972,7.33624
6.250,"PID",0.12158,1.54554,1.01260,1.07159,1.00705,0.18705,0.04362,0.17918,0.08160,0.45000,-0.03809,"WALKING",0.23818,0.16568,0.19269,1.69925,1.97628,1.69925,1.97628,-0.04388,-0.04243,0.36430,0.42697,0.00050,0.79177,7.44035
6.350,"PID",0.07724,1.54894,0.99714,1.08055,1.01585,0.19585,0.04737,0.18575,0.08639,0.45000,0.01344,"WALKING",0.24067,0.17145,0.20004,1.75845,2.05171,1.75845,2.05171,0.05814,0.07098,0.43666,0.51309,0.00470,0.95445,7.51610
6.450,"PID",0.03076,1.55146,0.97911,1.09078,1.04221,0.22221,0.05799,0.21996,0.10309,0.45000,0.10826,"WALKING",0.24315,0.20290,0.23702,2.08100,2.43098,2.08100,2.43098,0.16098,0.18475,0.87431,1.02645,0.01039,1.91115,7.70156
6.550,"PID",0.02087,1.55100,0.95894,1.10194,1.04304,0.22304,0.05864,0.23533,0.10759,0.45000,0.05777,"WALKING",0.24561,0.21752,0.25313,2.23099,2.59624,2.23099,2.59624,-0.01679,-0.03005,0.41636,0.49021,0.00605,0.91262,7.85392
6.650,"PID",0.02145,1.55023,0.93983,1.11228,1.02980,0.20980,0.05390,0.21679,0.10146,0.45000,-0.02018,"WALKING",0.24805,0.20000,0.23358,2.05131,2.39574,2.05131,2.39574,-0.12387,-0.14187,0.73275,0.86074,0.00775,1.60124,7.99071
6.750,"PID",-0.00050,1.55031,0.92324,1.12104,1.01640,0.19640,0.04868,0.18879,0.09221,0.45000,-0.05930,"WALKING",0.25047,0.17353,0.20405,1.77980,2.09284,1.77980,2.09284,-0.10083,-0.10666,0.55157,0.65251,0.00228,1.20635,8.14060
6.850,"PID",-0.02567,1.55010,0.90720,1.12930,1.02102,0.20102,0.05071,0.18729,0.09381,0.45000,-0.01788,"WALKING",0.25286,0.17176,0.20281,1.76164,2.08012,1.76164,2.08012,0.01140,0.01512,0.29573,0.35317,0.00148,0.65038,8.20998
6.950,"PID",-0.08765,1.54900,0.88985,1.13802,1.04375,0.22375,0.06055,0.20983,0.10759,0.45000,0.08686,"WALKING",0.25522,0.19202,0.22763,1.96946,2.33471,1.96946,2.33471,0.17641,0.21834,0.90183,1.07420,0.01914,1.99517,8.34920
7.050,"PID",-0.10047,1.54772,0.86913,1.14816,1.05560,0.23560,0.06554,0.24012,0.11862,0.45000,0.08889,"WALKING",0.25756,0.22049,0.25975,2.26140,2.66410,2.26140,2.66410,0.06992,0.06875,0.58531,0.69597,0.00059,1.28187,8.54099
7.150,"PID",-0.13830,1.54527,0.84882,1.15780,1.04010,0.22010,0.05934,0.22523,0.11125,0.45000,-0.00748,"WALKING",0.25987,0.20682,0.24364,2.12123,2.49890,2.12123,2.49890,-0.10319,-0.11918,0.68649,0.81437,0.00755,1.50841,8.66899
7.250,"PID",-0.12856,1.54497,0.82859,1.16712,1.03820,0.21820,0.05861,0.22129,0.11099,0.45000,-0.03260,"WALKING",0.26214,0.20292,0.23966,2.08122,2.45801,2.08122,2.45801,-0.12762,-0.16850,0.79341,0.94261,0.01925,1.75527,8.83514
7.350,"PID",-0.15478,1.54257,0.81067,1.17514,1.03084,0.21084,0.05557,0.19897,0.10441,0.45000,-0.04334,"WALKING",0.26438,0.18169,0.21625,1.86348,2.21795,1.86348,2.21795,-0.06672,-0.06703,0.47067,0.56491,0.00014,1.03572,8.97243
7.450,"PID",-0.19581,1.53827,0.79296,1.18283,1.03526,0.21526,0.05751,0.19984,0.10624,0.45000,-0.00903,"WALKING",0.26658,0.18226,0.21742,1.86932,2.22998,1.86932,2.22998,0.01774,0.02158,0.33377,0.40299,0.00173,0.73849,9.04302
7.550,"PID",-0.24582,1.53196,0.77298,1.19125,1.06194,0.24194,0.06947,0.23096,0.12417,0.45000,0.09696,"WALKING",0.26875,0.21041,0.25151,2.15801,2.57954,2.15801,2.57954,0.15745,0.18521,0.90245,1.08526,0.01462,2.00233,9.22781
7.650,"PID",-0.26374,1.52860,0.75018,1.20051,1.07221,0.25221,0.07401,0.25492,0.13423,0.45000,0.09226,"WALKING",0.27088,0.23271,0.27714,2.38674,2.84244,2.38674,2.84244,0.05934,0.06226,0.58758,0.70754,0.00166,1.29678,9.40645
7.750,"PID",-0.27054,1.52675,0.72782,1.20925,1.05893,0.23893,0.06842,0.24100,0.12772,0.45000,0.00400,"WALKING",0.27297,0.21986,0.26214,2.25499,2.68857,2.25499,2.68857,-0.09181,-0.10472,0.68588,0.82475,0.00699,1.51762,9.53962
7.850,"PID",-0.28827,1.52328,0.70794,1.21674,1.04040,0.22040,0.06004,0.21094,0.11447,0.45000,-0.06815,"WALKING",0.27501,0.19199,0.22988,1.96917,2.35779,1.96917,2.35779,-0.13876,-0.15841,0.75100,0.90471,0.00954,1.66525,9.71624
7.950,"PID",-0.31535,1.51790,0.68920,1.22356,1.04452,0.22452,0.06199,0.20503,0.11517,0.45000,-0.02518,"WALKING",0.27701,0.18597,0.22409,1.90739,2.29839,1.90739,2.29839,-0.00491,-0.00242,0.29316,0.35864,0.00122,0.65302,9.79914
8.050,"PID",-0.38209,1.50387,0.66988,1.23032,1.05189,0.23189,0.06539,0.21344,0.11974,0.45000,0.01489,"WALKING",0.27896,0.19363,0.23326,1.98590,2.39240,1.98590,2.39240,0.05613,0.06765,0.48752,0.59315,0.00585,1.08652,9.89347
8.100,"PID",-0.38707,1.50221,0.65850,1.23418,1.08696,0.26696,0.08180,0.24614,0.14288,0.45000,0.16593,"WALKING",0.27992,0.22249,0.26978,2.28195,2.76700,2.28195,2.76700,0.29605,0.37460,1.54296,1.87898,0.04761,3.46955,10.06695
8.150,"PID",-0.40021,1.49874,0.64664,1.23812,1.07937,0.25937,0.07811,0.25560,0.14117,0.45000,0.09606,"WALKING",0.28087,0.23223,0.27896,2.38186,2.86112,2.38186,2.86112,0.09991,0.09412,0.72161,0.87503,0.00347,1.60010,10.14696
