t,mode,bill_x,bill_y,pioneer_x,pioneer_y,distance,error,heading_error,control_v,control_w,integral,derivative,bill_state,bill_speed,wheel_left_linear,wheel_right_linear,wheel_left_omega,wheel_right_omega,u_left,u_right,du_left,du_right,wheel_left_power,wheel_right_power,yaw_power,total_power,energy_j
0.000,"P",1.09602,1.09602,1.82026,0.39976,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"WALKING",0.13000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.050,"P",1.09141,1.10060,1.82003,0.40000,1.00464,0.18464,0.01979,0.01163,0.00267,0.00923,0.00000,"WALKING",0.13001,0.01119,0.01207,0.11475,0.12382,0.11475,0.12382,0.11475,0.12382,0.03721,0.04016,0.00010,0.07748,0.00387
0.100,"P",1.08678,1.10517,1.81944,0.40060,1.01081,0.19081,0.01960,0.02190,0.00505,0.01877,0.02711,"WALKING",0.13004,0.02107,0.02274,0.21608,0.23323,0.21608,0.23323,0.10133,0.10941,0.06549,0.07071,0.00017,0.13637,0.01069
0.150,"P",1.08214,1.10972,1.81851,0.40154,1.01646,0.19646,0.01933,0.03099,0.00716,0.02860,0.04605,"WALKING",0.13008,0.02981,0.03218,0.30574,0.33003,0.30574,0.33003,0.08965,0.09680,0.08700,0.09396,0.00022,0.18118,0.01975
0.250,"P",1.07278,1.11877,1.81586,0.40420,1.02645,0.20645,0.01861,0.04619,0.01062,0.04900,0.06693,"WALKING",0.13023,0.04444,0.04795,0.45575,0.49179,0.45575,0.49179,0.07057,0.07604,0.11586,0.12513,0.00025,0.24123,0.04258
0.350,"P",1.03639,1.15315,1.81223,0.40783,1.07559,0.25559,0.01785,0.06077,0.01321,0.07233,0.25262,"WALKING",0.13044,0.05858,0.06295,0.60082,0.64567,0.60082,0.64567,0.08223,0.08633,0.16360,0.17599,0.00023,0.33982,0.07262
0.450,"P",1.02890,1.15975,1.80766,0.41238,1.06941,0.24941,0.01694,0.07331,0.01511,0.09759,0.12628,"WALKING",0.13073,0.07081,0.07581,0.72627,0.77758,0.72627,0.77758,0.05542,0.05834,0.16710,0.17914,0.00019,0.34642,0.10756
0.550,"P",1.01845,1.16896,1.80230,0.41769,1.09423,0.27423,0.01639,0.08413,0.01647,0.12427,0.17638,"WALKING",0.13109,0.08140,0.08686,0.83491,0.89083,0.83491,0.89083,0.05510,0.05723,0.19170,0.20484,0.00015,0.39669,0.14574
0.600,"P",1.01979,1.16757,1.79935,0.42061,1.08574,0.26574,0.01574,0.08825,0.01695,0.13756,0.10024,"WALKING",0.13130,0.08544,0.09106,0.87636,0.93390,0.87636,0.93390,0.04145,0.04307,0.18232,0.19462,0.00012,0.37705,0.16459
0.650,"P",1.01851,1.16859,1.79629,0.42363,1.07965,0.25965,0.01508,0.09137,0.01729,0.15054,0.05139,"WALKING",0.13153,0.08851,0.09423,0.90777,0.96647,0.90777,0.96647,0.03141,0.03257,0.17440,0.18602,0.00008,0.36050,0.18261
0.700,"P",1.01436,1.17217,1.79314,0.42674,1.07699,0.25699,0.01446,0.09385,0.01751,0.16339,0.02837,"WALKING",0.13177,0.09095,0.09675,0.93286,0.99232,0.93286,0.99232,0.02509,0.02585,0.16983,0.18100,0.00006,0.35089,0.20016
0.750,"P",1.00936,1.17648,1.78990,0.42994,1.07804,0.25804,0.01396,0.09603,0.01765,0.17629,0.02674,"WALKING",0.13203,0.09311,0.09895,0.95496,1.01487,0.95496,1.01487,0.02210,0.02255,0.16927,0.18025,0.00003,0.34956,0.21764
0.800,"P",1.00433,1.18077,1.78658,0.43320,1.08008,0.26008,0.01351,0.09801,0.01771,0.18929,0.02983,"WALKING",0.13231,0.09508,0.10094,0.97516,1.03527,0.97516,1.03527,0.02020,0.02040,0.16986,0.18071,0.00002,0.35059,0.23516
0.850,"P",0.99928,1.18505,1.78321,0.43651,1.08202,0.26202,0.01308,0.09981,0.01770,0.20239,0.03182,"WALKING",0.13261,0.09688,0.10274,0.99368,1.05377,0.99368,1.05377,0.01852,0.01850,0.17041,0.18110,0.00000,0.35151,0.25274
0.900,"P",0.99420,1.18932,1.77976,0.43988,1.08391,0.26391,0.01266,0.10147,0.01764,0.21559,0.03313,"WALKING",0.13292,0.09855,0.10439,1.01074,1.07062,1.01074,1.07062,0.01706,0.01685,0.17097,0.18149,0.00002,0.35248,0.27036
0.950,"P",0.98433,1.19762,1.77627,0.44331,1.08571,0.26571,0.01226,0.10299,0.01753,0.22888,0.03377,"WALKING",0.13325,0.10008,0.10589,1.02650,1.08602,1.02650,1.08602,0.01576,0.01539,0.17152,0.18185,0.00003,0.35340,0.28803
1.050,"P",0.96603,1.21270,1.76907,0.45033,1.10201,0.28201,0.01228,0.10683,0.01735,0.25666,0.08454,"WALKING",0.13397,0.10396,0.10970,1.06622,1.12510,1.06622,1.12510,0.02115,0.02087,0.18750,0.19825,0.00002,0.38577,0.32579
1.100,"P",0.95687,1.22010,1.76536,0.45394,1.10729,0.28729,0.01223,0.10890,0.01726,0.27102,0.08915,"WALKING",0.13435,0.10604,0.11176,1.08763,1.14623,1.08763,1.14623,0.02141,0.02113,0.19184,0.20258,0.00002,0.39444,0.34551
1.150,"P",0.94681,1.22816,1.76156,0.45762,1.11384,0.29384,0.01231,0.11108,0.01720,0.28572,0.09840,"WALKING",0.13475,0.10823,0.11392,1.11005,1.16843,1.11005,1.16843,0.02242,0.02221,0.19777,0.20858,0.00002,0.40637,0.36583
1.200,"P",0.94449,1.22979,1.75768,0.46140,1.12141,0.30141,0.01251,0.11340,0.01717,0.30079,0.11002,"WALKING",0.13517,0.11056,0.11624,1.13395,1.19224,1.13395,1.19224,0.02390,0.02380,0.20493,0.21588,0.00001,0.42081,0.38687
1.250,"P",0.94219,1.23142,1.75373,0.46523,1.11879,0.29879,0.01214,0.11521,0.01709,0.31573,0.07433,"WALKING",0.13561,0.11239,0.11804,1.15268,1.21069,1.15268,1.21069,0.01872,0.01846,0.19892,0.20935,0.00002,0.40830,0.40728
1.300,"P",0.93775,1.23477,1.74973,0.46910,1.11609,0.29609,0.01176,0.11658,0.01697,0.33053,0.04606,"WALKING",0.13606,0.11378,0.11939,1.16693,1.22454,1.16693,1.22454,0.01426,0.01385,0.19318,0.20313,0.00003,0.39634,0.42710
1.350,"P",0.93507,1.23669,1.74569,0.47301,1.11605,0.29605,0.01159,0.11775,0.01684,0.34533,0.03577,"WALKING",0.13653,0.11496,0.12053,1.17908,1.23623,1.17908,1.23623,0.01215,0.01170,0.19133,0.20103,0.00003,0.39240,0.44672
1.400,"P",0.93348,1.23776,1.74161,0.47695,1.11369,0.29369,0.01126,0.11859,0.01667,0.36002,0.01753,"WALKING",0.13701,0.11583,0.12135,1.18797,1.24457,1.18797,1.24457,0.00889,0.00833,0.18667,0.19599,0.00004,0.38270,0.46585
1.450,"P",0.93283,1.23811,1.73752,0.48089,1.10991,0.28991,0.01082,0.11906,0.01646,0.37451,-0.00300,"WALKING",0.13752,0.11634,0.12179,1.19319,1.24909,1.19319,1.24909,0.00522,0.00452,0.18053,0.18941,0.00005,0.36999,0.48435
1.500,"P",0.93058,1.23973,1.73341,0.48485,1.10495,0.28495,0.01028,0.11915,0.01621,0.38876,-0.02416,"WALKING",0.13804,0.11647,0.12183,1.19457,1.24959,1.19457,1.24959,0.00138,0.00050,0.17338,0.18178,0.00006,0.35522,0.50211
1.550,"P",0.92504,1.24387,1.72931,0.48879,1.10199,0.28199,0.00992,0.11914,0.01593,0.40286,-0.03187,"WALKING",0.13857,0.11651,0.12178,1.19496,1.24903,1.19496,1.24903,0.00040,-0.00056,0.17183,0.18001,0.00006,0.35191,0.51971
1.600,"P",0.91946,1.24800,1.72520,0.49273,1.10317,0.28317,0.00994,0.11914,0.01567,0.41702,-0.01964,"WALKING",0.13912,0.11655,0.12174,1.19536,1.24858,1.19536,1.24858,0.00040,-0.00045,0.17179,0.17983,0.00006,0.35168,0.53729
1.650,"P",0.91384,1.25212,1.72109,0.49667,1.10437,0.28437,0.01000,0.11919,0.01546,0.43124,-0.01003,"WALKING",0.13969,0.11663,0.12174,1.19618,1.24865,1.19618,1.24865,0.00081,0.00008,0.17270,0.18067,0.00005,0.35341,0.55496
1.700,"P",0.90818,1.25623,1.71696,0.50062,1.10560,0.28560,0.01010,0.11930,0.01528,0.44552,-0.00243,"WALKING",0.14028,0.11677,0.12183,1.19766,1.24951,1.19766,1.24951,0.00148,0.00086,0.17428,0.18222,0.00004,0.35654,0.57279
1.750,"P",0.90247,1.26034,1.71283,0.50457,1.10684,0.28684,0.01023,0.11947,0.01513,0.45000,0.00355,"WALKING",0.14088,0.11697,0.12198,1.19970,1.25106,1.19970,1.25106,0.00204,0.00155,0.17577,0.18368,0.00003,0.35948,0.59076
1.800,"P",0.89672,1.26444,1.70869,0.50852,1.10809,0.28809,0.01040,0.11970,0.01502,0.45000,0.00827,"WALKING",0.14150,0.11722,0.12219,1.20221,1.25321,1.20221,1.25321,0.00252,0.00215,0.17717,0.18507,0.00002,0.36227,0.60888
1.850,"P",0.88116,1.27558,1.70454,0.51248,1.10937,0.28937,0.01060,0.11998,0.01495,0.45000,0.01208,"WALKING",0.14213,0.11750,0.12245,1.20514,1.25590,1.20514,1.25590,0.00293,0.00269,0.17853,0.18643,0.00002,0.36497,0.62713
1.900,"P",0.86398,1.28770,1.70034,0.51646,1.12262,0.30262,0.01214,0.12104,0.01509,0.45000,0.06773,"WALKING",0.14278,0.11854,0.12354,1.21585,1.26709,1.21585,1.26709,0.01070,0.01119,0.19571,0.20435,0.00003,0.40009,0.64713
1.950,"P",0.86105,1.28954,1.69608,0.52051,1.13767,0.31767,0.01396,0.12290,0.01547,0.45000,0.11907,"WALKING",0.14344,0.12034,0.12546,1.23424,1.28675,1.23424,1.28675,0.01839,0.01966,0.21445,0.22397,0.00008,0.43850,0.66906
2.050,"P",0.85065,1.29636,1.68738,0.52875,1.13437,0.31437,0.01399,0.12547,0.01610,0.45000,0.06030,"WALKING",0.14481,0.12281,0.12814,1.25958,1.31425,1.25958,1.31425,0.01133,0.01238,0.20487,0.21419,0.00007,0.41913,0.71131
2.150,"P",0.84990,1.29649,1.67854,0.53710,1.12860,0.30860,0.01369,0.12699,0.01663,0.45000,0.01021,"WALKING",0.14625,0.12424,0.12974,1.27421,1.33067,1.27421,1.33067,0.00438,0.00508,0.19312,0.20213,0.00005,0.39529,0.75200
2.250,"P",0.82586,1.31230,1.66963,0.54549,1.13852,0.31852,0.01540,0.12809,0.01717,0.45000,0.05434,"WALKING",0.14774,0.12525,0.13093,1.28460,1.34288,1.28460,1.34288,0.00958,0.01095,0.20594,0.21575,0.00010,0.42179,0.79212
2.350,"P",0.82726,1.31100,1.66060,0.55396,1.13029,0.31029,0.01478,0.12923,0.01783,0.45000,-0.00471,"WALKING",0.14929,0.12628,0.13218,1.29520,1.35573,1.29520,1.35573,0.00155,0.00235,0.19082,0.20023,0.00006,0.39110,0.83282
2.450,"P",0.81768,1.31693,1.65154,0.56243,1.12333,0.30333,0.01426,0.12920,0.01811,0.45000,-0.02921,"WALKING",0.15090,0.12621,0.13220,1.29442,1.35592,1.29442,1.35592,-0.00042,0.00001,0.18716,0.19656,0.00003,0.38375,0.87118
2.550,"P",0.80475,1.32487,1.64247,0.57088,1.12578,0.30578,0.01512,0.12918,0.01850,0.45000,-0.00815,"WALKING",0.15257,0.12612,0.13224,1.29354,1.35633,1.29354,1.35633,-0.00045,0.00027,0.18678,0.19636,0.00006,0.38320,0.90951
2.650,"P",0.78967,1.33395,1.63337,0.57932,1.12838,0.30838,0.01607,0.12923,0.01904,0.45000,0.00522,"WALKING",0.15429,0.12608,0.13238,1.29308,1.35773,1.29308,1.35773,-0.00000,0.00100,0.18755,0.19745,0.00008,0.38508,0.94791
2.750,"P",0.76568,1.34813,1.62421,0.58779,1.14058,0.32058,0.01862,0.13026,0.01999,0.45000,0.05342,"WALKING",0.15606,0.12695,0.13357,1.30208,1.36996,1.30208,1.36996,0.00692,0.00886,0.20402,0.21521,0.00016,0.41940,0.98864
2.850,"P",0.74344,1.36081,1.61489,0.59638,1.15185,0.33185,0.02113,0.13251,0.02147,0.45000,0.07602,"WALKING",0.15788,0.12896,0.13607,1.32266,1.39556,1.32266,1.39556,0.01103,0.01369,0.21669,0.22924,0.00024,0.44617,1.03270
2.950,"P",0.73197,1.36692,1.60533,0.60514,1.16249,0.34249,0.02360,0.13547,0.02334,0.45000,0.08598,"WALKING",0.15976,0.13161,0.13933,1.34984,1.42907,1.34984,1.42907,0.01348,0.01669,0.22713,0.24114,0.00032,0.46858,1.07933
3.050,"P",0.72106,1.37260,1.59560,0.61402,1.15796,0.33796,0.02347,0.13731,0.02491,0.45000,0.03583,"WALKING",0.16168,0.13319,0.14143,1.36601,1.45056,1.36601,1.45056,0.00704,0.00960,0.21548,0.22955,0.00027,0.44530,1.12420
3.150,"P",0.71576,1.37512,1.58575,0.62296,1.15413,0.33413,0.02337,0.13833,0.02621,0.45000,0.00521,"WALKING",0.16365,0.13399,0.14267,1.37425,1.46324,1.37425,1.46324,0.00256,0.00457,0.20660,0.22076,0.00022,0.42758,1.16765
3.250,"P",0.70768,1.37917,1.57586,0.63189,1.14537,0.32537,0.02222,0.13835,0.02701,0.45000,-0.03142,"WALKING",0.16566,0.13388,0.14282,1.37310,1.46480,1.37310,1.46480,-0.00076,0.00037,0.19916,0.21327,0.00013,0.41257,1.20895
3.350,"P",0.69281,1.38670,1.56597,0.64078,1.14692,0.32692,0.02301,0.13832,0.02772,0.45000,-0.01243,"WALKING",0.16772,0.13373,0.14290,1.37160,1.46569,1.37160,1.46569,-0.00075,0.00051,0.19877,0.21323,0.00015,0.41215,1.25019
3.450,"P",0.67767,1.39416,1.55600,0.64982,1.14984,0.32984,0.02416,0.13834,0.02857,0.45000,0.00386,"WALKING",0.16982,0.13361,0.14307,1.37037,1.46737,1.37037,1.46737,-0.00049,0.00104,0.19892,0.21385,0.00018,0.41295,1.29142
3.550,"P",0.65916,1.40306,1.54600,0.65883,1.15283,0.33283,0.02541,0.13865,0.02958,0.45000,0.01409,"WALKING",0.17196,0.13375,0.14354,1.37182,1.47225,1.37182,1.47225,0.00109,0.00287,0.20281,0.21855,0.00022,0.42158,1.33337
3.650,"P",0.62467,1.41925,1.53588,0.66790,1.17486,0.35486,0.03077,0.14060,0.03137,0.45000,0.10076,"WALKING",0.17414,0.13541,0.14579,1.38879,1.49528,1.38879,1.49528,0.01324,0.01707,0.23415,0.25307,0.00051,0.48773,1.37956
3.750,"P",0.61219,1.42456,1.52546,0.67702,1.17897,0.35897,0.03222,0.14351,0.03370,0.45000,0.07339,"WALKING",0.17636,0.13793,0.14909,1.41468,1.52909,1.41468,1.52909,0.01115,0.01484,0.23394,0.25391,0.00053,0.48838,1.42906
3.850,"P",0.60737,1.42632,1.51484,0.68623,1.17903,0.35903,0.03257,0.14557,0.03566,0.45000,0.04374,"WALKING",0.17861,0.13967,0.15147,1.43250,1.55357,1.43250,1.55357,0.00774,0.01088,0.22876,0.24923,0.00047,0.47846,1.47734
3.950,"P",0.57372,1.44066,1.50412,0.69549,1.17740,0.35740,0.03251,0.14647,0.03703,0.45000,0.02722,"WALKING",0.18089,0.14034,0.15259,1.43937,1.56507,1.43937,1.56507,0.00515,0.00774,0.22347,0.24416,0.00041,0.46803,1.52316
4.050,"P",0.57506,1.43962,1.49321,0.70482,1.18304,0.36304,0.03411,0.14859,0.03898,0.45000,0.02722,"WALKING",0.18321,0.14214,0.15504,1.45783,1.59015,1.45783,1.59015,0.00554,0.00821,0.22747,0.24938,0.00044,0.47729,1.57269
4.150,"P",0.56382,1.44396,1.48223,0.71414,1.17285,0.35285,0.03182,0.14871,0.03982,0.45000,-0.02145,"WALKING",0.18556,0.14212,0.15530,1.45763,1.59281,1.45763,1.59281,-0.00066,0.00052,0.21187,0.23281,0.00020,0.44488,1.61748
4.250,"P",0.54638,1.45065,1.47121,0.72341,1.17477,0.35477,0.03239,0.14874,0.04050,0.45000,-0.00480,"WALKING",0.18793,0.14203,0.15544,1.45676,1.59426,1.45676,1.59426,-0.00026,0.00095,0.21236,0.23373,0.00021,0.44630,1.66203
4.350,"P",0.52864,1.45721,1.46012,0.73265,1.17828,0.35828,0.03347,0.14910,0.04133,0.45000,0.01083,"WALKING",0.19033,0.14226,0.15594,1.45911,1.59941,1.45911,1.59941,0.00161,0.00306,0.21729,0.23953,0.00026,0.45708,1.70748
4.450,"P",0.49874,1.46794,1.44893,0.74191,1.18736,0.36736,0.03606,0.15013,0.04248,0.45000,0.04478,"WALKING",0.19275,0.14310,0.15716,1.46766,1.61187,1.46766,1.61187,0.00618,0.00853,0.23019,0.25421,0.00042,0.48482,1.75482
4.550,"P",0.47223,1.47689,1.43753,0.75126,1.20116,0.38116,0.03992,0.15257,0.04446,0.45000,0.07978,"WALKING",0.19520,0.14521,0.15993,1.48936,1.64030,1.48936,1.64030,0.01159,0.01515,0.24785,0.27445,0.00067,0.52297,1.80647
4.650,"P",0.45057,1.48373,1.42584,0.76074,1.21525,0.39525,0.04396,0.15585,0.04702,0.45000,0.10426,"WALKING",0.19766,0.14807,0.16363,1.51862,1.67826,1.51862,1.67826,0.01577,0.02042,0.26422,0.29360,0.00093,0.55875,1.86137
4.750,"P",0.43669,1.48772,1.41390,0.77033,1.21172,0.39172,0.04331,0.15834,0.04926,0.45000,0.04911,"WALKING",0.20015,0.15018,0.16649,1.54034,1.70756,1.54034,1.70756,0.00918,0.01266,0.25088,0.27983,0.00073,0.53143,1.91526
4.850,"P",0.42515,1.49087,1.40175,0.77997,1.21088,0.39088,0.04328,0.15999,0.05104,0.45000,0.02563,"WALKING",0.20265,0.15154,0.16843,1.55424,1.72751,1.55424,1.72751,0.00590,0.00869,0.24443,0.27347,0.00060,0.51850,1.96759
4.950,"P",0.41569,1.49336,1.38951,0.78960,1.20400,0.38400,0.04147,0.16052,0.05211,0.45000,-0.01184,"WALKING",0.20516,0.15189,0.16914,1.55787,1.73477,1.55787,1.73477,0.00040,0.00186,0.22997,0.25793,0.00032,0.48822,2.01722
5.050,"P",0.39577,1.49876,1.37721,0.79916,1.20335,0.38335,0.04139,0.16057,0.05275,0.45000,-0.00762,"WALKING",0.20769,0.15184,0.16930,1.55729,1.73636,1.55729,1.73636,-0.00004,0.00114,0.22847,0.25660,0.00026,0.48533,2.06561
5.150,"P",0.37553,1.50396,1.36482,0.80869,1.20720,0.38720,0.04268,0.16099,0.05359,0.45000,0.01046,"WALKING",0.21022,0.15212,0.16986,1.56024,1.74218,1.56024,1.74218,0.00193,0.00345,0.23415,0.26336,0.00035,0.49786,2.11510
5.250,"P",0.35497,1.50894,1.35232,0.81819,1.21116,0.39116,0.04407,0.16176,0.05463,0.45000,0.02188,"WALKING",0.21277,0.15272,0.17080,1.56632,1.75178,1.56632,1.75178,0.00338,0.00521,0.23907,0.26932,0.00042,0.50882,2.16572
5.350,"P",0.30857,1.51969,1.33968,0.82769,1.22540,0.40540,0.04869,0.16341,0.05626,0.45000,0.07397,"WALKING",0.21531,0.15410,0.17273,1.58054,1.77154,1.58054,1.77154,0.01025,0.01382,0.26057,0.29409,0.00085,0.55552,2.21919
5.450,"P",0.29312,1.52257,1.32671,0.83733,1.24030,0.42030,0.05362,0.16706,0.05936,0.45000,0.09470,"WALKING",0.21787,0.15724,0.17689,1.61269,1.81422,1.61269,1.81422,0.01421,0.01913,0.27791,0.31483,0.00124,0.59397,2.27937
5.550,"P",0.27875,1.52509,1.31340,0.84708,1.24198,0.42198,0.05442,0.16971,0.06196,0.45000,0.06521,"WALKING",0.22042,0.15946,0.17997,1.63546,1.84580,1.63546,1.84580,0.01097,0.01531,0.27299,0.31043,0.00114,0.58456,2.33784
5.650,"P",0.25099,1.53005,1.29991,0.85684,1.23189,0.41189,0.05131,0.17083,0.06354,0.45000,0.00008,"WALKING",0.22298,0.16031,0.18135,1.64425,1.85997,1.64425,1.85997,0.00242,0.00458,0.24969,0.28486,0.00058,0.53513,2.39254
5.750,"P",0.23744,1.53201,1.28620,0.86662,1.25042,0.43042,0.05748,0.17329,0.06604,0.45000,0.06758,"WALKING",0.22553,0.16236,0.18422,1.66526,1.88947,1.66526,1.88947,0.01083,0.01518,0.27792,0.31788,0.00122,0.59701,2.45179
5.850,"P",0.22509,1.53370,1.27231,0.87639,1.23829,0.41829,0.05354,0.17408,0.06738,0.45000,-0.00415,"WALKING",0.22808,0.16293,0.18524,1.67112,1.89985,1.67112,1.89985,0.00151,0.00336,0.25124,0.28824,0.00053,0.54001,2.50667
5.950,"P",0.20237,1.53687,1.25832,0.88609,1.23838,0.41838,0.05361,0.17436,0.06824,0.45000,-0.00032,"WALKING",0.23062,0.16307,0.18566,1.67252,1.90420,1.67252,1.90420,0.00122,0.00278,0.25032,0.28764,0.00045,0.53841,2.56017
6.050,"P",0.17936,1.53972,1.24431,0.89566,1.24241,0.42241,0.05507,0.17503,0.06931,0.45000,0.01560,"WALKING",0.23315,0.16356,0.18650,1.67750,1.91281,1.67750,1.91281,0.00288,0.00478,0.25594,0.29454,0.00056,0.55103,2.61496
6.150,"P",0.14700,1.54329,1.23021,0.90515,1.24829,0.42829,0.05721,0.17610,0.07066,0.45000,0.03327,"WALKING",0.23567,0.16440,0.18779,1.68617,1.92604,1.68617,1.92604,0.00508,0.00756,0.26393,0.30425,0.00074,0.56893,2.67127
6.250,"P",0.11452,1.54624,1.21592,0.91464,1.26414,0.44414,0.06286,0.17852,0.07306,0.45000,0.08137,"WALKING",0.23818,0.16643,0.19062,1.70701,1.95503,1.70701,1.95503,0.01162,0.01607,0.28755,0.33224,0.00138,0.62117,2.73233
6.350,"P",0.08177,1.54856,1.20128,0.92423,1.27720,0.45720,0.06754,0.18175,0.07617,0.45000,0.10165,"WALKING",0.24067,0.16914,0.19436,1.73481,1.99340,1.73481,1.99340,0.01497,0.02064,0.30331,0.35162,0.00183,0.65676,2.79693
6.450,"P",0.06502,1.54915,1.18623,0.93392,1.27932,0.45932,0.06833,0.18486,0.07933,0.45000,0.06666,"WALKING",0.24315,0.17173,0.19799,1.76129,2.03062,1.76129,2.03062,0.01133,0.01621,0.29707,0.34577,0.00164,0.64448,2.86242
6.550,"P",0.04678,1.54966,1.17082,0.94365,1.27961,0.45961,0.06845,0.18696,0.08179,0.45000,0.04224,"WALKING",0.24561,0.17343,0.20050,1.77875,2.05640,1.77875,2.05640,0.00817,0.01218,0.29016,0.33888,0.00139,0.63044,2.92567
6.650,"P",0.03363,1.54979,1.15521,0.95332,1.27400,0.45400,0.06631,0.18804,0.08340,0.45000,0.00354,"WALKING",0.24805,0.17423,0.20184,1.78701,2.07014,1.78701,2.07014,0.00287,0.00518,0.27437,0.32136,0.00082,0.59655,2.98616
6.750,"P",0.01043,1.55010,1.13949,0.96287,1.27069,0.45069,0.06488,0.18825,0.08419,0.45000,-0.00885,"WALKING",0.25047,0.17432,0.20219,1.78790,2.07372,1.78790,2.07372,0.00051,0.00179,0.26646,0.31262,0.00046,0.57954,3.04407
6.850,"P",-0.01474,1.55006,1.12364,0.97232,1.27461,0.45461,0.06624,0.18878,0.08510,0.45000,0.00998,"WALKING",0.25286,0.17469,0.20286,1.79174,2.08064,1.79174,2.08064,0.00233,0.00397,0.27268,0.32026,0.00059,0.59353,3.10309
6.950,"P",-0.04014,1.54961,1.10768,0.98165,1.27864,0.45864,0.06770,0.18962,0.08621,0.45000,0.02187,"WALKING",0.25522,0.17535,0.20388,1.79846,2.09112,1.79846,2.09112,0.00367,0.00563,0.27802,0.32694,0.00072,0.60568,3.16336
7.050,"P",-0.08404,1.54820,1.09166,0.99083,1.28477,0.46477,0.07000,0.19082,0.08759,0.45000,0.03832,"WALKING",0.25756,0.17632,0.20531,1.80841,2.10578,1.80841,2.10578,0.00577,0.00837,0.28653,0.33740,0.00097,0.62490,3.22516
7.150,"P",-0.11240,1.54646,1.07533,0.99999,1.30871,0.48871,0.07936,0.19425,0.09095,0.45000,0.11282,"WALKING",0.25987,0.17919,0.20930,1.83788,2.14665,1.83788,2.14665,0.01571,0.02181,0.32522,0.38384,0.00235,0.71141,3.29520
7.250,"P",-0.13584,1.54452,1.05863,1.00917,1.30886,0.48886,0.07928,0.19706,0.09394,0.45000,0.07056,"WALKING",0.26214,0.18152,0.21261,1.86171,2.18063,1.86171,2.18063,0.01131,0.01625,0.31515,0.37331,0.00197,0.69043,3.36442
7.350,"P",-0.15552,1.54251,1.04166,1.01829,1.30212,0.48212,0.07635,0.19877,0.09603,0.45000,0.01320,"WALKING",0.26438,0.18287,0.21466,1.87562,2.20162,1.87562,2.20162,0.00435,0.00701,0.29383,0.34921,0.00108,0.64413,3.43072
7.450,"P",-0.18639,1.53918,1.02426,1.02740,1.32064,0.50064,0.08378,0.20103,0.09859,0.45000,0.08486,"WALKING",0.26658,0.18472,0.21735,1.89452,2.22924,1.89452,2.22924,0.01265,0.01812,0.32585,0.38789,0.00229,0.71603,3.49958
7.550,"P",-0.19870,1.53737,1.00662,1.03641,1.30784,0.48784,0.07842,0.20227,0.10032,0.45000,0.00137,"WALKING",0.26875,0.18567,0.21888,1.90432,2.24487,1.90432,2.24487,0.00256,0.00465,0.29246,0.34935,0.00089,0.64271,3.56561
7.650,"P",-0.22361,1.53392,0.98886,1.04526,1.30546,0.48546,0.07731,0.20254,0.10108,0.45000,-0.00718,"WALKING",0.27088,0.18581,0.21927,1.90579,2.24896,1.90579,2.24896,0.00072,0.00196,0.28593,0.34205,0.00053,0.62852,3.62848
7.750,"P",-0.25049,1.52976,0.97096,1.05395,1.30904,0.48904,0.07872,0.20306,0.10198,0.45000,0.00965,"WALKING",0.27297,0.18619,0.21994,1.90960,2.25582,1.90960,2.25582,0.00226,0.00388,0.29173,0.34931,0.00070,0.64174,3.69233
7.850,"P",-0.28255,1.52424,0.95291,1.06248,1.31267,0.49267,0.08021,0.20385,0.10309,0.45000,0.02010,"WALKING",0.27501,0.18679,0.22092,1.91583,2.26581,1.91583,2.26581,0.00337,0.00533,0.29659,0.35553,0.00086,0.65298,3.75736
7.950,"P",-0.32037,1.51696,0.93468,1.07086,1.32700,0.50700,0.08648,0.20573,0.10525,0.45000,0.06920,"WALKING",0.27701,0.18831,0.22315,1.93142,2.28874,1.93142,2.28874,0.00943,0.01377,0.32117,0.38550,0.00194,0.70861,3.82669
8.050,"P",-0.35816,1.50879,0.91619,1.07913,1.33776,0.51776,0.09125,0.20843,0.10835,0.45000,0.08464,"WALKING",0.27896,0.19050,0.22637,1.95386,2.32170,1.95386,2.32170,0.01190,0.01750,0.33466,0.40278,0.00257,0.74001,3.89983
8.100,"P",-0.36952,1.50598,0.90684,1.08322,1.34484,0.52484,0.09434,0.21009,0.11025,0.45000,0.09716,"WALKING",0.27992,0.19184,0.22833,1.96759,2.34188,1.96759,2.34188,0.01372,0.02018,0.34412,0.41484,0.00302,0.76197,3.93793
8.150,"P",-0.37874,1.50356,0.89741,1.08728,1.34456,0.52456,0.09420,0.21147,0.11194,0.45000,0.07456,"WALKING",0.28087,0.19295,0.23000,1.97895,2.35898,1.97895,2.35898,0.01136,0.01710,0.33780,0.40805,0.00273,0.74858,3.97536
8.200,"P",-0.39117,1.50034,0.88791,1.09131,1.34233,0.52233,0.09314,0.21252,0.11332,0.45000,0.04833,"WALKING",0.28180,0.19376,0.23127,1.98730,2.37202,1.98730,2.37202,0.00835,0.01304,0.32830,0.39733,0.00225,0.72788,4.01175
8.250,"P",-0.40192,1.49742,0.87835,1.09530,1.34288,0.52288,0.09329,0.21344,0.11458,0.45000,0.04015,"WALKING",0.28273,0.19447,0.23240,1.99460,2.38360,1.99460,2.38360,0.00730,0.01159,0.32568,0.39476,0.00208,0.72252,4.04788
