t,mode,bill_x,bill_y,pioneer_x,pioneer_y,distance,error,heading_error,control_v,control_w,integral,derivative,wheel_left_linear,wheel_right_linear,wheel_left_omega,wheel_right_omega,u_left,u_right,du_left,du_right,wheel_left_power,wheel_right_power,yaw_power,total_power,energy_j,follower_state,bill_state,bill_speed
0.05,NMPC,1.0960155108391487,1.0960155108391487,1.6760803127139863,0.5159562020576682,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INIT,WALKING,0.13
0.1,NMPC,1.0914095857811181,1.1006021606670997,1.6760349775882109,0.5160069326054157,0.8203316256722908,0.00033162567229083617,5.994760567551438e-05,0.008100000000000001,0.0,1.658128361454181e-05,0.0,0.008100000000000001,0.008100000000000001,0.08307692307692309,0.08307692307692309,0.08307692307692309,0.08307692307692309,0.08307692307692309,0.08307692307692309,0.022207060650887577,0.022207060650887577,0.0,0.044414121301775154,0.002220706065088758,TRACKING,WALKING,0.13000906540451962
0.15,NMPC,1.0867838201425495,1.10517009020167,1.6757737488593598,0.5162739649628143,0.8267638292874749,0.006763829287474987,0.0001358828188320338,0.014123362500000004,0.0,0.00035477274798829115,0.028301695906810264,0.014123362500000004,0.014123362500000004,0.14485500000000004,0.14485500000000004,0.14485500000000004,0.14485500000000004,0.06177807692307695,0.06177807692307695,0.033935177115457044,0.033935177115457044,0.0,0.06787035423091409,0.005614223776634463,TRACKING,WALKING,0.13003625979182154
0.2,NMPC,1.0821376383999037,1.109719843725559,1.6753095710961834,0.5167453138439438,0.832891218858244,0.012891218858244069,0.00024269304340096554,0.019897234875000003,0.0,0.0009993336909004948,0.04903583691869596,0.019897234875000003,0.019897234875000003,0.20407420384615388,0.20407420384615388,0.20407420384615388,0.20407420384615388,0.05921920384615384,0.05921920384615384,0.047061882148354744,0.047061882148354744,0.0,0.09412376429670949,0.010320411991469939,TRACKING,WALKING,0.1300815776835031
0.25,NMPC,1.077470455097715,1.1142519546276433,1.6746112452403845,0.517449482443987,0.838732218784376,0.01873221878437603,0.000391912741819489,0.026499096236250002,0.0,0.0019359446301192961,0.0639483524715635,0.026499096236250002,0.026499096236250002,0.2717856024230769,0.2717856024230769,0.2717856024230769,0.2717856024230769,0.06771139857692304,0.06771139857692304,0.06640759353863064,0.06640759353863064,0.0,0.13281518707726128,0.016961171345333002,TRACKING,WALKING,0.13014500995011935
0.3,NMPC,1.07278167509025,1.1187669451635391,1.6736524700151567,0.5184135306391108,0.8442454110368237,0.02424541103682376,0.0005630783727639255,0.0338544275749875,0.0,0.0031482151819604842,0.07413776083858954,0.0338544275749875,0.0338544275749875,0.347224898205,0.347224898205,0.347224898205,0.347224898205,0.0754392957819231,0.0754392957819231,0.0892063271806419,0.0892063271806419,0.0,0.1784126543612838,0.02588180406339719,TRACKING,WALKING,0.13022654381302246
0.35,NMPC,1.0291014476948932,1.1603197146454267,1.672427963006438,0.5196449098550622,0.8493938630134018,0.029393863013401855,0.0007655146365390664,0.04135777909323862,0.0,0.004617908332630576,0.08048064215104346,0.04135777909323862,0.04135777909323862,0.4241823496742423,0.4241823496742423,0.4241823496742423,0.4241823496742423,0.07695745146924227,0.07695745146924227,0.11018359722605822,0.11018359722605822,0.0,0.22036719445211644,0.03690016378600301,TRACKING,WALKING,0.13032616284693574
0.4,NMPC,1.0338089222517937,1.155589097709997,1.6708445301241603,0.5212362126516029,0.9079279766567759,0.08792797665677599,0.002456314047381447,0.051538216474847146,-0.010284999999999999,0.009014307165469373,0.3203250009086601,0.05324038397484714,0.04983604897484715,0.5460552202548424,0.5111389638445861,0.5460552202548424,0.5111389638445861,0.12187287058060015,0.08695661417034384,0.1657573105989311,0.15505125483625587,0.00152324964,0.322331815075187,0.05301675453976236,FOLLOWING,WALKING,0.13044384698326272
0.45,NMPC,1.0259420169165692,1.1627292723421583,1.6689371746957076,0.5231575934677772,0.8990094262460343,0.07900942624603435,0.0030744395138015967,0.06080241449211091,-0.019695775,0.01296477847777109,0.2106118789014917,0.0640620652546109,0.05754276372961091,0.6570468231242144,0.5901821920985734,0.6570468231242144,0.5901821920985734,0.11099160286937193,0.07904322825398724,0.19020195807886306,0.1706092063532138,0.002669076100449,0.3634802405325258,0.07119076656638865,TRACKING,WALKING,0.13057957251413005
0.5,NMPC,1.012467222803964,1.1749836806294036,1.66674155483554,0.5253755154905176,0.9069149383187012,0.08691493831870123,0.004678095198228149,0.06907994718782093,-0.029335134125,0.01731052539370615,0.19906151866289779,0.07393491188550842,0.06422498249013343,0.7583067885693171,0.6587177691295737,0.7583067885693171,0.6587177691295737,0.10125996544510274,0.06853557703100033,0.207938829083565,0.1802364548355638,0.004071915256477215,0.392247199175606,0.09080312652516895,FOLLOWING,WALKING,0.1307333120971635
0.55,NMPC,1.021542301586274,1.1663368292619738,1.6642610340864696,0.527889362154872,0.9219900594748704,0.1019900594748705,0.007112052073931618,0.07726961444091704,-0.035043935224374996,0.022410028367449673,0.22159851764420507,0.0830693857205511,0.07146984316128298,0.85199369969796,0.7330240324234152,0.85199369969796,0.7330240324234152,0.09368691112864291,0.07430626329384149,0.23290375320983883,0.19985857444856714,0.0028808475254688704,0.4356431751838748,0.11258528528436268,FOLLOWING,WALKING,0.1309050347609961
