t,mode,task_id,task_state,motion_mode,active_tool,b1_station,robot_x,robot_y,b1_x,b1_y,distance_to_target,min_obstacle,obstacle_risk,battery,battery_mode,completed_task_count,task_complete,charging,pose_error,kalman_covariance,control_v,control_w,control_tv
2.1,NMPC,task1,TO_PICKUP_T1,AVOIDING,T1,WS1,-0.57738,-1.97537,-2.12,1.1,1.05065,0.54835,0.0024,95.19204,NORMAL,0,0,0,0.02291,0.01652,0.49707,0.36558,1.10999
2.25,NMPC,task1,TO_PICKUP_T1,AVOIDING,T1,WS1,-0.64553,-1.99869,-2.12,1.1,0.97996,0.56632,0.00135,95.09456,NORMAL,0,0,0,0.04462,0.01678,0.4781,0.27252,1.15223
2.4,NMPC,task1,TO_PICKUP_T1,AVOIDING,T1,WS1,-0.7107,-2.0245,-2.12,1.1,0.91014,0.59297,0.00034,95.00087,NORMAL,0,0,0,0.04953,0.01801,0.45412,0.20065,1.19418
2.55,NMPC,task1,TO_PICKUP_T1,AVOIDING,T1,WS1,-0.76972,-2.04985,-2.12,1.1,0.84452,0.6059,9e-05,94.91379,NORMAL,0,0,0,0.03391,0.01817,0.40583,0.17463,1.24897
2.7,NMPC,task1,TO_PICKUP_T1,ROUTE,T1,WS1,-0.82202,-2.07397,-2.12,1.1,0.7857,0.62777,0.0,94.83559,NORMAL,0,0,0,0.05831,0.01859,0.36901,0.1428,1.29374
2.85,NMPC,task1,TO_PICKUP_T1,ROUTE,T1,WS1,-0.86879,-2.09694,-2.12,1.1,0.7322,0.64945,0.0,94.76423,NORMAL,0,0,0,0.04446,0.02061,0.33051,0.11628,1.34002
3.0,NMPC,task1,TO_PICKUP_T1,ROUTE,T1,WS1,-0.90982,-2.11794,-2.12,1.1,0.68462,0.66964,0.0,94.70045,NORMAL,0,0,0,0.04858,0.02157,0.29276,0.11407,1.37837
3.15,NMPC,task1,TO_PICKUP_T1,ROUTE,T1,WS1,-0.946,-2.13712,-2.12,1.1,0.64226,0.68803,0.0,94.64325,NORMAL,0,0,0,0.03489,0.02137,0.25781,0.10053,1.41701
3.3,NMPC,task1,TO_PICKUP_T1,ROUTE,T1,WS1,-0.97658,-2.15393,-2.12,1.1,0.60562,0.70446,0.0,94.59335,NORMAL,0,0,0,0.0313,0.02202,0.21864,0.09178,1.45888
3.45,NMPC,task1,TO_PICKUP_T1,ROUTE,T1,WS1,-1.00318,-2.16903,-2.12,1.1,0.574,0.71905,0.0,94.54973,NORMAL,0,0,0,0.04156,0.02222,0.19455,0.07104,1.48815
3.6,NMPC,task1,TO_PICKUP_T1,ROUTE,T1,WS1,-1.02662,-2.18277,-2.12,1.1,0.54582,0.73332,0.0,94.51052,NORMAL,0,0,0,0.03587,0.02267,0.17175,0.05735,1.51437
3.75,NMPC,task1,TO_PICKUP_T1,ROUTE,T1,WS1,-1.04722,-2.19521,-2.12,1.1,0.52098,0.74707,0.0,94.47551,NORMAL,0,0,0,0.05643,0.02319,0.15478,0.01105,1.54292
3.9,NMPC,task1,PICKUP_T1,ARRIVED_TARGET,T1,WS1,-1.06358,-2.20522,-2.12,1.1,0.49889,0.76026,0.0,94.44402,NORMAL,0,0,0,0.04259,0.02368,0.0,0.0,1.7005
4.05,NMPC,task1,PICKUP_T1,MANIPULATING,T1,WS1,-1.06426,-2.20552,-2.12,1.1,-1.0,-1.0,0.0,94.44027,NORMAL,0,0,0,0.0305,0.02919,0.0,0.0,1.7005
4.2,NMPC,task1,PICKUP_T1,MANIPULATING,T1,WS1,-1.06426,-2.2055,-2.12,1.1,-1.0,-1.0,0.0,94.43652,NORMAL,0,0,0,0.02867,0.03484,0.0,0.0,1.7005
4.35,NMPC,task1,PICKUP_T1,MANIPULATING,T1,WS1,-1.06427,-2.2055,-2.12,1.1,-1.0,-1.0,0.0,94.43277,NORMAL,0,0,0,0.02316,0.03843,0.0,0.0,1.7005
4.5,NMPC,task1,PICKUP_T1,MANIPULATING,T1,WS1,-1.06428,-2.20549,-2.12,1.1,-1.0,-1.0,0.0,94.42902,NORMAL,0,0,0,0.02592,0.04071,0.0,0.0,1.7005
4.65,NMPC,task1,PICKUP_T1,MANIPULATING,T1,WS1,-1.06428,-2.20548,-2.12,1.1,-1.0,-1.0,0.0,94.42527,NORMAL,0,0,0,0.03103,0.04216,0.0,0.0,1.7005
4.8,NMPC,task1,TO_WS1_DELIVER_T1,MANIPULATING,T1,WS1,-1.06429,-2.20547,-2.12,1.1,-1.0,-1.0,0.0,94.42152,NORMAL,0,0,0,0.02176,0.04309,0.0,0.0,1.7005
4.95,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.06356,-2.20581,-2.12,1.1,3.47003,0.76452,0.0,94.41563,NORMAL,0,0,0,0.02428,0.02436,0.0,-0.95749,1.93987
5.1,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.06308,-2.20935,-2.12,1.1,3.47233,0.77234,0.0,94.40627,NORMAL,0,0,0,0.0245,0.02442,0.0,-1.22045,2.00561
5.25,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.06024,-2.21623,-2.12,1.1,3.47877,0.80279,0.0,94.39595,NORMAL,0,0,0,0.02397,0.0252,0.01889,-1.29266,2.04255
5.4,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.06331,-2.22475,-2.12,1.1,3.48665,0.81372,0.0,94.37886,NORMAL,0,0,0,0.00661,0.02791,0.05596,-1.31249,2.08458
5.55,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.07471,-2.2321,-2.12,1.1,3.4919,0.83936,0.0,94.3569,NORMAL,0,0,0,0.02062,0.02529,0.22365,-1.31794,2.25362
5.7,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.10886,-2.23301,-2.12,1.1,3.48864,0.8538,0.0,94.28712,NORMAL,0,0,0,0.01752,0.03245,0.43861,-1.31943,2.46897
5.85,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.17187,-2.21531,-2.12,1.1,3.46246,0.84118,0.0,94.18948,NORMAL,0,0,0,0.01967,0.03687,0.49765,-1.31984,2.52811
6.0,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.23662,-2.18197,-2.12,1.1,3.41663,0.82163,0.0,94.08435,NORMAL,0,0,0,0.01381,0.02564,0.51386,-1.19823,2.57472
6.15,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.2949,-2.13623,-2.12,1.1,3.36076,0.84541,0.0,93.97798,NORMAL,0,0,0,0.01831,0.02499,0.51831,-0.9791,2.63396
6.3,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.34555,-2.08037,-2.12,1.1,3.29639,0.87047,0.0,93.87218,NORMAL,0,0,0,0.01343,0.03136,0.51954,-0.76789,2.68798
6.45,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.38897,-2.01802,-2.12,1.1,3.22687,0.9615,0.0,93.76728,NORMAL,0,0,0,0.01858,0.03534,0.51987,-0.59251,2.73216
6.6,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.42604,-1.95121,-2.12,1.1,3.15415,0.93622,0.0,93.66319,NORMAL,0,0,0,0.01964,0.03788,0.51997,-0.45207,2.76737
6.75,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.45801,-1.8814,-2.12,1.1,3.0795,0.91839,0.0,93.55978,NORMAL,0,0,0,0.02891,0.03954,0.51999,-0.33986,2.79544
6.9,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.48603,-1.80961,-2.12,1.1,3.00363,0.90378,0.0,93.45691,NORMAL,0,0,0,0.01435,0.04068,0.52,-0.25431,2.81684
7.05,NMPC,task1,TO_WS1_DELIVER_T1,ROUTE,T1,WS1,-1.511,-1.73645,-2.12,1.1,2.92706,0.72407,0.0,93.35443,NORMAL,0,0,0,0.03833,0.02121,0.52,-0.19196,2.83243
7.2,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.53358,-1.66234,-2.12,1.1,2.84998,0.58752,0.00275,93.25227,NORMAL,0,0,0,0.05621,0.02114,0.52,-0.13919,2.84562
7.35,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.55443,-1.58761,-2.12,1.1,2.77266,0.57303,0.00574,93.15036,NORMAL,0,0,0,0.03794,0.01897,0.52,-0.09893,2.85568
7.5,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.57404,-1.51241,-2.12,1.1,2.69504,0.56726,0.00724,93.04864,NORMAL,0,0,0,0.04835,0.01798,0.52,-0.07262,2.86226
7.65,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.59276,-1.43688,-2.12,1.1,2.6173,0.57096,0.00626,92.94703,NORMAL,0,0,0,0.03382,0.01807,0.52,-0.06747,2.86423
7.8,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.6107,-1.36118,-2.12,1.1,2.53958,0.57269,0.00338,92.84545,NORMAL,0,0,0,0.02105,0.01594,0.52,-0.05755,2.8667
7.95,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.62797,-1.28527,-2.12,1.1,2.46178,0.5683,0.00125,92.74391,NORMAL,0,0,0,0.01709,0.01657,0.52,-0.04141,2.87074
8.1,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.64465,-1.20916,-2.12,1.1,2.38389,0.57329,0.00102,92.64248,NORMAL,0,0,0,0.02405,0.0078,0.52,-0.02202,2.87559
8.2,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.65556,-1.15832,-2.12,1.1,2.33193,0.58193,0.00068,92.57493,NORMAL,0,0,0,0.01882,0.00777,0.52,0.00318,2.88189
8.3,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.66641,-1.10747,-2.12,1.1,2.27997,0.59276,0.00035,92.50741,NORMAL,0,0,0,0.03215,0.00775,0.52,0.0149,2.88482
8.4,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.67731,-1.0566,-2.12,1.1,2.22791,0.60349,0.00013,92.43985,NORMAL,0,0,0,0.04824,0.00738,0.52,0.02263,2.88675
8.5,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.68832,-1.00569,-2.12,1.1,2.17582,0.61249,0.00015,92.37226,NORMAL,0,0,0,0.04778,0.00736,0.52,0.0319,2.88907
8.6,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.69946,-0.95485,-2.12,1.1,2.12383,0.57528,0.0052,92.30465,NORMAL,0,0,0,0.06395,0.00735,0.52,0.03582,2.89005
8.7,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.71075,-0.90407,-2.12,1.1,2.07178,0.54031,0.01652,92.23703,NORMAL,0,0,0,0.05151,0.00733,0.52,0.00649,2.89738
8.8,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.72223,-0.85343,-2.12,1.1,2.01978,0.50824,0.03249,92.1695,NORMAL,0,0,0,0.04722,0.00731,0.52,-0.01754,2.90339
8.9,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.73373,-0.80275,-2.12,1.1,1.96786,0.47973,0.05119,92.10193,NORMAL,0,0,0,0.05248,0.0073,0.52,-0.02877,2.90619
9.0,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.74504,-0.75211,-2.12,1.1,1.91595,0.45796,0.06831,92.03434,NORMAL,0,0,0,0.04367,0.00727,0.52,-0.03088,2.90732
9.1,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.75621,-0.70139,-2.12,1.1,1.86402,0.4464,0.0784,91.96673,NORMAL,0,0,0,0.04223,0.00726,0.52,-0.03378,2.90805
9.2,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.76729,-0.65072,-2.12,1.1,1.81215,0.41253,0.11197,91.89907,NORMAL,0,0,0,0.05221,0.00757,0.52,-0.08283,2.92031
9.3,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.77813,-0.60014,-2.12,1.1,1.7604,0.38337,0.14567,91.83124,NORMAL,0,0,0,0.05238,0.00756,0.52,-0.16204,2.94011
9.4,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.78838,-0.54961,-2.12,1.1,1.70875,0.3664,0.16731,91.76313,NORMAL,0,0,0,0.0366,0.00753,0.52,-0.18353,2.94615
9.5,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.79762,-0.49883,-2.12,1.1,1.6572,0.36056,0.1751,91.69501,NORMAL,0,0,0,0.04725,0.00752,0.52,-0.1538,2.95358
9.6,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.80598,-0.44778,-2.12,1.1,1.6055,0.33355,0.21346,91.62701,NORMAL,0,0,0,0.07254,0.00752,0.52,-0.14288,2.96122
9.7,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.81366,-0.39667,-2.12,1.1,1.55386,0.32622,0.22453,91.559,NORMAL,0,0,0,0.09292,0.00749,0.52,-0.14352,2.96397
9.8,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.82065,-0.34548,-2.12,1.1,1.50223,0.32018,0.23384,91.49098,NORMAL,0,0,0,0.06928,0.00745,0.52,-0.16956,2.97048
9.9,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.82687,-0.29427,-2.12,1.1,1.45075,0.31514,0.24178,91.42286,NORMAL,0,0,0,0.04934,0.00831,0.52,-0.20103,2.97834
10.0,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.83216,-0.24301,-2.12,1.1,1.39942,0.31129,0.24792,91.35462,NORMAL,0,0,0,0.04227,0.00927,0.52,-0.23262,2.98624
10.1,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.83633,-0.19169,-2.12,1.1,1.34829,0.30881,0.25193,91.28629,NORMAL,0,0,0,0.04196,0.00977,0.52,-0.24179,2.98853
10.2,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.83924,-0.14027,-2.12,1.1,1.29735,0.30765,0.2538,91.21796,NORMAL,0,0,0,0.0485,0.01015,0.52,-0.23648,2.98986
10.3,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.84086,-0.08895,-2.12,1.1,1.24668,0.30773,0.25367,91.14965,NORMAL,0,0,0,0.04735,0.00791,0.5156,-0.19526,3.00456
10.4,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.8413,-0.0389,-2.12,1.1,1.19699,0.30748,0.25212,91.08252,NORMAL,0,0,0,0.0663,0.00736,0.49931,-0.14573,3.03324
10.5,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.84088,0.00966,-2.12,1.1,1.14917,0.30599,0.24966,91.01763,NORMAL,0,0,0,0.10796,0.00736,0.48522,-0.10959,3.05637
10.6,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.83982,0.05699,-2.12,1.1,1.10282,0.30571,0.2467,90.95454,NORMAL,0,0,0,0.13585,0.00753,0.47089,-0.06004,3.08308
10.7,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.83839,0.10263,-2.12,1.1,1.05826,0.30643,0.24373,90.89361,NORMAL,0,0,0,0.14985,0.00734,0.45323,-0.02564,3.10934
10.8,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.83681,0.14643,-2.12,1.1,1.01562,0.30776,0.24097,90.835,NORMAL,0,0,0,0.15228,0.00732,0.43396,9e-05,3.13504
10.9,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.83526,0.18869,-2.12,1.1,0.97488,0.30936,0.2385,90.77871,NORMAL,0,0,0,0.15447,0.00737,0.41885,-0.00167,3.15142
11.0,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.83378,0.22879,-2.12,1.1,0.93569,0.31087,0.23613,90.72433,NORMAL,0,0,0,0.12473,0.00742,0.39038,0.02494,3.18658
11.1,NMPC,task1,TO_WS1_DELIVER_T1,AVOIDING,T1,WS1,-1.8323,0.26509,-2.12,1.1,0.89994,0.31266,0.23435,90.67418,NORMAL,0,0,0,0.1082,0.00749,0.35218,0.09918,3.24335
11.2,NMPC,task1,DELIVER_T1_WS1,ARRIVED_TARGET,T1,WS1,-1.83094,0.29666,-2.12,1.1,0.86757,0.31529,0.2339,90.62818,NORMAL,0,0,0,0.11148,0.00748,0.0,0.0,3.63965
11.3,NMPC,task1,DELIVER_T1_WS1,MANIPULATING,T1,WS1,-1.83012,0.31287,-2.12,1.1,-1.0,-1.0,0.0,90.62568,NORMAL,0,0,0,0.09227,0.01269,0.0,0.0,3.63965
11.4,NMPC,task1,DELIVER_T1_WS1,MANIPULATING,T1,WS1,-1.8297,0.31501,-2.12,1.1,-1.0,-1.0,0.0,90.62318,NORMAL,0,0,0,0.07128,0.02103,0.0,0.0,3.63965
11.5,NMPC,task1,DELIVER_T1_WS1,MANIPULATING,T1,WS1,-1.82969,0.31496,-2.12,1.1,-1.0,-1.0,0.0,90.62068,NORMAL,0,0,0,0.05766,0.02719,0.0,0.0,3.63965
11.6,NMPC,task1,DELIVER_T1_WS1,MANIPULATING,T1,WS1,-1.82969,0.31493,-2.12,1.1,-1.0,-1.0,0.0,90.61818,NORMAL,0,0,0,0.0446,0.03175,0.0,0.0,3.63965
11.7,NMPC,task1,DELIVER_T1_WS1,MANIPULATING,T1,WS1,-1.82969,0.31491,-2.12,1.1,-1.0,-1.0,0.0,90.61568,NORMAL,0,0,0,0.03969,0.03512,0.0,0.0,3.63965
11.8,NMPC,task1,DELIVER_T1_WS1,MANIPULATING,T1,WS1,-1.82969,0.31487,-2.12,1.1,-1.0,-1.0,0.0,90.61318,NORMAL,0,0,0,0.03314,0.03762,0.0,0.0,3.63965
11.9,NMPC,task1,DELIVER_T1_WS1,MANIPULATING,T1,WS1,-1.82969,0.31485,-2.12,1.1,-1.0,-1.0,0.0,90.61068,NORMAL,0,0,0,0.0208,0.03946,0.0,0.0,3.63965
12.0,NMPC,task1,DELIVER_T1_WS1,MANIPULATING,T1,WS1,-1.82969,0.31482,-2.12,1.1,-1.0,-1.0,0.0,90.60818,NORMAL,0,0,0,0.02097,0.04083,0.0,0.0,3.63965
12.1,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82968,0.31479,-2.12,1.1,-1.0,-1.0,0.0,90.60568,NORMAL,1,0,0,0.01696,0.04183,0.0,0.0,3.63965
12.2,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82968,0.31476,-2.12,1.1,-1.0,-1.0,0.0,90.60318,NORMAL,1,0,0,0.00985,0.04258,0.0,0.0,3.63965
12.3,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82968,0.31473,-2.12,1.1,-1.0,-1.0,0.0,90.60068,NORMAL,1,0,0,0.00771,0.04313,0.0,0.0,3.63965
12.4,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82968,0.3147,-2.12,1.1,-1.0,-1.0,0.0,90.59818,NORMAL,1,0,0,0.00767,0.04354,0.0,0.0,3.63965
12.5,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82968,0.31468,-2.12,1.1,-1.0,-1.0,0.0,90.59568,NORMAL,1,0,0,0.01416,0.04384,0.0,0.0,3.63965
12.6,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82968,0.31465,-2.12,1.1,-1.0,-1.0,0.0,90.59318,NORMAL,1,0,0,0.00819,0.04407,0.0,0.0,3.63965
12.7,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82968,0.31461,-2.12,1.1,-1.0,-1.0,0.0,90.59068,NORMAL,1,0,0,0.00846,0.04423,0.0,0.0,3.63965
12.8,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82967,0.31458,-2.12,1.1,-1.0,-1.0,0.0,90.58818,NORMAL,1,0,0,0.01039,0.04435,0.0,0.0,3.63965
12.9,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82967,0.31456,-2.12,1.1,-1.0,-1.0,0.0,90.58568,NORMAL,1,0,0,0.02207,0.04444,0.0,0.0,3.63965
13.0,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82967,0.31453,-2.12,1.1,-1.0,-1.0,0.0,90.58318,NORMAL,1,0,0,0.02751,0.04451,0.0,0.0,3.63965
13.1,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82967,0.3145,-2.12,1.1,-1.0,-1.0,0.0,90.58068,NORMAL,1,0,0,0.03147,0.04456,0.0,0.0,3.63965
13.2,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82967,0.31447,-2.12,1.1,-1.0,-1.0,0.0,90.57818,NORMAL,1,0,0,0.03602,0.0446,0.0,0.0,3.63965
13.3,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82967,0.31444,-2.12,1.1,-1.0,-1.0,0.0,90.57568,NORMAL,1,0,0,0.0331,0.04462,0.0,0.0,3.63965
13.4,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82967,0.31441,-2.12,1.1,-1.0,-1.0,0.0,90.57318,NORMAL,1,0,0,0.02149,0.04464,0.0,0.0,3.63965
13.5,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82966,0.31438,-2.12,1.1,-1.0,-1.0,0.0,90.57068,NORMAL,1,0,0,0.0178,0.04466,0.0,0.0,3.63965
13.6,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82966,0.31435,-2.12,1.1,-1.0,-1.0,0.0,90.56818,NORMAL,1,0,0,0.01607,0.04467,0.0,0.0,3.63965
13.7,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82966,0.31432,-2.12,1.1,-1.0,-1.0,0.0,90.56568,NORMAL,1,0,0,0.01424,0.04468,0.0,0.0,3.63965
13.8,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82966,0.31429,-2.12,1.1,-1.0,-1.0,0.0,90.56318,NORMAL,1,0,0,0.01596,0.04468,0.0,0.0,3.63965
13.9,NMPC,task1,WAIT_B1_WORK_T1,WAIT_B1,T1,WS1,-1.82966,0.31425,-2.12,1.1,-1.0,-1.0,0.0,90.56068,NORMAL,1,0,0,0.00186,0.04469,0.0,0.0,3.63965
